Macrorregião de Saúde,Região de Saúde,Cod. IBGE,Município,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,Média 2010/2019
Centro Leste,Seabra,291930,Lençóis,25.4658385093168,35.1190476190476,28.2258064516129,20.8955223880597,25.8064516129032,28.5714285714286,26.530612244898,24.5762711864407,19.4444444444444,20.0,25.463542302815192
Centro Leste,Seabra,292190,Mucugê,21.3541666666667,24.2424242424242,17.8571428571429,23.7762237762238,19.4594594594595,23.3333333333333,21.7948717948718,19.4117647058824,17.1232876712329,17.7914110429448,20.61440855501823
Centro Leste,Seabra,292303,Novo Horizonte,14.9253731343284,17.1717171717172,21.0884353741497,17.948717948718,16.4179104477612,15.8730158730159,15.929203539823,10.2564102564103,17.96875,12.5925925925926,16.01721263385163
Centro Leste,Seabra,292350,Palmeiras,23.7762237762238,14.8148148148148,17.1052631578947,19.0140845070423,19.4805194805195,20.3947368421053,15.3333333333333,18.9655172413793,18.4210526315789,13.3333333333333,18.063887911822526
Centro Leste,Seabra,292430,Piatã,20.0,21.0884353741497,19.8443579766537,12.6482213438735,16.4983164983165,14.8867313915858,17.2413793103448,10.9311740890688,8.62068965517241,19.4915254237288,16.125083106289402
Centro Leste,Seabra,292990,Seabra,23.2142857142857,21.2209302325581,21.1287988422576,26.1868300153139,19.0713101160862,21.5167548500882,23.7749546279492,24.7172859450727,19.7053406998158,19.4267515923567,21.99632426357841
Centro Leste,Seabra,293080,Souto Soares,22.0779220779221,29.5880149812734,29.6153846153846,30.0448430493274,27.1186440677966,25.5639097744361,28.7037037037037,28.9473684210526,24.3027888446215,27.5,27.3462579535518
Centro Leste,Serrinha,290040,Água Fria,25.9459459459459,27.5132275132275,18.8311688311688,28.804347826087,24.0223463687151,23.0769230769231,22.9885057471264,17.6470588235294,18.0645161290323,21.1678832116788,22.80619234734343
Centro Leste,Serrinha,290210,Araci,22.2523744911805,28.3524904214559,28.7798408488064,27.0440251572327,27.6176024279211,32.8828828828829,26.6949152542373,27.8666666666667,26.0928961748634,24.0063593004769,27.159005362572383
Centro Leste,Serrinha,290327,Barrocas,17.3160173160173,17.741935483871,14.572864321608,18.1395348837209,12.5541125541126,17.283950617284,18.1347150259067,12.4423963133641,15.1219512195122,13.5922330097087,15.689971074510552
Centro Leste,Serrinha,290360,Biritinga,21.4022140221402,21.4022140221402,23.0434782608696,25.8064516129032,25.8333333333333,25.2427184466019,23.9795918367347,27.5675675675676,20.2830188679245,19.5238095238095,23.40843974940247
Centro Leste,Serrinha,290680,Cansanção,26.2886597938144,27.1493212669683,26.1954261954262,23.5697940503432,25.0517598343685,29.1060291060291,28.1512605042017,27.4900398406374,25.2676659528908,22.1748400852878,26.044479662996743
Centro Leste,Serrinha,290840,Conceição do Coité,17.2892209178228,18.7022900763359,19.2528735632184,20.1960784313725,19.4780987884436,18.7956204379562,19.9427480916031,20.0186219739292,18.5080264400378,16.9275929549902,18.91111716757097
Centro Leste,Serrinha,291070,Euclides da Cunha,20.5188679245283,20.8085612366231,23.558282208589,22.0170454545455,22.6143790849673,19.8959687906372,21.744966442953,23.2528589580686,18.6363636363636,16.9835234474018,21.003081718467737
Centro Leste,Serrinha,291910,Lamarão,19.7802197802198,10.0,18.4782608695652,20.2127659574468,23.8938053097345,17.7777777777778,23.75,15.4929577464789,12.7906976744186,15.5844155844156,17.77609007000572
Centro Leste,Serrinha,292150,Monte Santo,26.6996291718171,24.2092457420925,22.7737226277372,20.5962059620596,25.7352941176471,23.0446927374302,19.4144838212635,24.2047026279391,18.8489208633094,21.2538226299694,22.678072030126508
Centro Leste,Serrinha,292265,Nordestina,21.7948717948718,26.0115606936416,30.7692307692308,27.9503105590062,28.476821192053,24.4186046511628,28.7292817679558,25.130890052356,21.0884353741497,17.8571428571429,25.222714971157057
Centro Leste,Serrinha,292580,Queimadas,26.1538461538462,24.5231607629428,24.375,26.4900662251656,22.5308641975309,25.3125,24.2424242424242,29.2763157894737,22.9508196721311,23.4113712374582,24.926636828097273
Centro Leste,Serrinha,292590,Quijingue,28.125,23.4957020057307,24.8554913294798,24.7588424437299,24.5954692556634,26.2589928057554,22.1153846153846,20.1101928374656,18.7713310580205,17.3134328358209,23.039983918705083
Centro Leste,Serrinha,292610,Retirolândia,14.5,21.5596330275229,16.2162162162162,17.6991150442478,25.2427184466019,19.7802197802198,19.8952879581152,17.9723502304147,14.7368421052632,17.1428571428571,18.47452399514588
Centro Leste,Serrinha,292800,Santaluz,24.4741873804971,25.1417769376182,22.8628230616302,24.7960848287113,22.4222585924714,21.9465648854962,21.2981744421907,21.5885947046843,20.2676864244742,21.1026615969582,22.590081285473183
Centro Leste,Serrinha,292895,São Domingos,15.6862745098039,22.6086956521739,18.8118811881188,24.7058823529412,18.9873417721519,14.8514851485149,19.3548387096774,11.6279069767442,13.1578947368421,13.6986301369863,17.349083118395463
Centro Leste,Serrinha,293050,Serrinha,19.5833333333333,20.4613095238095,22.7707006369427,20.9122203098107,22.5438596491228,20.4116638078902,23.3243967828418,19.9835526315789,16.5639445300462,17.7609427609428,20.431592396631892
Centro Leste,Serrinha,293150,Teofilândia,22.3404255319149,22.1902017291066,26.625386996904,25.0,25.1612903225806,19.2926045016077,29.8507462686567,17.0967741935484,21.4285714285714,17.910447761194,22.68964487340843
Centro Leste,Serrinha,293190,Tucano,23.371104815864,18.9855072463768,23.8805970149254,19.5402298850575,19.9059561128527,20.8904109589041,21.558872305141,18.3887915936953,17.601246105919,17.7777777777778,20.190049381651356
Centro Leste,Serrinha,293300,Valente,16.5605095541401,18.2336182336182,16.1094224924012,18.8552188552189,17.3387096774194,19.6153846153846,20.2247191011236,19.7841726618705,22.108843537415,16.6064981949458,18.54370969235373
Centro Norte,Irecê,290115,América Dourada,32.046332046332,30.1960784313725,29.3023255813954,31.6831683168317,25.9541984732824,25.2293577981651,23.015873015873,21.0300429184549,21.9178082191781,20.6896551724138,26.10648399732989
Centro Norte,Irecê,290300,Barra do Mendes,25.6410256410256,24.7126436781609,25.7142857142857,28.1437125748503,21.1764705882353,18.3673469387755,24.8648648648649,24.8780487804878,18.2926829268293,18.6813186813187,23.047240038883405
Centro Norte,Irecê,290323,Barro Alto,25.5952380952381,28.6486486486486,26.8156424581006,22.875816993464,22.2972972972973,18.0645161290323,28.2208588957055,24.8587570621469,23.3160621761658,21.0191082802548,24.171194603605393
Centro Norte,Irecê,290530,Cafarnaum,29.3103448275862,29.5264623955432,26.7857142857143,29.1828793774319,30.6930693069307,31.9444444444444,25.5474452554745,30.3886925795053,24.8502994011976,25.8064516129032,28.40358034867313
Centro Norte,Irecê,290620,Canarana,31.0055865921788,33.8983050847458,28.0575539568345,23.3695652173913,31.547619047619,27.2251308900524,27.4509803921569,24.8,25.214899713467,27.3684210526316,27.99380619470773
Centro Norte,Irecê,290760,Central,26.2798634812287,20.1465201465201,28.1368821292776,28.1938325991189,25.0,25.1184834123223,22.1698113207547,22.9166666666667,25.3164556962025,24.8847926267281,24.816330807881958
Centro Norte,Irecê,291130,Gentio do Ouro,23.2394366197183,17.8082191780822,21.5827338129496,28.1818181818182,20.4081632653061,22.4806201550388,27.4193548387097,26.2295081967213,27.5,17.8571428571429,23.27069971054871
Centro Norte,Irecê,291240,Ibipeba,23.1060606060606,25.0,27.2340425531915,27.2727272727273,24.6376811594203,25.2136752136752,23.0046948356807,23.8341968911917,13.5869565217391,22.8155339805825,23.57055690342689
Centro Norte,Irecê,291310,Ibititá,20.2334630350195,27.6859504132231,26.4822134387352,20.6349206349206,19.3415637860082,29.6803652968036,28.2051282051282,25.5924170616114,18.3856502242152,29.7435897435897,24.598526183925472
Centro Norte,Irecê,291460,Irecê,21.2577502214349,19.6144174350377,21.4225941422594,17.9727427597956,20.0168208578637,21.5421303656598,17.9968701095462,17.7456207159177,15.9441587068332,17.3109243697479,19.082402968409614
Centro Norte,Irecê,291535,Itaguaçu da Bahia,28.6458333333333,29.8245614035088,31.3186813186813,35.978835978836,31.6770186335404,25.1282051282051,25.1366120218579,24.0641711229946,24.7474747474747,22.9299363057325,27.94513299941646
Centro Norte,Irecê,291835,João Dourado,26.7415730337079,29.0178571428571,23.5602094240838,28.4883720930233,26.0387811634349,24.7474747474747,22.9974160206718,27.2108843537415,21.2669683257919,20.5729166666667,25.064245297145362
Centro Norte,Irecê,291850,Jussara,31.4685314685315,26.865671641791,29.0748898678414,32.8947368421053,32.8888888888889,30.0,27.3170731707317,23.5294117647059,28.0193236714976,25.4901960784314,28.75487233945247
Centro Norte,Irecê,291915,Lapão,28.9823008849558,30.0865800865801,24.7222222222222,27.3684210526316,23.5714285714286,24.0694789081886,24.4655581947743,24.2562929061785,22.2760290556901,24.3055555555556,25.410386743820542
Centro Norte,Irecê,292205,Mulungu do Morro,27.1551724137931,31.7991631799163,28.1081081081081,31.3186813186813,32.3529411764706,32.9842931937173,27.6381909547739,28.3582089552239,28.8288288288288,21.6346153846154,29.017820351412873
Centro Norte,Irecê,292560,Presidente Dutra,25.4098360655738,23.0414746543779,25.0,28.3422459893048,18.3431952662722,25.1572327044025,28.2208588957055,20.2247191011236,26.4900662251656,16.551724137931,23.67813530398569
Centro Norte,Irecê,292925,São Gabriel,23.8562091503268,29.9382716049383,28.5285285285285,27.4021352313167,21.9330855018587,23.2558139534884,23.6434108527132,24.1106719367589,27.536231884058,18.75,24.89543586439875
Centro Norte,Irecê,293240,Uibaí,25.130890052356,14.0127388535032,30.0518134715026,22.3529411764706,26.3473053892216,21.301775147929,27.5167785234899,23.1578947368421,20.9580838323353,16.875,22.77052211836503
Centro Norte,Irecê,293360,Xique-Xique,29.5121951219512,30.237825594564,28.0742459396752,27.5151515151515,25.3819036427732,25.0879249706917,26.056338028169,25.3164556962025,22.7659574468085,25.1724137931034,26.51204117490902
Centro Norte,Jacobina,290510,Caém,27.3809523809524,26.3959390862944,25.9036144578313,24.5614035087719,24.21875,22.3076923076923,27.7310924369748,27.9503105590062,22.1428571428571,18.2539682539683,24.68465801343487
Centro Norte,Jacobina,290550,Caldeirão Grande,28.125,24.0641711229946,25.2688172043011,31.4102564102564,22.6993865030675,22.9050279329609,28.2051282051282,31.5533980582524,21.3636363636364,24.0909090909091,25.968573089150663
Centro Norte,Jacobina,290687,Capim Grosso,20.9401709401709,22.3175965665236,22.5446428571429,20.8333333333333,25.3333333333333,20.9643605870021,20.0811359026369,19.0661478599222,16.412213740458,16.3865546218487,20.48794897423719
Centro Norte,Jacobina,291750,Jacobina,22.2945484133442,22.9885057471264,22.6011102299762,20.4309656823623,21.0788381742739,21.5102974828375,22.5806451612903,22.1198156682028,18.0930930930931,17.320503330866,21.101832298337268
Centro Norte,Jacobina,292010,Mairi,27.2727272727273,25.4098360655738,23.0769230769231,21.9047619047619,24.7474747474747,25.2577319587629,24.8520710059172,23.0392156862745,20.5263157894737,18.9542483660131,23.504130587390218
Centro Norte,Jacobina,292120,Miguel Calmon,22.9268292682927,27.5938189845475,24.9411764705882,23.9024390243902,21.6748768472906,20.2597402597403,23.3727810650888,22.3404255319149,20.7407407407407,18.4438040345821,22.619663222717605
Centro Norte,Jacobina,292140,Mirangaba,25.2525252525252,25.6521739130435,26.6666666666667,24.7252747252747,29.5238095238095,29.2307692307692,28.0898876404494,27.8048780487805,20.3389830508475,20.4301075268817,25.77150755790479
Centro Norte,Jacobina,292170,Morro do Chapéu,24.53125,28.7904599659284,27.8084714548803,25.2268602540835,25.296442687747,26.654740608229,24.4274809160305,21.8923933209647,24.4186046511628,23.8532110091743,25.28999148682005
Centro Norte,Jacobina,292335,Ourolândia,25.2830188679245,24.3670886075949,23.1543624161074,28.0276816608997,28.1746031746032,25.5474452554745,28.6821705426357,29.4871794871795,29.9651567944251,24.1758241758242,26.686453098266867
Centro Norte,Jacobina,292480,Piritiba,24.7557003257329,30.4054054054054,31.2977099236641,22.4066390041494,25.9615384615385,25.531914893617,23.5042735042735,28.1124497991968,24.4541484716157,24.1206030150754,26.055038280426867
Centro Norte,Jacobina,292593,Quixabeira,29.2929292929293,12.9032258064516,29.3103448275862,18.8888888888889,16.6666666666667,24.0384615384615,27.2727272727273,16.6666666666667,20.3252032520325,21.4953271028037,21.68604413152144
Centro Norte,Jacobina,292937,São José do Jacuípe,20.2702702702703,33.3333333333333,18.9189189189189,24.2718446601942,21.1864406779661,19.8198198198198,23.4234234234234,18.75,21.4285714285714,14.8760330578512,21.62786555903486
Centro Norte,Jacobina,292980,Saúde,18.75,21.2765957446808,26.5625,23.7037037037037,20.7920792079208,21.0144927536232,19.4444444444444,23.8461538461538,27.7372262773723,25.0,22.8127195977899
Centro Norte,Jacobina,293060,Serrolândia,24.7191011235955,19.5266272189349,24.5614035087719,18.6206896551724,26.6272189349112,27.3972602739726,21.3740458015267,25.1336898395722,18.4357541899441,21.3836477987421,22.77794383451436
Centro Norte,Jacobina,293130,Tapiramutá,34.7328244274809,32.0158102766798,35.3191489361702,35.8585858585859,29.0178571428571,29.7560975609756,33.3333333333333,24.6153846153846,23.7885462555066,22.0338983050847,30.04714867120587
Centro Norte,Jacobina,293245,Umburanas,22.2222222222222,28.1407035175879,20.2072538860104,27.5862068965517,22.0238095238095,30.4878048780488,33.1521739130435,30.7262569832402,26.6331658291457,19.9004975124378,26.108009516209773
Centro Norte,Jacobina,293305,Várzea da Roça,28.9156626506024,15.3846153846154,27.8688524590164,22.0472440944882,30.7142857142857,29.7872340425532,24.4274809160305,24.5508982035928,20.9302325581395,25.9842519685039,25.0610757991828
Centro Norte,Jacobina,293310,Várzea do Poço,18.0952380952381,25.0,24.1666666666667,34.1463414634146,28.2352941176471,18.9473684210526,14.4578313253012,22.4489795918367,15.9090909090909,19.5402298850575,22.094704047530538
Centro Norte,Jacobina,293315,Várzea Nova,23.2044198895028,29.7169811320755,27.1604938271605,28.2442748091603,33.5714285714286,27.906976744186,24.468085106383,21.7592592592593,29.7872340425532,22.7027027027027,26.852185608441193
Extremo Sul,Porto Seguro,290340,Belmonte,39.8891966759003,36.2467866323907,33.8422391857506,32.2085889570552,35.1097178683386,31.3479623824451,34.8591549295775,28.8629737609329,32.1875,30.9446254071661,33.5498745799557
Extremo Sul,Porto Seguro,291072,Eunápolis,23.5483870967742,25.0930356193514,22.7544910179641,23.7758112094395,24.5757753071972,21.3370473537604,23.2922732362822,21.0555250137438,20.010055304173,18.2463253928028,22.368872655148856
Extremo Sul,Porto Seguro,291180,Guaratinga,31.3432835820896,32.3624595469256,28.8079470198675,27.9527559055118,30.7692307692308,28.1512605042017,27.9411764705882,32.089552238806,25.1908396946565,24.1071428571429,28.871564858902058
Extremo Sul,Porto Seguro,291465,Itabela,30.6338028169014,30.5460750853242,29.6875,30.7101727447217,31.549815498155,28.0808080808081,30.784708249497,29.0196078431373,29.1497975708502,25.2895752895753,29.54518631789702
Extremo Sul,Porto Seguro,291530,Itagimirim,30.4347826086957,31.4814814814815,25.8928571428571,31.7307692307692,27.8846153846154,28.448275862069,29.8701298701299,23.8805970149254,20.0,14.5454545454545,26.416896314099773
Extremo Sul,Porto Seguro,291630,Itapebi,33.8709677419355,35.9116022099448,33.5260115606936,29.6774193548387,33.3333333333333,23.5714285714286,29.4117647058824,22.7941176470588,22.4137931034483,32.2033898305085,29.671382805907257
Extremo Sul,Porto Seguro,292530,Porto Seguro,24.2990654205607,23.4562607204117,25.1039068994181,24.1799831791421,23.859649122807,23.80594208349,23.8150738150738,21.7721518987342,22.6717823508894,20.5479452054794,23.35117606960064
Extremo Sul,Porto Seguro,292770,Santa Cruz Cabrália,26.3020833333333,23.8770685579196,28.3018867924528,28.8416075650118,28.433734939759,24.1379310344828,21.4659685863874,22.4719101123595,22.4622030237581,24.295010845987,25.05894047914513
Extremo Sul,Teixeira de Freitas,290080,Alcobaça,30.8724832214765,28.2352941176471,30.6896551724138,27.4576271186441,24.2622950819672,27.208480565371,27.0903010033445,22.1843003412969,24.5283018867925,21.4285714285714,26.3957309937525
Extremo Sul,Teixeira de Freitas,290690,Caravelas,27.7070063694268,30.7228915662651,24.0157480314961,23.9819004524887,26.4705882352941,25.8555133079848,28.0575539568345,24.8091603053435,21.9081272084806,21.978021978022,25.550651141163627
Extremo Sul,Teixeira de Freitas,291280,Ibirapuã,31.3953488372093,30.3370786516854,29.1666666666667,28.0,18.8679245283019,23.2758620689655,20.3007518796992,15.4471544715447,13.2231404958678,17.3913043478261,22.740523194776657
Extremo Sul,Teixeira de Freitas,291560,Itamaraju,31.2898089171975,28.8177339901478,28.9400921658986,26.7406659939455,27.5670675300648,25.5609756097561,26.5037593984962,23.4714003944773,22.7906976744186,23.4504132231405,26.513261489754292
Extremo Sul,Teixeira de Freitas,291600,Itanhém,20.5240174672489,25.7777777777778,23.6220472440945,26.6666666666667,21.7021276595745,22.3214285714286,14.7959183673469,26.6304347826087,20.8333333333333,21.264367816092,22.41381196861719
Extremo Sul,Teixeira de Freitas,291845,Jucuruçu,30.5084745762712,28.4090909090909,23.0769230769231,27.6190476190476,22.680412371134,18.5567010309278,22.0,18.3908045977011,22.5225225225225,23.4042553191489,23.716823202276707
Extremo Sul,Teixeira de Freitas,291890,Lajedão,20.4081632653061,33.3333333333333,21.0526315789474,26.8292682926829,13.5135135135135,33.3333333333333,25.0,33.3333333333333,17.3913043478261,17.948717948718,24.214359894699392
