Macrorregião de Saúde,Região de Saúde,Cod. IBGE,Município,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,Média 2010/2019
Extremo Sul,Teixeira de Freitas,292110,Medeiros Neto,25.7575757575758,23.2835820895522,32.0754716981132,25.1677852348993,24.390243902439,26.2996941896024,21.1038961038961,20.3007518796992,21.9745222929936,19.0114068441065,23.93649299928773
Extremo Sul,Teixeira de Freitas,292200,Mucuri,24.390243902439,25.8953168044077,26.0,27.1816881258941,28.1859070464768,27.6422764227642,26.0061919504644,23.9520958083832,24.745269286754,21.6931216931217,25.56921110407051
Extremo Sul,Teixeira de Freitas,292300,Nova Viçosa,26.5367316341829,26.8365817091454,27.2844272844273,27.3492286115007,27.3361227336123,25.214899713467,25.4211332312404,25.2115059221658,24.0072202166065,25.4347826086956,26.063263366504383
Extremo Sul,Teixeira de Freitas,292550,Prado,30.4038004750594,32.0,26.555023923445,29.6195652173913,37.1007371007371,27.5938189845475,29.0476190476191,29.185520361991,27.1047227926078,26.1538461538462,29.47646540572444
Extremo Sul,Teixeira de Freitas,293135,Teixeira de Freitas,24.2150706436421,23.1144465290807,24.6963562753036,22.9343629343629,22.8215767634855,19.8586835254742,19.1663261136085,18.8973384030418,19.1457474709629,17.988614800759,21.283852345972118
Extremo Sul,Teixeira de Freitas,293325,Vereda,20.2898550724638,25.0,26.6666666666667,22.6415094339623,24.7058823529412,30.0,17.3913043478261,28.9855072463768,30.952380952381,28.8135593220339,25.54466653946518
Leste,Camaçari,290570,Camaçari,18.1296340588376,18.5176470588235,18.6650774731824,19.6713615023474,18.3479870430356,17.7022018748637,17.0096995505086,15.7198266027835,15.1950718685832,13.2784958871915,17.2237002920157
Leste,Camaçari,290860,Conde,29.6495956873315,30.8823529411765,23.2628398791541,29.153605015674,30.0561797752809,31.5642458100559,22.9559748427673,24.0331491712707,22.7920227920228,20.4747774480712,26.48247433628049
Leste,Camaçari,291005,Dias d'Ávila,20.7985143918292,18.9591078066914,20.6989247311828,22.3958333333333,18.6679174484053,16.4995442114859,18.7237615449202,17.8662150719729,16.8853893263342,14.1527001862197,18.564790805237493
Leste,Camaçari,292100,Mata de São João,21.900826446281,21.6601815823606,19.7315436241611,20.159151193634,19.0728476821192,16.5123456790123,16.75,19.4950911640954,17.6954732510288,16.4879356568365,18.94653962795289
Leste,Camaçari,292520,Pojuca,22.0338983050847,22.053872053872,21.9251336898396,27.6481149012567,23.6893203883495,20.8067940552017,22.3908918406072,18.021978021978,23.542600896861,17.0212765957447,21.91338807487951
Leste,Camaçari,293070,Simões Filho,23.2569974554707,19.746835443038,21.3903743315508,20.0908632004038,18.1081081081081,18.5244161358811,20.3203203203203,18.3673469387755,17.3844537815126,16.4116094986807,19.36013252137416
Leste,Cruz das Almas,290485,Cabaceiras do Paraguaçu,23.4309623430962,22.8915662650602,21.7391304347826,20.0,25.9259259259259,23.2365145228216,18.6440677966102,22.4,19.4570135746606,17.2268907563025,21.495207161925983
Leste,Cruz das Almas,290490,Cachoeira,23.2613908872902,17.8147268408551,21.4285714285714,20.2439024390244,20.4494382022472,20.4081632653061,17.688679245283,20.959595959596,20.2970297029703,18.9944134078212,20.15459113789649
Leste,Cruz das Almas,290820,Conceição da Feira,22.7642276422764,15.7534246575342,21.2837837837838,25.3218884120172,25.4464285714286,21.900826446281,25.6038647342995,22.4215246636771,17.6470588235294,21.3114754098361,21.945450314466328
Leste,Cruz das Almas,290980,Cruz das Almas,16.4640883977901,13.3113311331133,14.0826873385013,15.9313725490196,14.7712418300654,15.5131264916468,13.4253450439147,14.3534994068802,13.8442521631644,13.9470013947001,14.564394574879591
Leste,Cruz das Almas,291160,Governador Mangabeira,17.5,15.0819672131148,14.7058823529412,19.5804195804196,18.9964157706093,17.4273858921162,21.5447154471545,22.8215767634855,13.2841328413284,18.5770750988142,17.95195709599837
Leste,Cruz das Almas,292060,Maragogipe,19.5876288659794,21.9202898550725,20.1535508637236,21.4,20.6,19.8757763975155,21.5351812366738,19.3763919821826,20.4868154158215,16.4351851851852,20.137081980215406
Leste,Cruz das Almas,292230,Muritiba,17.6470588235294,19.7674418604651,14.4021739130435,15.9663865546218,17.1171171171171,20.4620462046205,15.8357771260997,19.2090395480226,15.9509202453988,17.0418006430868,17.339976203600532
Leste,Cruz das Almas,292900,São Félix,18.9349112426036,19.1919191919192,16.1111111111111,16.9491525423729,21.2121212121212,18.8235294117647,18.9944134078212,16.3636363636364,16.2162162162162,11.6438356164384,17.44408463160049
Leste,Cruz das Almas,292960,Sapeaçu,21.8905472636816,22.9090909090909,25.5144032921811,23.5555555555556,16.4,21.1009174311927,22.1343873517787,17.9282868525896,18.3760683760684,18.2978723404255,20.810712937256408
Leste,Salvador,290650,Candeias,17.986798679868,18.1896551724138,18.1977252843395,17.5064047822374,19.1395961369622,19.8723792160438,18.0924287118977,19.7813121272366,16.3652802893309,14.3139190523198,17.944549945264967
Leste,Salvador,291610,Itaparica,20.7142857142857,23.265306122449,21.1678832116788,22.0532319391635,23.0769230769231,22.1818181818182,28.4132841328413,23.9316239316239,22.9249011857708,20.5992509363296,22.83285084328839
Leste,Salvador,291920,Lauro de Freitas,15.7538877620014,17.7069199457259,17.7705977382876,17.2445535440319,16.2564570039502,14.2900030021015,16.0344277972585,13.1535131535132,13.8702460850112,13.2155708210664,15.529617685294777
Leste,Salvador,291992,Madre de Deus,18.75,16.7224080267559,20.3947368421053,20.3174603174603,19.8738170347003,16.6666666666667,19.5467422096317,13.3802816901408,14.2857142857143,13.6200716845878,17.35578987577631
Leste,Salvador,292740,Salvador,14.632205668505,15.7914428498891,15.2128834190612,15.0430585266853,14.0119401357577,13.8584056265565,13.5257837930444,12.9210942799005,12.1667432774075,11.0343155086698,13.8197873085477
Leste,Salvador,292860,Santo Amaro,21.6073781291173,20.3480589022758,20.3342618384401,21.8978102189781,20.7890743550835,24.665676077266,19.8387096774194,18.1277860326895,18.0623973727422,20.1320132013201,20.5803165805332
Leste,Salvador,292920,São Francisco do Conde,20.99533437014,20.0585651537335,21.9402985074627,21.9834710743802,25.3521126760563,22.6788432267884,22.0030349013657,21.3270142180095,17.3981191222571,16.3410301953819,21.007782344557533
Leste,Salvador,292950,São Sebastião do Passé,20.5479452054794,19.6339434276206,18.8963210702341,20.7983193277311,20.3422053231939,15.9369527145359,18.4313725490196,17.5531914893617,18.6813186813187,17.184265010352,18.8005834798847
Leste,Salvador,292975,Saubara,20.5479452054794,18.7919463087248,17.1875,14.9606299212598,15.7407407407407,18.0851063829787,20.5882352941176,14.018691588785,21.4953271028037,18.018018018018,17.94341405629077
Leste,Salvador,293320,Vera Cruz,23.1173380035026,24.5614035087719,24.0480961923848,22.9838709677419,24.9488752556237,19.1268191268191,23.469387755102,20.3285420944559,21.6269841269841,18.5689948892675,22.27803119206535
Leste,Santo Antônio de Jesus,290100,Amargosa,23.3545647558386,19.1321499013807,20.2312138728324,18.5995623632385,20.704845814978,19.4835680751174,18.1818181818182,19.047619047619,14.2557651991614,17.5280898876404,19.051919709962462
Leste,Santo Antônio de Jesus,290230,Aratuípe,27.0833333333333,25.2427184466019,28.5714285714286,25.0,24.8062015503876,26.4462809917355,21.259842519685,27.4074074074074,12.5925925925926,20.1612903225806,23.85710957357525
Leste,Santo Antônio de Jesus,290730,Castro Alves,20.6349206349206,24.3478260869565,20.8226221079691,23.8235294117647,26.1538461538462,22.9411764705882,23.2704402515723,23.4463276836158,17.6848874598071,19.3103448275862,22.243592108862668
Leste,Santo Antônio de Jesus,290830,Conceição do Almeida,13.0434782608696,19.2708333333333,17.1597633136095,26.0869565217391,14.3835616438356,15.3374233128834,18.8888888888889,18.9542483660131,18.6046511627907,17.8082191780822,17.953802398204537
Leste,Santo Antônio de Jesus,291020,Dom Macedo Costa,22.3880597014925,10.1694915254237,12.5,20.0,23.6842105263158,13.0434782608696,18.9655172413793,10.3448275862069,13.7254901960784,7.40740740740741,15.222848244517362
Leste,Santo Antônio de Jesus,291030,Elísio Medrado,14.4230769230769,18.018018018018,9.33333333333333,16.6666666666667,14.7540983606557,17.2413793103448,17.910447761194,15.1898734177215,15.0,13.2530120481928,15.178990583920372
Leste,Santo Antônio de Jesus,291685,Itatim,25.2380952380952,33.0,26.1603375527426,34.4660194174757,22.2222222222222,18.6868686868687,18.3574879227053,15.2542372881356,15.028901734104,22.2972972972973,23.071146735964664
Leste,Santo Antônio de Jesus,291780,Jaguaripe,25.0,23.7442922374429,26.865671641791,22.0657276995305,24.223602484472,27.7777777777778,20.7920792079208,24.8826291079812,17.7083333333333,17.8082191780822,23.086833266833167
Leste,Santo Antônio de Jesus,291820,Jiquiriçá,29.7872340425532,18.1818181818182,28.169014084507,18.4397163120567,22.875816993464,16.3265306122449,26.241134751773,19.7368421052632,21.3836477987421,15.9509202453988,21.709267512782112
Leste,Santo Antônio de Jesus,291880,Laje,21.1594202898551,24.5454545454545,23.0769230769231,22.4719101123595,22.3404255319149,22.4832214765101,21.5277777777778,24.2307692307692,18.4027777777778,21.0691823899371,22.13078622092791
Leste,Santo Antônio de Jesus,292130,Milagres,24.1935483870968,21.1428571428571,28.8659793814433,18.75,24.6153846153846,29.7872340425532,24.390243902439,26.6187050359712,22.3684210526316,22.9007633587786,24.36331369191554
Leste,Santo Antônio de Jesus,292220,Muniz Ferreira,19.6428571428571,14.2857142857143,20.7317073170732,14.6067415730337,14.7058823529412,13.75,19.3548387096774,16.0377358490566,13.8297872340426,10.126582278481,15.707184674287712
Leste,Santo Antônio de Jesus,292240,Mutuípe,20.5992509363296,23.2876712328767,16.6064981949458,25.7462686567164,21.2686567164179,18.5328185328185,22.257053291536,20.1986754966887,19.5652173913043,15.9259259259259,20.39880363755598
Leste,Santo Antônio de Jesus,292250,Nazaré,18.4834123222749,21.7183770883055,19.4300518134715,21.6828478964401,23.8095238095238,21.0526315789474,18.6629526462396,20.9230769230769,15.1785714285714,15.0684931506849,19.6009938657536
Leste,Santo Antônio de Jesus,292575,Presidente Tancredo Neves,23.4567901234568,23.1503579952267,25.7985257985258,26.8518518518519,23.1511254019293,22.3880597014925,23.8095238095238,22.8205128205128,21.6624685138539,18.957345971564,23.20465619879375
Leste,Santo Antônio de Jesus,292730,Salinas da Margarida,14.9253731343284,12.5714285714286,21.6666666666667,21.4689265536723,18.4615384615385,13.6904761904762,10.738255033557,17.6100628930818,10.0671140939597,15.2777777777778,15.6477619376487
Leste,Santo Antônio de Jesus,292850,Santa Teresinha,22.972972972973,24.4047619047619,17.1974522292994,14.3884892086331,23.3870967741935,15.5038759689922,16.2162162162162,23.1481481481481,14.0845070422535,13.7614678899083,18.50649883553792
Leste,Santo Antônio de Jesus,292870,Santo Antônio de Jesus,15.6862745098039,15.9618008185539,17.1428571428571,17.129977460556,15.938864628821,17.1035386631717,17.2512526843236,12.5973106864827,11.5412186379928,11.3469985358712,15.17000937684339
Leste,Santo Antônio de Jesus,292910,São Felipe,19.0082644628099,13.963963963964,22.6244343891403,16.2995594713656,17.3708920187793,16.5876777251185,17.6470588235294,17.8403755868545,13.3928571428571,11.9617224880383,16.669680607245688
Leste,Santo Antônio de Jesus,292940,São Miguel das Matas,24.0,22.7941176470588,21.3114754098361,19.3798449612403,19.6078431372549,23.2,23.8461538461538,18.8679245283019,14.9122807017544,22.0183486238532,20.99379888554534
Leste,Santo Antônio de Jesus,293210,Ubaíra,24.1691842900302,28.8389513108614,20.9386281588448,20.8163265306122,23.2472324723247,16.5354330708661,22.1719457013575,22.4066390041494,21.9607843137255,15.1515151515152,21.6236640004287
Leste,Santo Antônio de Jesus,293317,Varzedo,19.327731092437,25.3731343283582,20.0,22.3214285714286,21.551724137931,24.1379310344828,17.741935483871,21.259842519685,17.7304964539007,13.1578947368421,20.26021183589364
Nordeste,Alagoinhas,290030,Acajutiba,24.5967741935484,23.2558139534884,17.0506912442396,20.3980099502488,23.0337078651685,22.5274725274725,20.9302325581395,25.0,23.1182795698925,20.4545454545455,22.03655273167437
Nordeste,Alagoinhas,290070,Alagoinhas,19.6613358419567,20.6747404844291,21.4414414414414,20.9893048128342,20.5345778532032,18.3046683046683,17.8747940691928,18.4859891258888,17.0113972140144,14.265668849392,18.92439179970209
Nordeste,Alagoinhas,290190,Aporá,20.2643171806167,20.7964601769911,23.0046948356807,28.921568627451,24.8704663212435,27.8260869565217,22.8571428571429,24.3523316062176,21.4723926380368,22.0338983050847,23.63993595049867
Nordeste,Alagoinhas,290205,Araçás,19.3396226415094,25.0,28.4883720930233,23.3128834355828,25.5208333333333,22.7272727272727,18.3783783783784,19.7368421052632,15.5844155844156,19.5121951219512,21.760081542072992
Nordeste,Alagoinhas,290220,Aramari,17.3228346456693,22.0338983050847,26.5486725663717,23.6363636363636,23.8532110091743,18.1818181818182,26.7605633802817,18.4873949579832,17.5438596491228,17.2727272727273,21.164134360459677
Nordeste,Alagoinhas,290700,Cardeal da Silva,30.5732484076433,35.2941176470588,28.3687943262411,22.7642276422764,22.9007633587786,27.6595744680851,31.3559322033898,24.031007751938,24.7933884297521,19.3548387096774,26.70958929448406
Nordeste,Alagoinhas,290750,Catu,18.1081081081081,20.5837173579109,18.4094256259205,20.6303724928367,17.930029154519,19.3164933135215,17.8151260504202,14.5648312611012,18.3333333333333,15.180265654649,18.08717023523204
Nordeste,Alagoinhas,290960,Crisópolis,23.9583333333333,24.468085106383,23.7410071942446,22.8346456692913,25.6916996047431,20.9059233449477,20.0729927007299,23.3962264150943,20.6106870229008,16.7464114832536,22.242601187492163
Nordeste,Alagoinhas,291050,Entre Rios,22.9342327150084,23.0769230769231,24.6688741721854,26.5238879736409,26.2773722627737,23.463687150838,25.089605734767,25.9057971014493,21.3358070500928,19.4706994328922,23.87468866705708
Nordeste,Alagoinhas,291060,Esplanada,24.3137254901961,28.4,26.1538461538462,27.4509803921569,30.2222222222222,26.9230769230769,26.0393873085339,23.75,25.3164556962025,19.5876288659794,25.81573230522141
Nordeste,Alagoinhas,291370,Inhambupe,27.2030651340996,26.9158878504673,23.2323232323232,24.6696035242291,26.3157894736842,22.0140515222482,23.6725663716814,26.1744966442953,20.979020979021,24.1784037558685,24.535520848791776
Nordeste,Alagoinhas,291590,Itanagra,29.2929292929293,21.0526315789474,32.2916666666667,36.9047619047619,34.8314606741573,21.2121212121212,25.3164556962025,15.6626506024096,27.9569892473118,30.2631578947368,27.47848247702445
Nordeste,Alagoinhas,291650,Itapicuru,22.3451327433628,23.7647058823529,25.7683215130024,25.3405994550409,26.4058679706601,25.4189944134078,23.433242506812,23.936170212766,20.9876543209876,19.7943444730077,23.71950334914002
Nordeste,Alagoinhas,291790,Jandaíra,26.4900662251656,25.8426966292135,28.8235294117647,25.8064516129032,22.4852071005917,27.5,21.8978102189781,26.2068965517241,23.125,21.6417910447761,24.9819448795117
Nordeste,Alagoinhas,292330,Ouriçangas,22.8813559322034,24.3243243243243,21.4953271028037,22.6415094339623,19.5402298850575,18.6915887850467,16.8674698795181,15.1898734177215,17.8571428571429,10.8108108108108,19.029963242859118
Nordeste,Alagoinhas,292410,Pedrão,21.4285714285714,14.9253731343284,17.0731707317073,26.0869565217391,24.2424242424242,17.5675675675676,22.0779220779221,17.2413793103448,19.1780821917808,15.0,19.48214472063857
Nordeste,Alagoinhas,292700,Rio Real,22.0248667850799,22.6865671641791,23.5915492957746,22.7522935779817,23.7642585551331,25.1028806584362,20.0,26.4765784114053,22.8282828282828,17.4157303370787,22.664300761335134
Nordeste,Alagoinhas,292970,Sátiro Dias,23.2472324723247,25.9259259259259,21.6867469879518,20.6349206349206,19.5876288659794,22.6130653266332,27.8048780487805,19.3548387096774,19.1780821917808,26.4705882352941,22.650390739926838
Nordeste,Ribeira do Pombal,290035,Adustina,26.8421052631579,19.3548387096774,21.264367816092,20.2380952380952,17.3913043478261,21.1180124223602,23.5714285714286,15.4285714285714,17.7914110429448,22.9813664596273,20.598150129978087
Nordeste,Ribeira do Pombal,290160,Antas,22.5806451612903,25.1655629139073,25.4901960784314,21.8978102189781,28.6585365853659,27.2108843537415,26.7605633802817,30.7142857142857,19.1780821917808,24.0601503759398,25.17167169740025
Nordeste,Ribeira do Pombal,290265,Banzaê,20.952380952381,17.479674796748,20.5,21.9512195121951,22.0994475138122,24.7252747252747,23.5632183908046,25.3807106598985,24.0223463687151,20.1086956521739,22.07829685720031
Nordeste,Ribeira do Pombal,290780,Cícero Dantas,29.1457286432161,22.8116710875332,23.943661971831,27.4725274725275,24.9266862170088,19.7707736389685,22.5519287833828,24.5810055865922,18.0981595092025,16.9871794871795,23.028932239744215
Nordeste,Ribeira do Pombal,290790,Cipó,21.2454212454212,19.1823899371069,15.8620689655172,25.7627118644068,22.2707423580786,22.962962962963,17.948717948718,19.5286195286195,19.5804195804196,19.1558441558442,20.3499898547095
Nordeste,Ribeira do Pombal,290920,Coronel João Sá,20.5645161290323,24.9158249158249,18.0555555555556,25.0,27.027027027027,22.1105527638191,25.6544502617801,25.0,22.0095693779904,17.8403755868545,22.81778716178839
Nordeste,Ribeira do Pombal,291075,Fátima,29.5081967213115,18.5185185185185,20.6030150753769,19.2118226600985,20.7920792079208,19.672131147541,22.2222222222222,16.7539267015707,19.7247706422018,16.4835164835165,20.34901993802784
Nordeste,Ribeira do Pombal,291185,Heliópolis,15.1515151515152,26.3888888888889,20.1342281879195,29.2682926829268,22.2222222222222,21.6,17.8571428571429,20.5882352941176,17.741935483871,19.3798449612403,21.03323057298444
Nordeste,Ribeira do Pombal,292290,Nova Soure,22.196261682243,29.1777188328912,24.7395833333333,23.943661971831,26.9121813031161,25.5737704918033,25.4019292604502,22.6865671641791,23.125,25.8064516129032,24.95631256527504
Nordeste,Ribeira do Pombal,292305,Novo Triunfo,23.015873015873,21.7391304347826,23.3870967741935,22.3529411764706,27.2727272727273,27.0,26.3636363636364,30.1204819277108,26.984126984127,27.9569892473118,25.619300319683298
Nordeste,Ribeira do Pombal,292310,Olindina,22.1884498480243,28.0346820809249,24.198250728863,26.9230769230769,24.4186046511628,22.7848101265823,26.0586319218241,24.9146757679181,22.0125786163522,24.1496598639456,24.568342052867422
Nordeste,Ribeira do Pombal,292380,Paripiranga,18.6666666666667,19.0981432360743,19.7260273972603,19.047619047619,22.8882833787466,19.0635451505017,21.2454212454212,16.9172932330827,14.9825783972125,12.7659574468085,18.44015351993935
Nordeste,Ribeira do Pombal,292650,Ribeira do Amparo,24.2152466367713,21.3973799126638,18.6915887850467,21.3483146067416,25.3521126760563,23.4285714285714,23.5294117647059,18.2291666666667,22.6130653266332,17.3184357541899,21.612329355804675
Nordeste,Ribeira do Pombal,292660,Ribeira do Pombal,23.728813559322,23.3418367346939,22.7537922987165,21.968787515006,22.0843672456576,21.8106995884774,23.3153638814016,20.0531208499336,20.952380952381,19.5290858725762,21.953824849816577
Nordeste,Ribeira do Pombal,293076,Sítio do Quinto,30.0613496932515,28.4848484848485,24.1379310344828,22.3076923076923,30.4635761589404,27.4809160305344,26.5486725663717,28.5714285714286,13.5135135135135,25.2100840336134,25.678001239467704
Norte,Juazeiro,290590,Campo Alegre de Lourdes,23.6842105263158,27.7207392197125,21.8623481781376,27.5938189845475,21.6494845360825,21.4689265536723,23.4273318872017,22.6141078838174,21.3503649635036,22.8,23.41713327329909
Norte,Juazeiro,290682,Canudos,24.0816326530612,28.1512605042017,27.027027027027,27.2251308900524,27.2,27.9661016949152,27.0142180094787,21.1206896551724,25.4545454545455,23.2365145228216,25.84771204112757
Norte,Juazeiro,290720,Casa Nova,25.0,27.5563258232236,23.6185383244207,25.7589696412144,26.7399267399267,24.385805277525,27.1815446339017,24.9770431588613,25.2621544327931,21.3949104618285,25.1875218493695
Norte,Juazeiro,290990,Curaçá,24.1715399610136,23.1192660550459,23.9543726235741,28.5403050108932,23.4732824427481,25.8585858585859,20.2928870292887,19.8943661971831,21.0338680926916,24.2320819112628,23.4570555182287
Norte,Juazeiro,291840,Juazeiro,23.0691569914185,23.9141949152542,23.00998208344,22.9380797192279,22.862923621649,22.6163578852237,21.7967599410898,20.959710276143,21.1193703541758,20.9105467856326,22.31970825732545
Norte,Juazeiro,292440,Pilão Arcado,26.530612244898,22.6771653543307,25.503355704698,24.84375,25.1336898395722,26.4755480607083,28.3662477558348,25.4515599343186,24.7474747474747,26.4550264550265,25.618443009686178
Norte,Juazeiro,292600,Remanso,26.7096774193548,25.1564455569462,25.0,25.6609642301711,25.1885369532428,25.4623044096728,23.371104815864,26.2686567164179,25.8394160583942,25.0,25.365710616006382
Norte,Juazeiro,293020,Sento Sé,24.263431542461,25.2767527675277,23.4188034188034,27.6951672862454,25.6198347107438,27.8008298755187,25.9541984732824,25.8620689655172,25.5434782608696,26.9311064718163,25.83656717727855
Norte,Juazeiro,293077,Sobradinho,24.8041775456919,24.2130750605327,21.9072164948454,22.879177377892,25.3196930946292,27.6923076923077,26.8493150684932,20.554272517321,23.0569948186529,22.2222222222222,23.949845189258824
Norte,Juazeiro,293200,Uauá,23.5474006116208,27.2189349112426,30.7692307692308,21.1920529801325,23.943661971831,24.3150684931507,25.0,20.3076923076923,21.9672131147541,18.1818181818182,23.6443073341473
Norte,Paulo Afonso,290020,Abaré,24.8387096774194,24.4827586206897,23.2704402515723,26.2068965517241,24.8427672955975,27.6595744680851,32.5581395348837,21.2121212121212,24.6621621621622,20.1413427561837,24.98749125304389
Norte,Paulo Afonso,290770,Chorrochó,23.6263736263736,22.9885057471264,22.7777777777778,21.1920529801325,17.1779141104294,26.875,17.4193548387097,20.2185792349727,23.2044198895028,26.2068965517241,22.1686874756749
Norte,Paulo Afonso,291140,Glória,15.8102766798419,22.7941176470588,19.5918367346939,27.3809523809524,22.1818181818182,23.4126984126984,18.2608695652174,21.031746031746,15.8671586715867,18.7250996015936,20.50565739072073
Norte,Paulo Afonso,291810,Jeremoabo,22.6480836236934,24.8275862068966,21.2424849699399,26.2645914396887,24.4575936883629,22.9473684210526,24.2424242424242,21.7758985200846,20.7436399217221,24.1842610364683,23.33339320703333
Norte,Paulo Afonso,291990,Macururé,14.6341463414634,24.2718446601942,22.3300970873786,21.5686274509804,16.0714285714286,24.3478260869565,18.5567010309278,18.6813186813187,17.2727272727273,26.0,20.373471718337548
Norte,Paulo Afonso,292400,Paulo Afonso,20.6140350877193,21.3367609254499,22.7200843437006,22.271714922049,23.9154013015184,22.2110552763819,22.1180364037507,19.4334277620397,20.3980099502488,16.8466522678186,21.186517824067685
Norte,Paulo Afonso,292420,Pedro Alexandre,19.9095022624434,25.0,25.0,22.3880597014925,23.8532110091743,22.8723404255319,25.1282051282051,24.1176470588235,17.1171171171171,20.3125,22.56985827027878
Norte,Paulo Afonso,292710,Rodelas,19.0789473684211,23.4146341463415,29.2517006802721,25.1851851851852,25.609756097561,31.3186813186813,29.0697674418605,24.1206030150754,24.3243243243243,27.5449101796407,25.89185097573631
Norte,Paulo Afonso,292760,Santa Brígida,26.2773722627737,28.099173553719,21.2121212121212,26.0663507109005,24.5192307692308,23.1441048034935,26.2626262626263,25.5102040816327,22.1198156682028,27.2727272727273,25.04837265974278
Norte,Senhor do Bonfim,290135,Andorinha,22.9508196721311,14.4444444444444,22.8426395939086,31.0126582278481,25.5952380952381,23.75,28.8135593220339,22.9166666666667,20.6140350877193,22.0338983050847,23.49739594150749
Norte,Senhor do Bonfim,290180,Antônio Gonçalves,20.863309352518,21.1678832116788,28.5714285714286,21.8543046357616,22.7272727272727,15.4639175257732,24.1379310344828,21.8181818181818,22.289156626506,19.3939393939394,21.82873248975429
Norte,Senhor do Bonfim,290600,Campo Formoso,22.6200873362445,21.9811320754717,26.672777268561,21.7307692307692,24.1187384044527,23.6864771748493,23.7597911227154,25.9704251386322,22.1324717285945,21.7428087986464,23.441547827893693
Norte,Senhor do Bonfim,291085,Filadélfia,24.1803278688525,22.4334600760456,24.904214559387,19.2170818505338,17.9389312977099,19.3548387096774,24.2063492063492,22.9571984435798,19.2727272727273,18.5770750988142,21.30422043836767
Norte,Senhor do Bonfim,291700,Itiúba,22.4222585924714,25.5813953488372,26.7213114754098,26.0115606936416,23.6363636363636,29.2631578947368,26.0674157303371,22.9038854805726,20.3454894433781,19.1489361702128,24.2101774465961
Norte,Senhor do Bonfim,291770,Jaguarari,20.4761904761905,18.7224669603524,20.8520179372197,17.25768321513,17.7884615384615,23.8396624472574,22.0379146919431,23.5011990407674,15.5388471177945,16.0,19.60144434251165
Norte,Senhor do Bonfim,292460,Pindobaçu,24.6875,20.8823529411765,28.7425149700599,23.2558139534884,28.6644951140065,29.2490118577075,28.7234042553192,32.7137546468402,23.469387755102,18.4782608695652,25.886649636326542
Norte,Senhor do Bonfim,292525,Ponto Novo,31.8021201413428,26.0,25.2918287937743,27.8481012658228,27.3809523809524,28.7128712871287,30.0813008130081,29.5620437956204,24.7967479674797,21.7857142857143,27.326168073084347
Norte,Senhor do Bonfim,293010,Senhor do Bonfim,22.3161453930685,23.6268526591107,21.1389961389961,23.0699364214351,23.539668700959,22.6738934056007,24.6268656716418,21.7241379310345,21.3392857142857,18.1050656660413,22.216084770217343
Oeste,Barreiras,290140,Angical,17.9824561403509,21.9730941704036,21.875,22.3175965665236,21.6931216931217,25.2631578947368,16.0621761658031,15.4285714285714,19.0217391304348,21.875,20.349191318994592
Oeste,Barreiras,290250,Baianópolis,18.5929648241206,22.1238938053097,23.0769230769231,18.9944134078212,22.4299065420561,17.6767676767677,19.1860465116279,19.2771084337349,23.134328358209,10.7142857142857,19.52066383508559
Oeste,Barreiras,290320,Barreiras,20.9714726291442,19.9927431059507,19.1753402722178,18.4190330007675,20.0072886297376,19.8565496413741,17.5486381322957,16.2981455064194,13.9175257731959,14.6701068927387,18.085684358384157
Oeste,Barreiras,290440,Brejolândia,17.5824175824176,14.0740740740741,15.7894736842105,14.4444444444444,12.6760563380282,17.2043010752688,25.0,16.6666666666667,18.1818181818182,13.7254901960784,16.53447422430069
Oeste,Barreiras,290740,Catolândia,33.3333333333333,15.7894736842105,24.4897959183673,17.3913043478261,20.4081632653061,30.3030303030303,22.2222222222222,20.3389830508475,31.5789473684211,16.0,23.18552534935644
Oeste,Barreiras,290940,Cotegipe,29.0909090909091,27.9569892473118,28.0898876404494,24.8648648648649,24.7191011235955,21.8579234972678,20.7792207792208,18.7096774193548,14.6892655367232,23.2142857142857,23.3972124913983
Oeste,Barreiras,290970,Cristópolis,16.0427807486631,18.562874251497,23.4146341463415,23.0769230769231,15.0537634408602,14.2857142857143,23.841059602649,19.7674418604651,18.3908045977011,18.2741116751269,19.07101076859413
Oeste,Barreiras,291110,Formosa do Rio Preto,29.0672451193059,24.8275862068966,26.9326683291771,27.6543209876543,24.8717948717949,25.4464285714286,23.5294117647059,21.9211822660099,18.2628062360802,24.1071428571429,24.66205872101963
Oeste,Barreiras,291955,Luís Eduardo Magalhães,21.4337436640116,20.4419889502762,21.6643741403026,21.1562115621156,19.5961995249406,19.0785907859079,19.0898345153664,15.4802259887006,15.2429667519182,15.4992548435171,18.868339072705677
Oeste,Barreiras,292045,Mansidão,20.6896551724138,26.25,13.3333333333333,24.7619047619048,18.6046511627907,21.5384615384615,25.5813953488372,16.6666666666667,24.5098039215686,12.987012987013,20.49228848929896
Oeste,Barreiras,292620,Riachão das Neves,26.5714285714286,27.0893371757925,26.4788732394366,25.796178343949,24.4897959183673,25.6880733944954,28.5714285714286,22.3728813559322,19.3333333333333,19.578313253012,24.59696431571755
Oeste,Barreiras,292840,Santa Rita de Cássia,21.9178082191781,21.551724137931,23.4666666666667,22.2493887530562,23.5565819861432,25.503355704698,21.2121212121212,22.8643216080402,17.5438596491228,17.7339901477833,21.759981808474066
Oeste,Barreiras,292890,São Desidério,23.6514522821577,25.625,23.8775510204082,20.8015267175573,19.7879858657244,24.9134948096886,26.1477045908184,20.8984375,20.4861111111111,19.9664429530201,22.61557068504858
