Macrorregião de Saúde,Região de Saúde,Cod. IBGE,Município,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020
Norte,Juazeiro,292600,Remanso,23.0,32.0,34,38,44.0,33,32.0,37.0,29.0,40.0,47.0
Norte,Juazeiro,293020,Sento Sé,15.0,17.0,20,23,14.0,17,21.0,30.0,19.0,23.0,22.0
Norte,Juazeiro,293077,Sobradinho,27.0,33.0,27,31,30.0,20,30.0,28.0,20.0,30.0,26.0
Norte,Juazeiro,293200,Uauá,10.0,20.0,19,18,23.0,15,24.0,21.0,24.0,20.0,17.0
Norte,Paulo Afonso,290020,Abaré,15.0,12.0,15,14,16.0,16,22.0,12.0,14.0,12.0,22.0
Norte,Paulo Afonso,290770,Chorrochó,8.0,8.0,11,10,12.0,14,15.0,10.0,15.0,9.0,8.0
Norte,Paulo Afonso,291140,Glória,12.0,19.0,18,27,15.0,23,18.0,25.0,28.0,24.0,23.0
Norte,Paulo Afonso,291810,Jeremoabo,25.0,39.0,42,51,31.0,35,53.0,52.0,49.0,36.0,51.0
Norte,Paulo Afonso,291990,Macururé,5.0,10.0,7,6,7.0,5,9.0,9.0,13.0,5.0,5.0
Norte,Paulo Afonso,292400,Paulo Afonso,128.0,128.0,151,167,159.0,159,176.0,170.0,196.0,172.0,195.0
Norte,Paulo Afonso,292420,Pedro Alexandre,11.0,8.0,13,9,13.0,15,17.0,8.0,7.0,12.0,3.0
Norte,Paulo Afonso,292710,Rodelas,9.0,6.0,9,11,9.0,6,13.0,14.0,5.0,6.0,9.0
Norte,Paulo Afonso,292760,Santa Brígida,12.0,8.0,20,17,16.0,14,16.0,18.0,10.0,14.0,17.0
Norte,Senhor do Bonfim,290135,Andorinha,11.0,8.0,6,15,13.0,8,10.0,8.0,7.0,13.0,13.0
Norte,Senhor do Bonfim,290180,Antônio Gonçalves,7.0,6.0,4,5,5.0,6,8.0,15.0,9.0,7.0,5.0
Norte,Senhor do Bonfim,290600,Campo Formoso,60.0,76.0,57,60,59.0,64,60.0,56.0,49.0,47.0,41.0
Norte,Senhor do Bonfim,291085,Filadélfia,11.0,15.0,19,31,9.0,16,13.0,15.0,20.0,20.0,21.0
Norte,Senhor do Bonfim,291700,Itiúba,23.0,36.0,28,35,36.0,53,53.0,35.0,33.0,40.0,37.0
Norte,Senhor do Bonfim,291770,Jaguarari,34.0,29.0,29,22,28.0,25,22.0,25.0,26.0,33.0,37.0
Norte,Senhor do Bonfim,292460,Pindobaçu,13.0,14.0,20,13,20.0,27,23.0,22.0,18.0,24.0,10.0
Norte,Senhor do Bonfim,292525,Ponto Novo,11.0,21.0,11,26,12.0,21,13.0,20.0,9.0,16.0,14.0
Norte,Senhor do Bonfim,293010,Senhor do Bonfim,72.0,77.0,79,103,98.0,93,107.0,115.0,87.0,92.0,88.0
Oeste,Barreiras,290140,Angical,10.0,9.0,14,17,16.0,14,11.0,14.0,17.0,22.0,16.0
Oeste,Barreiras,290250,Baianópolis,7.0,6.0,6,8,13.0,10,10.0,9.0,15.0,10.0,15.0
Oeste,Barreiras,290320,Barreiras,113.0,126.0,139,176,149.0,142,159.0,154.0,181.0,197.0,173.0
Oeste,Barreiras,290440,Brejolândia,3.0,6.0,-,5,7.0,4,6.0,5.0,4.0,6.0,6.0
Oeste,Barreiras,290740,Catolândia,1.0,1.0,2,2,1.0,4,1.0,2.0,3.0,3.0,2.0
Oeste,Barreiras,290940,Cotegipe,5.0,7.0,10,10,8.0,7,15.0,14.0,12.0,14.0,12.0
Oeste,Barreiras,290970,Cristópolis,6.0,6.0,7,8,9.0,16,15.0,11.0,19.0,12.0,7.0
Oeste,Barreiras,291110,Formosa do Rio Preto,14.0,24.0,17,12,17.0,12,18.0,28.0,18.0,23.0,21.0
Oeste,Barreiras,291955,Luís Eduardo Magalhães,26.0,31.0,32,42,32.0,50,61.0,51.0,52.0,74.0,68.0
Oeste,Barreiras,292045,Mansidão,3.0,8.0,6,-,4.0,6,3.0,2.0,8.0,11.0,4.0
Oeste,Barreiras,292620,Riachão das Neves,18.0,20.0,24,18,14.0,21,21.0,26.0,30.0,28.0,19.0
Oeste,Barreiras,292840,Santa Rita de Cássia,16.0,13.0,22,26,27.0,20,13.0,24.0,20.0,23.0,25.0
Oeste,Barreiras,292890,São Desidério,17.0,15.0,9,11,15.0,16,21.0,21.0,31.0,22.0,22.0
Oeste,Barreiras,293090,Tabocas do Brejo Velho,1.0,5.0,6,3,8.0,14,3.0,9.0,9.0,7.0,9.0
Oeste,Barreiras,293345,Wanderley,6.0,2.0,13,3,11.0,6,8.0,17.0,19.0,16.0,9.0
Oeste,Ibotirama,290270,Barra,40.0,46.0,32,42,51.0,46,59.0,49.0,66.0,51.0,63.0
Oeste,Ibotirama,290450,Brotas de Macaúbas,9.0,9.0,18,11,17.0,15,14.0,13.0,10.0,12.0,10.0
Oeste,Ibotirama,290475,Buritirama,9.0,9.0,8,15,12.0,10,17.0,13.0,34.0,12.0,17.0
Oeste,Ibotirama,291320,Ibotirama,29.0,26.0,18,39,26.0,33,27.0,40.0,35.0,38.0,24.0
Oeste,Ibotirama,291410,Ipupiara,10.0,6.0,9,5,18.0,12,15.0,20.0,14.0,14.0,16.0
Oeste,Ibotirama,292160,Morpará,7.0,6.0,10,5,4.0,6,5.0,10.0,9.0,14.0,3.0
Oeste,Ibotirama,292225,Muquém de São Francisco,7.0,5.0,4,11,4.0,6,10.0,9.0,8.0,7.0,10.0
Oeste,Ibotirama,292320,Oliveira dos Brejinhos,11.0,13.0,13,14,17.0,21,16.0,21.0,28.0,27.0,22.0
Oeste,Ibotirama,292370,Paratinga,16.0,12.0,23,28,18.0,17,13.0,24.0,36.0,31.0,31.0
Oeste,Santa Maria da Vitória,290390,Bom Jesus da Lapa,56.0,71.0,58,58,61.0,70,59.0,65.0,63.0,54.0,82.0
Oeste,Santa Maria da Vitória,290610,Canápolis,6.0,5.0,1,1,5.0,1,4.0,3.0,3.0,4.0,9.0
Oeste,Santa Maria da Vitória,290810,Cocos,11.0,7.0,18,5,5.0,7,9.0,10.0,9.0,15.0,14.0
Oeste,Santa Maria da Vitória,290910,Coribe,15.0,7.0,8,11,13.0,17,10.0,12.0,9.0,11.0,10.0
Oeste,Santa Maria da Vitória,290930,Correntina,16.0,18.0,23,14,18.0,16,16.0,17.0,18.0,21.0,13.0
Oeste,Santa Maria da Vitória,291735,Jaborandi,6.0,7.0,3,6,6.0,7,5.0,10.0,10.0,15.0,11.0
Oeste,Santa Maria da Vitória,292810,Santa Maria da Vitória,27.0,22.0,32,40,29.0,28,21.0,27.0,40.0,45.0,35.0
Oeste,Santa Maria da Vitória,292820,Santana,15.0,21.0,16,17,18.0,14,26.0,25.0,29.0,19.0,18.0
Oeste,Santa Maria da Vitória,292905,São Félix do Coribe,10.0,13.0,18,13,15.0,15,17.0,14.0,22.0,14.0,15.0
Oeste,Santa Maria da Vitória,293015,Serra do Ramalho,14.0,18.0,21,20,22.0,17,25.0,15.0,24.0,28.0,23.0
Oeste,Santa Maria da Vitória,293030,Serra Dourada,9.0,8.0,15,18,13.0,17,26.0,14.0,16.0,24.0,15.0
Oeste,Santa Maria da Vitória,293075,Sítio do Mato,8.0,6.0,4,6,8.0,9,14.0,14.0,7.0,11.0,9.0
Sudoeste,Brumado,290200,Aracatu,14.0,10.0,14,11,9.0,18,24.0,17.0,20.0,9.0,25.0
Sudoeste,Brumado,290280,Barra da Estiva,18.0,32.0,19,25,34.0,25,24.0,32.0,21.0,27.0,27.0
Sudoeste,Brumado,290410,Boquira,14.0,10.0,31,22,24.0,23,23.0,29.0,31.0,30.0,34.0
Sudoeste,Brumado,290420,Botuporã,5.0,8.0,3,8,11.0,8,8.0,6.0,11.0,13.0,7.0
Sudoeste,Brumado,290460,Brumado,66.0,71.0,76,70,57.0,75,76.0,87.0,106.0,67.0,73.0
Sudoeste,Brumado,290755,Caturama,7.0,12.0,6,10,7.0,5,12.0,14.0,7.0,11.0,10.0
Sudoeste,Brumado,290880,Contendas do Sincorá,4.0,3.0,5,5,4.0,5,9.0,5.0,6.0,8.0,11.0
Sudoeste,Brumado,291010,Dom Basílio,12.0,14.0,5,12,12.0,6,14.0,8.0,14.0,13.0,11.0
Sudoeste,Brumado,290050,Érico Cardoso,8.0,11.0,6,13,14.0,9,15.0,14.0,12.0,11.0,14.0
Sudoeste,Brumado,291165,Guajeru,2.0,13.0,7,6,3.0,3,7.0,11.0,9.0,6.0,13.0
Sudoeste,Brumado,291220,Ibicoara,14.0,13.0,19,9,20.0,7,12.0,21.0,16.0,17.0,15.0
Sudoeste,Brumado,291250,Ibipitanga,11.0,11.0,15,13,10.0,13,10.0,15.0,15.0,5.0,19.0
Sudoeste,Brumado,291720,Ituaçu,18.0,16.0,15,25,12.0,14,15.0,24.0,22.0,23.0,21.0
Sudoeste,Brumado,291860,Jussiape,13.0,9.0,15,9,10.0,16,8.0,16.0,4.0,11.0,17.0
Sudoeste,Brumado,291950,Livramento de Nossa Senhora,30.0,27.0,36,36,32.0,40,32.0,53.0,35.0,53.0,41.0
Sudoeste,Brumado,291980,Macaúbas,24.0,30.0,36,29,40.0,31,38.0,33.0,57.0,50.0,46.0
Sudoeste,Brumado,292030,Malhada de Pedras,5.0,4.0,6,4,7.0,9,4.0,7.0,8.0,9.0,8.0
Sudoeste,Brumado,292360,Paramirim,20.0,19.0,15,29,27.0,23,24.0,10.0,30.0,21.0,17.0
Sudoeste,Brumado,292670,Rio de Contas,13.0,15.0,22,13,21.0,21,13.0,12.0,15.0,18.0,9.0
Sudoeste,Brumado,292690,Rio do Pires,14.0,9.0,16,11,13.0,9,11.0,9.0,12.0,14.0,18.0
Sudoeste,Brumado,293100,Tanhaçu,19.0,11.0,20,23,16.0,18,19.0,22.0,22.0,19.0,23.0
Sudoeste,Guanambi,290500,Caculé,17.0,16.0,18,25,27.0,17,17.0,12.0,15.0,12.0,20.0
Sudoeste,Guanambi,290520,Caetité,46.0,48.0,48,37,58.0,55,48.0,38.0,60.0,44.0,43.0
Sudoeste,Guanambi,290660,Candiba,21.0,15.0,15,10,11.0,5,10.0,12.0,10.0,16.0,19.0
Sudoeste,Guanambi,290710,Carinhanha,14.0,22.0,16,21,27.0,27,28.0,28.0,40.0,38.0,40.0
Sudoeste,Guanambi,291077,Feira da Mata,1.0,5.0,3,1,2.0,2,2.0,6.0,12.0,4.0,3.0
Sudoeste,Guanambi,291170,Guanambi,93.0,123.0,88,90,91.0,91,107.0,119.0,89.0,114.0,93.0
Sudoeste,Guanambi,291200,Ibiassucê,15.0,7.0,11,12,8.0,19,15.0,12.0,14.0,8.0,15.0
Sudoeste,Guanambi,291340,Igaporã,10.0,8.0,16,15,13.0,9,19.0,13.0,19.0,14.0,17.0
Sudoeste,Guanambi,291733,Iuiú,7.0,10.0,13,6,7.0,8,9.0,9.0,12.0,13.0,13.0
Sudoeste,Guanambi,291740,Jacaraci,7.0,15.0,10,13,13.0,14,10.0,18.0,14.0,12.0,17.0
Sudoeste,Guanambi,291875,Lagoa Real,6.0,9.0,7,8,11.0,14,8.0,8.0,8.0,11.0,10.0
Sudoeste,Guanambi,291940,Licínio de Almeida,12.0,6.0,11,14,9.0,14,8.0,14.0,11.0,16.0,10.0
Sudoeste,Guanambi,292020,Malhada,11.0,13.0,11,8,12.0,12,11.0,16.0,13.0,11.0,16.0
Sudoeste,Guanambi,292105,Matina,11.0,6.0,6,14,11.0,6,9.0,13.0,12.0,8.0,13.0
Sudoeste,Guanambi,292180,Mortugaba,18.0,9.0,10,8,7.0,14,8.0,8.0,9.0,12.0,9.0
Sudoeste,Guanambi,292340,Palmas de Monte Alto,11.0,19.0,12,21,18.0,17,19.0,20.0,24.0,25.0,26.0
Sudoeste,Guanambi,292450,Pindaí,11.0,14.0,4,12,10.0,13,15.0,14.0,16.0,19.0,13.0
Sudoeste,Guanambi,292640,Riacho de Santana,22.0,17.0,17,22,22.0,17,23.0,18.0,31.0,22.0,24.0
Sudoeste,Guanambi,292680,Rio do Antônio,2.0,5.0,11,13,9.0,16,12.0,10.0,16.0,9.0,10.0
Sudoeste,Guanambi,293000,Sebastião Laranjeiras,11.0,8.0,10,9,10.0,13,15.0,11.0,7.0,10.0,11.0
Sudoeste,Guanambi,293105,Tanque Novo,16.0,9.0,15,11,15.0,16,14.0,19.0,10.0,21.0,18.0
Sudoeste,Guanambi,293260,Urandi,15.0,15.0,13,12,16.0,15,14.0,10.0,15.0,20.0,22.0
Sudoeste,Itapetinga,290480,Caatiba,6.0,8.0,4,9,6.0,7,10.0,11.0,3.0,8.0,10.0
Sudoeste,Itapetinga,291090,Firmino Alves,8.0,2.0,2,6,6.0,11,5.0,7.0,7.0,11.0,12.0
Sudoeste,Itapetinga,291230,Ibicuí,15.0,27.0,16,11,17.0,19,17.0,19.0,21.0,21.0,22.0
Sudoeste,Itapetinga,291350,Iguaí,12.0,12.0,21,25,24.0,28,14.0,21.0,21.0,19.0,21.0
Sudoeste,Itapetinga,291580,Itambé,28.0,27.0,33,21,19.0,17,21.0,26.0,29.0,37.0,34.0
Sudoeste,Itapetinga,291640,Itapetinga,70.0,73.0,103,92,87.0,93,105.0,118.0,95.0,117.0,113.0
Sudoeste,Itapetinga,291680,Itarantim,16.0,16.0,14,20,22.0,15,11.0,18.0,24.0,25.0,31.0
Sudoeste,Itapetinga,291710,Itororó,24.0,31.0,24,33,31.0,27,26.0,16.0,32.0,35.0,25.0
Sudoeste,Itapetinga,291970,Macarani,17.0,21.0,17,25,23.0,20,23.0,24.0,26.0,30.0,17.0
Sudoeste,Itapetinga,292000,Maiquinique,9.0,13.0,9,13,4.0,12,14.0,15.0,11.0,8.0,5.0
Sudoeste,Itapetinga,292270,Nova Canaã,14.0,19.0,15,10,10.0,9,12.0,15.0,24.0,14.0,13.0
Sudoeste,Itapetinga,292540,Potiraguá,7.0,18.0,8,9,6.0,14,12.0,14.0,12.0,12.0,10.0
Sudoeste,Vitória da Conquista,290120,Anagé,11.0,14.0,15,21,14.0,28,18.0,13.0,27.0,15.0,17.0
Sudoeste,Vitória da Conquista,290290,Barra do Choça,37.0,43.0,29,35,36.0,37,33.0,30.0,57.0,47.0,50.0
Sudoeste,Vitória da Conquista,290350,Belo Campo,18.0,19.0,14,10,16.0,21,25.0,23.0,23.0,15.0,18.0
Sudoeste,Vitória da Conquista,290395,Bom Jesus da Serra,5.0,11.0,12,15,8.0,6,14.0,6.0,18.0,9.0,16.0
Sudoeste,Vitória da Conquista,290515,Caetanos,3.0,7.0,7,6,10.0,6,11.0,8.0,5.0,9.0,8.0
Sudoeste,Vitória da Conquista,290670,Cândido Sales,15.0,21.0,19,27,29.0,36,24.0,39.0,36.0,39.0,27.0
Sudoeste,Vitória da Conquista,290689,Caraíbas,4.0,9.0,11,11,10.0,8,6.0,10.0,15.0,8.0,11.0
Sudoeste,Vitória da Conquista,290870,Condeúba,6.0,12.0,13,19,19.0,20,19.0,19.0,17.0,22.0,15.0
Sudoeste,Vitória da Conquista,290900,Cordeiros,3.0,4.0,7,4,6.0,12,5.0,5.0,6.0,8.0,10.0
Sudoeste,Vitória da Conquista,291040,Encruzilhada,15.0,12.0,23,16,19.0,23,26.0,28.0,21.0,24.0,32.0
Sudoeste,Vitória da Conquista,291995,Maetinga,4.0,5.0,8,6,6.0,8,8.0,12.0,10.0,5.0,6.0
Sudoeste,Vitória da Conquista,292145,Mirante,7.0,5.0,1,5,5.0,4,5.0,6.0,9.0,6.0,8.0
Sudoeste,Vitória da Conquista,292470,Piripá,7.0,10.0,14,10,5.0,10,17.0,8.0,10.0,14.0,8.0
Sudoeste,Vitória da Conquista,292500,Planalto,20.0,26.0,21,29,21.0,33,22.0,24.0,27.0,32.0,33.0
Sudoeste,Vitória da Conquista,292510,Poções,56.0,42.0,61,61,55.0,63,57.0,59.0,61.0,62.0,75.0
Sudoeste,Vitória da Conquista,292570,Presidente Jânio Quadros,11.0,11.0,12,9,12.0,12,13.0,10.0,6.0,10.0,19.0
Sudoeste,Vitória da Conquista,292665,Ribeirão do Largo,6.0,8.0,8,5,10.0,6,8.0,9.0,8.0,11.0,3.0
Sudoeste,Vitória da Conquista,293180,Tremedal,13.0,18.0,16,21,20.0,14,15.0,9.0,20.0,28.0,25.0
Sudoeste,Vitória da Conquista,293330,Vitória da Conquista,379.0,382.0,384,379,370.0,408,395.0,428.0,467.0,450.0,480.0
Sul,Ilhéus,290225,Arataca,10.0,8.0,8,12,8.0,11,21.0,11.0,20.0,6.0,14.0
Sul,Ilhéus,290630,Canavieiras,50.0,39.0,38,49,37.0,40,40.0,47.0,49.0,52.0,40.0
Sul,Ilhéus,291360,Ilhéus,244.0,246.0,225,241,292.0,261,347.0,265.0,345.0,344.0,257.0
Sul,Ilhéus,291490,Itacaré,23.0,27.0,18,21,20.0,16,24.0,14.0,29.0,22.0,24.0
Sul,Ilhéus,292090,Mascote,14.0,16.0,9,8,9.0,10,21.0,10.0,12.0,11.0,10.0
Sul,Ilhéus,292805,Santa Luzia,11.0,16.0,7,15,12.0,15,12.0,7.0,11.0,22.0,12.0
Sul,Ilhéus,293250,Una,30.0,28.0,26,39,28.0,33,29.0,30.0,33.0,31.0,29.0
Sul,Ilhéus,293270,Uruçuca,28.0,26.0,28,28,21.0,25,26.0,28.0,29.0,37.0,37.0
Sul,Itabuna,290090,Almadina,9.0,14.0,7,12,11.0,11,13.0,13.0,17.0,13.0,13.0
Sul,Itabuna,290240,Aurelino Leal,13.0,15.0,16,13,13.0,13,24.0,18.0,28.0,21.0,15.0
Sul,Itabuna,290330,Barro Preto,7.0,14.0,8,14,13.0,11,8.0,8.0,8.0,9.0,14.0
Sul,Itabuna,290470,Buerarema,23.0,35.0,24,19,23.0,33,32.0,36.0,23.0,37.0,37.0
Sul,Itabuna,290560,Camacan,31.0,37.0,38,41,42.0,26,43.0,37.0,47.0,40.0,41.0
Sul,Itabuna,290800,Coaraci,44.0,48.0,41,32,28.0,26,32.0,42.0,30.0,28.0,36.0
Sul,Itabuna,291100,Floresta Azul,14.0,10.0,9,11,12.0,14,19.0,24.0,19.0,25.0,13.0
Sul,Itabuna,291150,Gongogi,8.0,9.0,4,7,5.0,8,10.0,5.0,11.0,13.0,8.0
Sul,Itabuna,291210,Ibicaraí,31.0,38.0,27,32,33.0,54,57.0,27.0,32.0,38.0,33.0
Sul,Itabuna,291270,Ibirapitanga,18.0,17.0,28,23,18.0,22,18.0,23.0,33.0,34.0,20.0
Sul,Itabuna,291480,Itabuna,297.0,318.0,333,318,296.0,347,404.0,375.0,354.0,343.0,392.0
Sul,Itabuna,291540,Itaju do Colônia,10.0,4.0,4,7,5.0,6,10.0,8.0,16.0,13.0,6.0
Sul,Itabuna,291550,Itajuípe,36.0,30.0,38,29,34.0,38,35.0,32.0,29.0,33.0,33.0
Sul,Itabuna,291620,Itapé,17.0,11.0,12,16,14.0,16,16.0,15.0,17.0,16.0,18.0
Sul,Itabuna,291660,Itapitanga,9.0,11.0,10,15,9.0,7,12.0,14.0,16.0,14.0,16.0
Sul,Itabuna,291855,Jussari,5.0,12.0,11,4,4.0,7,8.0,12.0,7.0,9.0,8.0
Sul,Itabuna,292070,Maraú,8.0,6.0,13,5,11.0,7,8.0,15.0,21.0,16.0,17.0
Sul,Itabuna,292390,Pau Brasil,14.0,25.0,12,10,12.0,16,9.0,18.0,11.0,13.0,18.0
Sul,Itabuna,292780,Santa Cruz da Vitória,17.0,7.0,11,10,14.0,11,6.0,6.0,10.0,13.0,9.0
Sul,Itabuna,292935,São José da Vitória,11.0,12.0,17,8,8.0,8,13.0,9.0,9.0,9.0,6.0
Sul,Itabuna,293220,Ubaitaba,35.0,23.0,28,34,21.0,23,27.0,30.0,30.0,41.0,20.0
Sul,Itabuna,293230,Ubatã,25.0,20.0,17,22,16.0,37,30.0,34.0,30.0,31.0,25.0
Sul,Jequié,290060,Aiquara,3.0,6.0,3,6,4.0,-,2.0,4.0,5.0,5.0,10.0
Sul,Jequié,290195,Apuarema,4.0,5.0,12,6,5.0,9,7.0,12.0,10.0,8.0,7.0
Sul,Jequié,290310,Barra do Rocha,10.0,6.0,6,6,11.0,9,7.0,8.0,6.0,7.0,13.0
Sul,Jequié,290370,Boa Nova,6.0,7.0,13,13,21.0,17,15.0,11.0,14.0,19.0,24.0
Sul,Jequié,290430,Brejões,16.0,8.0,13,14,18.0,10,24.0,22.0,16.0,14.0,20.0
Sul,Jequié,290950,Cravolândia,5.0,3.0,7,5,6.0,5,5.0,4.0,7.0,4.0,5.0
Sul,Jequié,291000,Dário Meira,10.0,12.0,8,9,11.0,12,19.0,14.0,13.0,11.0,15.0
Sul,Jequié,291290,Ibirataia,23.0,20.0,27,29,24.0,30,41.0,38.0,35.0,44.0,39.0
Sul,Jequié,291390,Ipiaú,59.0,53.0,71,68,62.0,63,65.0,53.0,75.0,70.0,71.0
Sul,Jequié,291420,Irajuba,3.0,5.0,8,8,6.0,3,7.0,7.0,9.0,7.0,12.0
Sul,Jequié,291430,Iramaia,8.0,9.0,10,14,3.0,8,14.0,3.0,13.0,12.0,10.0
Sul,Jequié,291510,Itagi,23.0,19.0,24,23,22.0,16,26.0,25.0,20.0,19.0,31.0
Sul,Jequié,291520,Itagibá,21.0,24.0,16,15,17.0,10,11.0,14.0,16.0,24.0,25.0
Sul,Jequié,291570,Itamari,13.0,7.0,9,10,9.0,14,9.0,6.0,21.0,13.0,7.0
Sul,Jequié,291670,Itaquara,11.0,13.0,6,6,9.0,8,12.0,10.0,10.0,8.0,5.0
Sul,Jequié,291690,Itiruçu,16.0,20.0,19,12,12.0,11,14.0,21.0,19.0,16.0,14.0
Sul,Jequié,291760,Jaguaquara,35.0,52.0,51,58,56.0,56,52.0,64.0,79.0,82.0,67.0
Sul,Jequié,291800,Jequié,159.0,183.0,188,189,148.0,155,179.0,201.0,200.0,215.0,217.0
Sul,Jequié,291830,Jitaúna,11.0,20.0,11,15,14.0,18,16.0,23.0,17.0,22.0,14.0
Sul,Jequié,291870,Lafaiete Coutinho,8.0,4.0,6,5,1.0,1,8.0,2.0,10.0,6.0,3.0
Sul,Jequié,291905,Lajedo do Tabocal,7.0,8.0,6,6,5.0,5,12.0,9.0,9.0,19.0,13.0
Sul,Jequié,292040,Manoel Vitorino,11.0,16.0,11,14,4.0,10,6.0,10.0,14.0,12.0,16.0
Sul,Jequié,292050,Maracás,16.0,15.0,23,27,26.0,20,23.0,23.0,32.0,26.0,27.0
Sul,Jequié,292280,Nova Itarana,8.0,7.0,6,7,9.0,8,10.0,15.0,13.0,11.0,9.0
Sul,Jequié,292490,Planaltino,11.0,14.0,9,7,2.0,6,8.0,5.0,6.0,6.0,5.0
Sul,Jequié,292790,Santa Inês,11.0,7.0,7,13,12.0,12,14.0,11.0,16.0,21.0,15.0
Sul,Valença,290540,Cairu,10.0,12.0,12,10,13.0,14,14.0,6.0,23.0,13.0,11.0
Sul,Valença,290580,Camamu,18.0,27.0,21,27,30.0,22,34.0,41.0,45.0,40.0,25.0
Sul,Valença,291120,Gandu,29.0,38.0,39,39,46.0,30,44.0,44.0,39.0,33.0,29.0
Sul,Valença,291345,Igrapiúna,7.0,10.0,4,8,12.0,15,15.0,19.0,15.0,20.0,14.0
Sul,Valença,291730,Ituberá,27.0,29.0,27,26,23.0,32,31.0,47.0,37.0,34.0,22.0
Sul,Valença,292260,Nilo Peçanha,12.0,15.0,9,12,10.0,14,14.0,15.0,13.0,21.0,13.0
Sul,Valença,292275,Nova Ibiá,2.0,11.0,6,5,11.0,9,6.0,4.0,6.0,7.0,7.0
Sul,Valença,292467,Piraí do Norte,5.0,6.0,7,6,16.0,11,5.0,12.0,9.0,3.0,8.0
Sul,Valença,293120,Taperoá,13.0,11.0,10,18,16.0,13,12.0,30.0,12.0,18.0,10.0
Sul,Valença,293160,Teolândia,10.0,13.0,16,17,15.0,11,13.0,15.0,13.0,12.0,12.0
Sul,Valença,293290,Valença,100.0,101.0,101,104,119.0,98,112.0,104.0,86.0,121.0,76.0
Sul,Valença,293350,Wenceslau Guimarães,16.0,14.0,21,28,30.0,21,17.0,30.0,33.0,33.0,30.0
