Macrorregião de Saúde,Região de Saúde,Cod. IBGE,Município,2010,Unnamed: 5,2011,Unnamed: 7,2012,Unnamed: 9,2013,Unnamed: 11,2014,Unnamed: 13,2015,Unnamed: 15,2016,Unnamed: 17,2017,Unnamed: 19,2018,Unnamed: 21,2019,Unnamed: 23,2020,Unnamed: 25
Nordeste,Alagoinhas,292410,Pedrão,0,-,0,-,0,-,0,-,0,-,0,-,0,-,0,-,0,-,0,-,0,-
Nordeste,Alagoinhas,292700,Rio Real,0,-,0,-,0,-,0,-,1,-,0,-,1,-,1,-,0,-,0,-,0,-
Nordeste,Alagoinhas,292970,Sátiro Dias,1,-,1,-,0,-,1,-,0,-,1,-,0,-,0,-,1,-,0,-,0,-
Nordeste,Ribeira do Pombal,290035,Adustina,0,-,0,-,0,-,0,-,0,-,0,-,0,-,0,-,0,-,0,-,0,-
Nordeste,Ribeira do Pombal,290160,Antas,0,-,0,-,0,-,1,-,0,-,0,-,0,-,0,-,0,-,0,-,0,-
Nordeste,Ribeira do Pombal,290265,Banzaê,1,-,0,-,0,-,0,-,0,-,0,-,0,-,0,-,0,-,0,-,0,-
Nordeste,Ribeira do Pombal,290780,Cícero Dantas,0,-,0,-,0,-,0,-,0,-,1,-,0,-,0,-,0,-,0,-,0,-
Nordeste,Ribeira do Pombal,290790,Cipó,0,-,0,-,1,-,0,-,1,-,0,-,1,-,0,-,0,-,0,-,0,-
Nordeste,Ribeira do Pombal,290920,Coronel João Sá,0,-,1,-,0,-,0,-,0,-,0,-,0,-,0,-,0,-,0,-,0,-
Nordeste,Ribeira do Pombal,291075,Fátima,0,-,1,-,0,-,1,-,0,-,0,-,0,-,0,-,0,-,0,-,0,-
Nordeste,Ribeira do Pombal,291185,Heliópolis,0,-,0,-,0,-,0,-,1,-,1,-,0,-,0,-,0,-,0,-,0,-
Nordeste,Ribeira do Pombal,292290,Nova Soure,0,-,1,-,0,-,0,-,0,-,0,-,0,-,0,-,0,-,0,-,0,-
Nordeste,Ribeira do Pombal,292305,Novo Triunfo,0,-,0,-,0,-,0,-,0,-,0,-,0,-,0,-,0,-,0,-,0,-
Nordeste,Ribeira do Pombal,292310,Olindina,0,-,0,-,2,-,0,-,0,-,0,-,0,-,0,-,0,-,0,-,0,-
Nordeste,Ribeira do Pombal,292380,Paripiranga,1,-,0,-,1,-,0,-,0,-,0,-,0,-,0,-,0,-,0,-,0,-
Nordeste,Ribeira do Pombal,292650,Ribeira do Amparo,0,-,0,-,0,-,0,-,0,-,0,-,0,-,0,-,0,-,0,-,0,-
Nordeste,Ribeira do Pombal,292660,Ribeira do Pombal,0,-,1,-,1,-,1,-,0,-,0,-,0,-,0,-,0,-,1,-,1,-
Nordeste,Ribeira do Pombal,293076,Sítio do Quinto,0,-,0,-,0,-,0,-,0,-,0,-,0,-,0,-,0,-,0,-,1,-
Norte,Juazeiro,290590,Campo Alegre de Lourdes,0,-,0,-,0,-,0,-,1,-,0,-,0,-,0,-,0,-,0,-,0,-
Norte,Juazeiro,290682,Canudos,0,-,1,-,0,-,0,-,0,-,0,-,0,-,0,-,0,-,0,-,0,-
Norte,Juazeiro,290720,Casa Nova,1,-,2,-,2,-,2,-,0,-,1,-,0,-,1,-,1,-,0,-,0,-
Norte,Juazeiro,290990,Curaçá,0,-,0,-,1,-,0,-,0,-,1,-,0,-,0,-,0,-,0,-,2,-
Norte,Juazeiro,291840,Juazeiro,1,25.2397778899546,0,-,5,127.975428717686,4,100.275758335422,6,151.745068285281,3,67.7812923633077,3,73.6377025036819,4,90.5387052965143,1,21.8579234972678,1,22.878059940517,5,129.23235978289
Norte,Juazeiro,292440,Pilão Arcado,1,-,0,-,1,-,1,-,0,-,0,-,0,-,1,-,0,-,0,-,1,-
Norte,Juazeiro,292600,Remanso,1,-,0,-,0,-,1,-,0,-,0,-,0,-,3,-,1,-,0,-,0,-
Norte,Juazeiro,293020,Sento Sé,1,-,0,-,0,-,0,-,0,-,0,-,1,-,0,-,0,-,0,-,0,-
Norte,Juazeiro,293077,Sobradinho,0,-,0,-,0,-,0,-,1,-,0,-,0,-,0,-,0,-,0,-,0,-
Norte,Juazeiro,293200,Uauá,0,-,1,-,0,-,0,-,0,-,0,-,1,-,0,-,0,-,0,-,1,-
Norte,Paulo Afonso,290020,Abaré,0,-,1,-,1,-,1,-,0,-,2,-,0,-,0,-,1,-,1,-,0,-
Norte,Paulo Afonso,290770,Chorrochó,0,-,0,-,0,-,0,-,0,-,0,-,0,-,0,-,0,-,0,-,0,-
Norte,Paulo Afonso,291140,Glória,0,-,0,-,0,-,0,-,2,-,0,-,0,-,1,-,0,-,0,-,0,-
Norte,Paulo Afonso,291810,Jeremoabo,1,-,3,-,0,-,0,-,1,-,2,-,0,-,1,-,1,-,1,-,0,-
Norte,Paulo Afonso,291990,Macururé,0,-,0,-,0,-,0,-,0,-,0,-,0,-,0,-,0,-,0,-,0,-
Norte,Paulo Afonso,292400,Paulo Afonso,0,-,1,51.413881748072,5,263.574064312072,0,-,0,-,1,50.251256281407,1,55.1571980143409,0,-,1,55.2791597567717,1,53.9956803455724,2,124.843945068664
Norte,Paulo Afonso,292420,Pedro Alexandre,0,-,0,-,0,-,0,-,0,-,0,-,0,-,0,-,0,-,1,-,0,-
Norte,Paulo Afonso,292710,Rodelas,0,-,0,-,0,-,1,-,0,-,0,-,1,-,0,-,0,-,0,-,0,-
Norte,Paulo Afonso,292760,Santa Brígida,0,-,1,-,0,-,0,-,0,-,1,-,0,-,0,-,0,-,0,-,0,-
Norte,Senhor do Bonfim,290135,Andorinha,1,-,0,-,0,-,1,-,0,-,0,-,0,-,0,-,0,-,0,-,0,-
Norte,Senhor do Bonfim,290180,Antônio Gonçalves,1,-,1,-,0,-,1,-,0,-,0,-,0,-,0,-,0,-,0,-,0,-
Norte,Senhor do Bonfim,290600,Campo Formoso,0,-,0,-,1,-,0,-,0,-,2,-,0,-,1,-,2,-,1,-,0,-
Norte,Senhor do Bonfim,291085,Filadélfia,1,-,3,-,0,-,0,-,0,-,0,-,0,-,1,-,0,-,0,-,1,-
Norte,Senhor do Bonfim,291700,Itiúba,1,-,0,-,3,-,0,-,1,-,0,-,0,-,0,-,0,-,0,-,0,-
Norte,Senhor do Bonfim,291770,Jaguarari,0,-,0,-,0,-,0,-,0,-,0,-,1,-,0,-,1,-,0,-,1,-
Norte,Senhor do Bonfim,292460,Pindobaçu,0,-,1,-,0,-,0,-,0,-,0,-,0,-,0,-,0,-,0,-,0,-
Norte,Senhor do Bonfim,292525,Ponto Novo,1,-,0,-,0,-,0,-,0,-,0,-,1,-,1,-,0,-,0,-,0,-
Norte,Senhor do Bonfim,293010,Senhor do Bonfim,0,-,0,-,1,-,1,-,1,-,0,-,1,-,1,-,1,-,1,-,0,-
Oeste,Barreiras,290140,Angical,0,-,0,-,0,-,0,-,0,-,0,-,0,-,0,-,0,-,0,-,0,-
Oeste,Barreiras,290250,Baianópolis,0,-,0,-,0,-,0,-,0,-,0,-,0,-,1,-,0,-,0,-,0,-
Oeste,Barreiras,290320,Barreiras,0,-,2,72.5689404934688,1,40.0320256204964,0,-,4,145.772594752187,1,37.7500943752359,0,-,0,-,0,0,1,36.8595650571323,4,159.489633173844
Oeste,Barreiras,290440,Brejolândia,0,-,1,-,0,-,0,-,0,-,0,-,0,-,0,-,0,-,0,-,0,-
Oeste,Barreiras,290740,Catolândia,0,-,0,-,0,-,0,-,0,-,0,-,0,-,0,-,0,-,0,-,0,-
Oeste,Barreiras,290940,Cotegipe,0,-,0,-,1,-,0,-,0,-,1,-,0,-,0,-,0,-,0,-,0,-
Oeste,Barreiras,290970,Cristópolis,0,-,0,-,0,-,0,-,0,-,0,-,0,-,0,-,0,-,0,-,0,-
Oeste,Barreiras,291110,Formosa do Rio Preto,0,-,1,-,0,-,0,-,0,-,0,-,0,-,0,-,1,-,0,-,0,-
Oeste,Barreiras,291955,Luís Eduardo Magalhães,0,-,0,-,0,-,2,-,0,-,0,-,3,-,3,-,2,-,2,-,0,-
Oeste,Barreiras,292045,Mansidão,1,-,0,-,0,-,0,-,0,-,0,-,1,-,0,-,0,-,0,-,0,-
Oeste,Barreiras,292620,Riachão das Neves,0,-,0,-,0,-,0,-,0,-,0,-,0,-,0,-,1,-,0,-,0,-
Oeste,Barreiras,292840,Santa Rita de Cássia,0,-,0,-,1,-,1,-,0,-,1,-,0,-,0,-,0,-,0,-,0,-
Oeste,Barreiras,292890,São Desidério,1,-,0,-,0,-,0,-,0,-,0,-,0,-,0,-,0,-,0,-,0,-
Oeste,Barreiras,293090,Tabocas do Brejo Velho,0,-,0,-,0,-,0,-,0,-,0,-,0,-,0,-,0,-,0,-,0,-
Oeste,Barreiras,293345,Wanderley,0,-,0,-,0,-,0,-,0,-,0,-,0,-,0,-,0,-,0,-,0,-
Oeste,Ibotirama,290270,Barra,2,-,2,-,1,-,1,-,0,-,0,-,0,-,2,-,1,-,2,-,3,-
Oeste,Ibotirama,290450,Brotas de Macaúbas,0,-,1,-,0,-,0,-,0,-,1,-,0,-,0,-,1,-,0,-,0,-
Oeste,Ibotirama,290475,Buritirama,0,-,1,-,0,-,0,-,1,-,1,-,0,-,0,-,0,-,0,-,0,-
Oeste,Ibotirama,291320,Ibotirama,1,-,0,-,0,-,0,-,0,-,0,-,0,-,0,-,0,-,1,-,1,-
Oeste,Ibotirama,291410,Ipupiara,0,-,0,-,0,-,0,-,0,-,0,-,0,-,0,-,0,-,0,-,0,-
Oeste,Ibotirama,292160,Morpará,0,-,1,-,0,-,0,-,0,-,0,-,0,-,0,-,0,-,0,-,0,-
Oeste,Ibotirama,292225,Muquém de São Francisco,0,-,0,-,0,-,0,-,0,-,0,-,0,-,0,-,0,-,0,-,0,-
Oeste,Ibotirama,292320,Oliveira dos Brejinhos,0,-,0,-,0,-,0,-,0,-,0,-,2,-,0,-,0,-,0,-,0,-
Oeste,Ibotirama,292370,Paratinga,1,-,0,-,0,-,1,-,1,-,0,-,0,-,0,-,0,-,1,-,1,-
Oeste,Santa Maria da Vitória,290390,Bom Jesus da Lapa,0,-,3,-,0,-,0,-,3,-,3,-,0,-,3,-,1,-,3,-,3,-
Oeste,Santa Maria da Vitória,290610,Canápolis,0,-,0,-,0,-,0,-,0,-,1,-,0,-,0,-,0,-,0,-,0,-
Oeste,Santa Maria da Vitória,290810,Cocos,1,-,1,-,0,-,0,-,0,-,0,-,0,-,0,-,0,-,1,-,0,-
Oeste,Santa Maria da Vitória,290910,Coribe,0,-,0,-,0,-,0,-,0,-,0,-,0,-,0,-,0,-,0,-,0,-
Oeste,Santa Maria da Vitória,290930,Correntina,0,-,1,-,1,-,1,-,0,-,0,-,1,-,0,-,1,-,0,-,0,-
Oeste,Santa Maria da Vitória,291735,Jaborandi,0,-,0,-,0,-,0,-,1,-,0,-,0,-,0,-,0,-,0,-,0,-
Oeste,Santa Maria da Vitória,292810,Santa Maria da Vitória,0,-,1,-,2,-,0,-,0,-,0,-,0,-,0,-,0,-,1,-,0,-
Oeste,Santa Maria da Vitória,292820,Santana,0,-,0,-,0,-,0,-,0,-,0,-,0,-,0,-,0,-,1,-,0,-
Oeste,Santa Maria da Vitória,292905,São Félix do Coribe,0,-,0,-,0,-,0,-,0,-,0,-,1,-,0,-,0,-,0,-,0,-
Oeste,Santa Maria da Vitória,293015,Serra do Ramalho,0,-,1,-,0,-,0,-,2,-,0,-,0,-,1,-,0,-,0,-,0,-
Oeste,Santa Maria da Vitória,293030,Serra Dourada,0,-,0,-,0,-,0,-,0,-,0,-,0,-,0,-,0,-,0,-,0,-
Oeste,Santa Maria da Vitória,293075,Sítio do Mato,0,-,0,-,0,-,0,-,0,-,0,-,0,-,0,-,0,-,0,-,0,-
Sudoeste,Brumado,290200,Aracatu,0,-,1,-,1,-,0,-,0,-,0,-,0,-,0,-,1,-,0,-,0,-
Sudoeste,Brumado,290280,Barra da Estiva,0,-,0,-,1,-,0,-,0,-,0,-,0,-,0,-,0,-,0,-,2,-
Sudoeste,Brumado,290410,Boquira,0,-,0,-,0,-,1,-,0,-,0,-,0,-,0,-,0,-,0,-,0,-
Sudoeste,Brumado,290420,Botuporã,0,-,0,-,0,-,0,-,0,-,0,-,0,-,0,-,0,-,0,-,0,-
Sudoeste,Brumado,290460,Brumado,0,-,0,-,1,-,0,-,1,-,0,-,1,-,0,-,0,-,0,-,0,-
Sudoeste,Brumado,290755,Caturama,0,-,0,-,0,-,0,-,0,-,0,-,0,-,0,-,0,-,0,-,0,-
Sudoeste,Brumado,290880,Contendas do Sincorá,0,-,0,-,0,-,0,-,0,-,0,-,0,-,0,-,0,-,0,-,0,-
Sudoeste,Brumado,291010,Dom Basílio,0,-,0,-,0,-,0,-,0,-,0,-,0,-,0,-,0,-,0,-,0,-
Sudoeste,Brumado,290050,Érico Cardoso,0,-,0,-,0,-,0,-,0,-,0,-,0,-,0,-,0,-,0,-,0,-
Sudoeste,Brumado,291165,Guajeru,0,-,0,-,0,-,0,-,0,-,0,-,1,-,0,-,0,-,0,-,0,-
Sudoeste,Brumado,291220,Ibicoara,0,-,1,-,1,-,0,-,2,-,0,-,0,-,1,-,0,-,0,-,2,-
Sudoeste,Brumado,291250,Ibipitanga,0,-,0,-,1,-,0,-,0,-,0,-,0,-,0,-,0,-,0,-,1,-
Sudoeste,Brumado,291720,Ituaçu,0,-,0,-,0,-,0,-,0,-,0,-,0,-,1,-,0,-,1,-,0,-
Sudoeste,Brumado,291860,Jussiape,0,-,0,-,0,-,0,-,0,-,0,-,0,-,0,-,0,-,0,-,1,-
Sudoeste,Brumado,291950,Livramento de Nossa Senhora,0,-,0,-,0,-,0,-,0,-,0,-,0,-,0,-,0,-,0,-,0,-
Sudoeste,Brumado,291980,Macaúbas,0,-,0,-,1,-,0,-,0,-,0,-,0,-,1,-,0,-,1,-,1,-
Sudoeste,Brumado,292030,Malhada de Pedras,0,-,0,-,0,-,0,-,0,-,0,-,0,-,0,-,0,-,0,-,0,-
Sudoeste,Brumado,292360,Paramirim,0,-,0,-,1,-,0,-,0,-,0,-,0,-,0,-,0,-,0,-,0,-
Sudoeste,Brumado,292670,Rio de Contas,0,-,1,-,1,-,0,-,0,-,0,-,0,-,0,-,0,-,0,-,0,-
Sudoeste,Brumado,292690,Rio do Pires,0,-,0,-,0,-,0,-,0,-,0,-,0,-,0,-,0,-,0,-,0,-
Sudoeste,Brumado,293100,Tanhaçu,1,-,1,-,0,-,1,-,1,-,0,-,0,-,0,-,0,-,0,-,0,-
Sudoeste,Guanambi,290500,Caculé,0,-,0,-,0,-,1,-,0,-,0,-,0,-,0,-,0,-,0,-,0,-
Sudoeste,Guanambi,290520,Caetité,1,-,0,-,1,-,3,-,0,-,0,-,0,-,0,-,0,-,0,-,1,-
Sudoeste,Guanambi,290660,Candiba,0,-,0,-,0,-,0,-,0,-,0,-,0,-,0,-,0,-,0,-,0,-
Sudoeste,Guanambi,290710,Carinhanha,0,-,0,-,0,-,0,-,0,-,1,-,0,-,0,-,0,-,0,-,0,-
Sudoeste,Guanambi,291077,Feira da Mata,0,-,0,-,0,-,0,-,0,-,0,-,0,-,0,-,0,-,1,-,1,-
Sudoeste,Guanambi,291170,Guanambi,1,-,2,-,0,-,0,-,0,-,1,-,3,-,1,-,0,-,3,-,0,-
Sudoeste,Guanambi,291200,Ibiassucê,0,-,0,-,0,-,0,-,0,-,0,-,0,-,0,-,0,-,0,-,0,-
Sudoeste,Guanambi,291340,Igaporã,0,-,0,-,0,-,0,-,0,-,0,-,0,-,0,-,0,-,0,-,1,-
Sudoeste,Guanambi,291733,Iuiú,0,-,0,-,0,-,0,-,0,-,0,-,0,-,0,-,0,-,0,-,0,-
Sudoeste,Guanambi,291740,Jacaraci,0,-,0,-,0,-,1,-,0,-,0,-,0,-,0,-,0,-,0,-,0,-
Sudoeste,Guanambi,291875,Lagoa Real,0,-,1,-,0,-,0,-,0,-,0,-,0,-,0,-,0,-,0,-,0,-
Sudoeste,Guanambi,291940,Licínio de Almeida,0,-,0,-,0,-,0,-,0,-,0,-,0,-,1,-,0,-,0,-,0,-
Sudoeste,Guanambi,292020,Malhada,1,-,0,-,0,-,0,-,0,-,0,-,1,-,0,-,0,-,0,-,0,-
Sudoeste,Guanambi,292105,Matina,0,-,0,-,0,-,0,-,0,-,0,-,0,-,0,-,0,-,0,-,0,-
Sudoeste,Guanambi,292180,Mortugaba,0,-,0,-,0,-,1,-,0,-,0,-,0,-,0,-,0,-,0,-,0,-
Sudoeste,Guanambi,292340,Palmas de Monte Alto,0,-,0,-,0,-,0,-,0,-,0,-,0,-,0,-,1,-,0,-,0,-
Sudoeste,Guanambi,292450,Pindaí,0,-,1,-,0,-,1,-,0,-,0,-,0,-,0,-,0,-,0,-,0,-
Sudoeste,Guanambi,292640,Riacho de Santana,1,-,0,-,0,-,0,-,1,-,0,-,0,-,1,-,0,-,0,-,0,-
Sudoeste,Guanambi,292680,Rio do Antônio,0,-,0,-,0,-,0,-,0,-,1,-,0,-,0,-,0,-,0,-,0,-
Sudoeste,Guanambi,293000,Sebastião Laranjeiras,0,-,0,-,0,-,0,-,0,-,0,-,0,-,0,-,0,-,0,-,0,-
Sudoeste,Guanambi,293105,Tanque Novo,0,-,1,-,0,-,0,-,0,-,0,-,0,-,1,-,0,-,0,-,1,-
Sudoeste,Guanambi,293260,Urandi,0,-,0,-,0,-,0,-,0,-,0,-,0,-,0,-,0,-,0,-,0,-
Sudoeste,Itapetinga,290480,Caatiba,0,-,0,-,0,-,0,-,0,-,0,-,0,-,0,-,0,-,0,-,0,-
Sudoeste,Itapetinga,291090,Firmino Alves,0,-,0,-,0,-,0,-,0,-,0,-,0,-,0,-,0,-,0,-,0,-
Sudoeste,Itapetinga,291230,Ibicuí,0,-,1,-,0,-,1,-,0,-,0,-,0,-,0,-,0,-,0,-,0,-
Sudoeste,Itapetinga,291350,Iguaí,0,-,0,-,0,-,0,-,0,-,1,-,0,-,0,-,0,-,0,-,0,-
Sudoeste,Itapetinga,291580,Itambé,1,-,0,-,0,-,0,-,0,-,0,-,0,-,0,-,2,-,0,-,0,-
Sudoeste,Itapetinga,291640,Itapetinga,2,-,0,-,1,-,2,-,2,-,2,-,3,-,3,-,0,-,0,-,2,-
Sudoeste,Itapetinga,291680,Itarantim,1,-,1,-,0,-,0,-,0,-,0,-,0,-,0,-,1,-,0,-,0,-
Sudoeste,Itapetinga,291710,Itororó,1,-,0,-,0,-,1,-,1,-,1,-,0,-,0,-,0,-,1,-,2,-
Sudoeste,Itapetinga,291970,Macarani,0,-,0,-,0,-,1,-,0,-,0,-,0,-,0,-,0,-,0,-,0,-
Sudoeste,Itapetinga,292000,Maiquinique,0,-,0,-,0,-,0,-,0,-,0,-,0,-,0,-,0,-,1,-,0,-
Sudoeste,Itapetinga,292270,Nova Canaã,0,-,0,-,0,-,0,-,0,-,0,-,0,-,0,-,0,-,0,-,0,-
Sudoeste,Itapetinga,292540,Potiraguá,0,-,0,-,0,-,0,-,0,-,0,-,0,-,0,-,0,-,0,-,2,-
Sudoeste,Vitória da Conquista,290120,Anagé,1,-,0,-,0,-,0,-,0,-,0,-,1,-,0,-,0,-,0,-,0,-
Sudoeste,Vitória da Conquista,290290,Barra do Choça,0,-,1,-,1,-,1,-,0,-,0,-,0,-,0,-,0,-,0,-,0,-
Sudoeste,Vitória da Conquista,290350,Belo Campo,0,-,0,-,1,-,1,-,2,-,0,-,0,-,1,-,0,-,1,-,0,-
Sudoeste,Vitória da Conquista,290395,Bom Jesus da Serra,0,-,0,-,0,-,0,-,0,-,0,-,0,-,0,-,0,-,0,-,0,-
Sudoeste,Vitória da Conquista,290515,Caetanos,0,-,0,-,0,-,0,-,0,-,0,-,0,-,0,-,0,-,0,-,0,-
Sudoeste,Vitória da Conquista,290670,Cândido Sales,0,-,0,-,0,-,0,-,0,-,0,-,0,-,0,-,1,-,1,-,0,-
Sudoeste,Vitória da Conquista,290689,Caraíbas,0,-,0,-,0,-,0,-,0,-,0,-,0,-,0,-,0,-,0,-,1,-
Sudoeste,Vitória da Conquista,290870,Condeúba,0,-,0,-,0,-,0,-,0,-,0,-,0,-,0,-,0,-,0,-,0,-
Sudoeste,Vitória da Conquista,290900,Cordeiros,0,-,0,-,0,-,0,-,0,-,0,-,0,-,0,-,0,-,0,-,0,-
Sudoeste,Vitória da Conquista,291040,Encruzilhada,0,-,0,-,0,-,0,-,0,-,1,-,0,-,0,-,0,-,0,-,0,-
Sudoeste,Vitória da Conquista,291995,Maetinga,0,-,0,-,0,-,0,-,0,-,0,-,0,-,0,-,0,-,0,-,0,-
Sudoeste,Vitória da Conquista,292145,Mirante,0,-,0,-,0,-,0,-,0,-,1,-,1,-,0,-,0,-,1,-,0,-
Sudoeste,Vitória da Conquista,292470,Piripá,0,-,0,-,0,-,0,-,0,-,1,-,0,-,0,-,0,-,0,-,0,-
Sudoeste,Vitória da Conquista,292500,Planalto,0,-,0,-,0,-,0,-,0,-,0,-,0,-,0,-,0,-,0,-,0,-
Sudoeste,Vitória da Conquista,292510,Poções,0,-,0,-,1,-,2,-,1,-,1,-,1,-,0,-,0,-,0,-,1,-
Sudoeste,Vitória da Conquista,292570,Presidente Jânio Quadros,0,-,0,-,1,-,0,-,0,-,0,-,0,-,0,-,0,-,0,-,0,-
Sudoeste,Vitória da Conquista,292665,Ribeirão do Largo,0,-,1,-,0,-,0,-,0,-,0,-,0,-,0,-,0,-,0,-,0,-
Sudoeste,Vitória da Conquista,293180,Tremedal,0,-,0,-,0,-,0,-,0,-,0,-,1,-,0,-,0,-,0,-,0,-
Sudoeste,Vitória da Conquista,293330,Vitória da Conquista,2,37.9290726341741,0,-,4,75.9301442672741,7,133.460438512869,5,93.8614604843251,1,18.0538003249684,2,36.1076006499368,2,34.0020401224073,2,35.0877192982456,3,54.1418516513265,4,81.8665575112567
Sul,Ilhéus,290225,Arataca,0,-,1,-,1,-,0,-,0,-,0,-,0,-,0,-,0,-,0,-,0,-
Sul,Ilhéus,290630,Canavieiras,0,-,0,-,0,-,0,-,0,-,0,-,0,-,0,-,0,-,0,-,0,-
Sul,Ilhéus,291360,Ilhéus,3,105.559465165376,2,69.8080279232112,2,75.6715853197125,2,79.3965859468043,3,118.063754427391,1,39.7930760047752,1,41.8235048097031,3,118.203309692671,2,80.9061488673139,1,41.407867494824,0,-
Sul,Ilhéus,291490,Itacaré,0,-,0,-,0,-,0,-,1,-,0,-,0,-,0,-,0,-,0,-,0,-
Sul,Ilhéus,292090,Mascote,0,-,0,-,0,-,0,-,2,-,0,-,0,-,0,-,0,-,0,-,0,-
Sul,Ilhéus,292805,Santa Luzia,0,-,0,-,0,-,0,-,0,-,0,-,1,-,0,-,0,-,0,-,0,-
Sul,Ilhéus,293250,Una,0,-,0,-,0,-,0,-,1,-,1,-,1,-,0,-,0,-,0,-,0,-
Sul,Ilhéus,293270,Uruçuca,0,-,1,-,0,-,0,-,1,-,0,-,0,-,0,-,0,-,0,-,0,-
Sul,Itabuna,290090,Almadina,0,-,0,-,0,-,0,-,0,-,0,-,0,-,0,-,0,-,0,-,0,-
Sul,Itabuna,290240,Aurelino Leal,0,-,0,-,0,-,0,-,1,-,0,-,0,-,0,-,0,-,0,-,0,-
Sul,Itabuna,290330,Barro Preto,0,-,0,-,0,-,0,-,0,-,0,-,0,-,0,-,0,-,0,-,0,-
Sul,Itabuna,290470,Buerarema,0,-,0,-,0,-,0,-,0,-,0,-,1,-,0,-,0,-,0,-,0,-
Sul,Itabuna,290560,Camacan,0,-,1,-,0,-,0,-,0,-,0,-,0,-,0,-,0,-,0,-,1,-
Sul,Itabuna,290800,Coaraci,0,-,1,-,0,-,0,-,1,-,0,-,0,-,0,-,1,-,0,-,0,-
Sul,Itabuna,291100,Floresta Azul,0,-,1,-,1,-,0,-,0,-,0,-,0,-,0,-,0,-,0,-,0,-
Sul,Itabuna,291150,Gongogi,0,-,1,-,0,-,0,-,1,-,0,-,0,-,0,-,0,-,0,-,0,-
Sul,Itabuna,291210,Ibicaraí,0,-,0,-,1,-,0,-,0,-,1,-,0,-,0,-,0,-,0,-,0,-
Sul,Itabuna,291270,Ibirapitanga,1,-,0,-,2,-,0,-,0,-,0,-,0,-,0,-,0,-,0,-,0,-
Sul,Itabuna,291480,Itabuna,5,149.03129657228,1,29.120559114735,3,93.2835820895522,0,-,1,31.6656111462951,3,95.8160332162248,2,70.2740688685875,3,102.075535896563,0,0,3,110.253583241455,1,43.4593654932638
Sul,Itabuna,291540,Itaju do Colônia,0,-,0,-,0,-,0,-,0,-,0,-,0,-,0,-,0,-,0,-,0,-
Sul,Itabuna,291550,Itajuípe,0,-,0,-,1,-,0,-,0,-,0,-,0,-,0,-,0,-,0,-,0,-
Sul,Itabuna,291620,Itapé,0,-,0,-,0,-,0,-,0,-,0,-,0,-,0,-,1,-,0,-,0,-
Sul,Itabuna,291660,Itapitanga,0,-,0,-,0,-,0,-,0,-,0,-,0,-,0,-,0,-,0,-,0,-
Sul,Itabuna,291855,Jussari,0,-,0,-,0,-,0,-,1,-,0,-,0,-,0,-,0,-,1,-,0,-
Sul,Itabuna,292070,Maraú,0,-,1,-,1,-,0,-,0,-,1,-,0,-,0,-,1,-,0,-,0,-
Sul,Itabuna,292390,Pau Brasil,0,-,0,-,0,-,0,-,0,-,0,-,0,-,0,-,0,-,0,-,0,-
Sul,Itabuna,292780,Santa Cruz da Vitória,0,-,0,-,0,-,0,-,0,-,0,-,0,-,0,-,0,-,0,-,0,-
Sul,Itabuna,292935,São José da Vitória,0,-,0,-,0,-,0,-,1,-,0,-,0,-,0,-,0,-,0,-,0,-
Sul,Itabuna,293220,Ubaitaba,0,-,0,-,0,-,1,-,0,-,0,-,0,-,1,-,0,-,0,-,0,-
Sul,Itabuna,293230,Ubatã,0,-,1,-,0,-,0,-,0,-,0,-,0,-,0,-,0,-,0,-,0,-
Sul,Jequié,290060,Aiquara,0,-,0,-,0,-,0,-,0,-,0,-,0,-,0,-,0,-,0,-,0,-
Sul,Jequié,290195,Apuarema,0,-,0,-,0,-,0,-,0,-,0,-,0,-,0,-,0,-,0,-,0,-
Sul,Jequié,290310,Barra do Rocha,0,-,0,-,0,-,0,-,0,-,0,-,0,-,0,-,0,-,0,-,0,-
Sul,Jequié,290370,Boa Nova,0,-,0,-,1,-,0,-,0,-,0,-,0,-,0,-,0,-,0,-,0,-
Sul,Jequié,290430,Brejões,0,-,0,-,0,-,1,-,0,-,0,-,1,-,0,-,0,-,0,-,0,-
Sul,Jequié,290950,Cravolândia,0,-,0,-,0,-,0,-,0,-,0,-,0,-,0,-,0,-,0,-,0,-
Sul,Jequié,291000,Dário Meira,0,-,0,-,0,-,0,-,0,-,0,-,0,-,0,-,0,-,0,-,0,-
Sul,Jequié,291290,Ibirataia,0,-,1,-,0,-,0,-,0,-,0,-,0,-,0,-,0,-,0,-,0,-
Sul,Jequié,291390,Ipiaú,0,-,0,-,1,-,0,-,0,-,0,-,0,-,3,-,0,-,0,-,0,-
Sul,Jequié,291420,Irajuba,0,-,0,-,0,-,0,-,0,-,1,-,0,-,0,-,0,-,0,-,0,-
Sul,Jequié,291430,Iramaia,0,-,1,-,0,-,0,-,0,-,0,-,0,-,0,-,0,-,0,-,0,-
Sul,Jequié,291510,Itagi,0,-,0,-,0,-,0,-,0,-,0,-,0,-,0,-,0,-,0,-,0,-
Sul,Jequié,291520,Itagibá,0,-,0,-,0,-,0,-,0,-,1,-,0,-,0,-,0,-,0,-,0,-
Sul,Jequié,291570,Itamari,0,-,0,-,0,-,1,-,0,-,0,-,0,-,0,-,0,-,0,-,0,-
Sul,Jequié,291670,Itaquara,0,-,0,-,0,-,0,-,0,-,0,-,0,-,0,-,0,-,0,-,0,-
