Macrorregião de Saúde,Região de Saúde,Cod. IBGE,Município,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020
Leste,Camaçari,293070,Simões Filho,89.3,84.8,80.0,63.3,63.3,90.0,88.9,79.2,73.7,77.3,70.8
Leste,Cruz das Almas,290485,Cabaceiras do Paraguaçu,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,100.0,0.0,0.0
Leste,Cruz das Almas,290490,Cachoeira,100.0,100.0,100.0,100.0,100.0,100.0,0.0,0.0,0.0,50.0,0.0
Leste,Cruz das Almas,290820,Conceição da Feira,100.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,100.0,0.0
Leste,Cruz das Almas,290980,Cruz das Almas,0.0,0.0,100.0,100.0,16.7,50.0,0.0,100.0,0.0,66.7,0.0
Leste,Cruz das Almas,291160,Governador Mangabeira,0.0,100.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Leste,Cruz das Almas,292060,Maragogipe,0.0,0.0,0.0,100.0,16.7,75.0,100.0,75.0,0.0,66.7,50.0
Leste,Cruz das Almas,292230,Muritiba,100.0,0.0,100.0,0.0,0.0,0.0,0.0,100.0,0.0,100.0,0.0
Leste,Cruz das Almas,292900,São Félix,100.0,0.0,100.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0
Leste,Cruz das Almas,292960,Sapeaçu,0.0,0.0,0.0,0.0,0.0,100.0,100.0,0.0,0.0,0.0,0.0
Leste,Salvador,290650,Candeias,81.8,62.5,71.4,66.7,33.3,75.0,100.0,66.7,100.0,80.0,40.0
Leste,Salvador,291610,Itaparica,100.0,100.0,100.0,0.0,100.0,100.0,50.0,83.3,0.0,33.3,66.7
Leste,Salvador,291920,Lauro de Freitas,81.3,83.3,88.9,76.5,71.8,80.6,60.9,64.0,88.9,72.2,66.7
Leste,Salvador,291992,Madre de Deus,100.0,100.0,0.0,100.0,66.7,50.0,100.0,100.0,0.0,0.0,100.0
Leste,Salvador,292740,Salvador,88.9,84.2,86.1,76.4,74.7,87.4,86.0,83.5,83.5,81.0,77.0
Leste,Salvador,292860,Santo Amaro,50.0,100.0,100.0,100.0,33.3,0.0,0.0,0.0,100.0,0.0,0.0
Leste,Salvador,292920,São Francisco do Conde,83.3,100.0,100.0,100.0,0.0,0.0,100.0,0.0,0.0,0.0,66.7
Leste,Salvador,292950,São Sebastião do Passé,100.0,100.0,0.0,100.0,0.0,100.0,20.0,0.0,0.0,0.0,50.0
Leste,Salvador,292975,Saubara,66.7,60.0,100.0,50.0,100.0,0.0,25.0,16.7,50.0,0.0,42.9
Leste,Salvador,293320,Vera Cruz,60.0,100.0,50.0,75.0,100.0,66.7,50.0,72.7,45.5,100.0,50.0
Leste,Santo Antônio de Jesus,290100,Amargosa,0.0,0.0,0.0,0.0,0.0,50.0,0.0,100.0,0.0,0.0,100.0
Leste,Santo Antônio de Jesus,290230,Aratuípe,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,50.0,0.0
Leste,Santo Antônio de Jesus,290730,Castro Alves,90.0,80.0,87.5,75.0,28.6,44.4,44.4,87.5,100.0,77.8,80.0
Leste,Santo Antônio de Jesus,290830,Conceição do Almeida,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,100.0,0.0
Leste,Santo Antônio de Jesus,291020,Dom Macedo Costa,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Leste,Santo Antônio de Jesus,291030,Elísio Medrado,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Leste,Santo Antônio de Jesus,291685,Itatim,0.0,100.0,80.0,100.0,100.0,100.0,0.0,100.0,0.0,66.7,100.0
Leste,Santo Antônio de Jesus,291780,Jaguaripe,0.0,0.0,0.0,33.3,50.0,0.0,0.0,100.0,0.0,0.0,100.0
Leste,Santo Antônio de Jesus,291820,Jiquiriçá,0.0,0.0,100.0,0.0,0.0,0.0,0.0,50.0,100.0,0.0,0.0
Leste,Santo Antônio de Jesus,291880,Laje,0.0,0.0,0.0,100.0,50.0,100.0,100.0,100.0,100.0,0.0,0.0
Leste,Santo Antônio de Jesus,292130,Milagres,0.0,0.0,100.0,0.0,100.0,0.0,0.0,0.0,100.0,0.0,0.0
Leste,Santo Antônio de Jesus,292220,Muniz Ferreira,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0
Leste,Santo Antônio de Jesus,292240,Mutuípe,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Leste,Santo Antônio de Jesus,292250,Nazaré,0.0,0.0,50.0,100.0,0.0,100.0,100.0,0.0,50.0,0.0,100.0
Leste,Santo Antônio de Jesus,292575,Presidente Tancredo Neves,0.0,0.0,0.0,0.0,100.0,0.0,100.0,0.0,0.0,100.0,0.0
Leste,Santo Antônio de Jesus,292730,Salinas da Margarida,100.0,0.0,100.0,50.0,66.7,80.0,100.0,100.0,0.0,100.0,50.0
Leste,Santo Antônio de Jesus,292850,Santa Teresinha,0.0,50.0,100.0,0.0,100.0,0.0,100.0,0.0,0.0,0.0,0.0
Leste,Santo Antônio de Jesus,292870,Santo Antônio de Jesus,100.0,100.0,76.9,37.5,71.4,66.7,87.5,100.0,66.7,100.0,100.0
Leste,Santo Antônio de Jesus,292910,São Felipe,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Leste,Santo Antônio de Jesus,292940,São Miguel das Matas,0.0,0.0,0.0,100.0,0.0,0.0,100.0,50.0,0.0,0.0,0.0
Leste,Santo Antônio de Jesus,293210,Ubaíra,100.0,100.0,100.0,0.0,0.0,0.0,100.0,0.0,0.0,100.0,0.0
Leste,Santo Antônio de Jesus,293317,Varzedo,0.0,0.0,0.0,100.0,100.0,100.0,0.0,0.0,0.0,0.0,0.0
Nordeste,Alagoinhas,290030,Acajutiba,100.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Nordeste,Alagoinhas,290070,Alagoinhas,86.2,94.4,82.4,90.2,82.8,70.6,88.4,86.4,71.1,78.7,44.1
Nordeste,Alagoinhas,290190,Aporá,80.0,100.0,0.0,0.0,0.0,0.0,100.0,50.0,0.0,100.0,0.0
Nordeste,Alagoinhas,290205,Araçás,50.0,0.0,100.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Nordeste,Alagoinhas,290220,Aramari,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0
Nordeste,Alagoinhas,290700,Cardeal da Silva,0.0,0.0,0.0,100.0,0.0,0.0,100.0,0.0,100.0,0.0,0.0
Nordeste,Alagoinhas,290750,Catu,100.0,100.0,100.0,66.7,100.0,50.0,100.0,100.0,100.0,0.0,80.0
Nordeste,Alagoinhas,290960,Crisópolis,87.5,100.0,66.7,66.7,83.3,16.7,50.0,75.0,100.0,0.0,50.0
Nordeste,Alagoinhas,291050,Entre Rios,100.0,100.0,100.0,60.0,66.7,0.0,100.0,75.0,100.0,33.3,50.0
Nordeste,Alagoinhas,291060,Esplanada,66.7,100.0,100.0,0.0,66.7,50.0,33.3,0.0,60.0,0.0,0.0
Nordeste,Alagoinhas,291370,Inhambupe,0.0,57.1,25.0,0.0,100.0,0.0,50.0,0.0,0.0,0.0,25.0
Nordeste,Alagoinhas,291590,Itanagra,100.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0
Nordeste,Alagoinhas,291650,Itapicuru,100.0,57.1,0.0,100.0,66.7,75.0,0.0,100.0,66.7,75.0,100.0
Nordeste,Alagoinhas,291790,Jandaíra,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0
Nordeste,Alagoinhas,292330,Ouriçangas,100.0,0.0,0.0,0.0,66.7,100.0,100.0,0.0,0.0,0.0,0.0
Nordeste,Alagoinhas,292410,Pedrão,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Nordeste,Alagoinhas,292700,Rio Real,66.7,33.3,80.0,100.0,100.0,100.0,57.1,0.0,100.0,75.0,100.0
Nordeste,Alagoinhas,292970,Sátiro Dias,0.0,0.0,0.0,0.0,100.0,0.0,100.0,0.0,0.0,100.0,0.0
Nordeste,Ribeira do Pombal,290035,Adustina,0.0,100.0,100.0,100.0,100.0,0.0,0.0,33.3,100.0,66.7,100.0
Nordeste,Ribeira do Pombal,290160,Antas,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Nordeste,Ribeira do Pombal,290265,Banzaê,0.0,0.0,100.0,100.0,0.0,50.0,0.0,0.0,0.0,0.0,0.0
Nordeste,Ribeira do Pombal,290780,Cícero Dantas,100.0,100.0,100.0,0.0,100.0,100.0,50.0,100.0,100.0,100.0,0.0
Nordeste,Ribeira do Pombal,290790,Cipó,33.3,100.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,0.0,50.0
