Macrorregião de Saúde,Região de Saúde,Cod. IBGE,Município,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,Média 2010/2019,2020*
Extremo Sul,Porto Seguro,292770,Santa Cruz Cabrália,73.17708333333334,78.95981087470449,67.9245283018868,72.57683215130024,66.02409638554217,69.42528735632185,68.06282722513089,70.11235955056179,70.84233261339092,68.98047722342733,70.60856350155998,72.45989304812835
Extremo Sul,Teixeira de Freitas,290080,Alcobaça,71.14093959731544,60.882352941176464,68.62068965517241,75.9322033898305,70.49180327868852,67.84452296819788,71.23745819397993,70.64846416382252,67.9245283018868,68.70748299319727,69.34304454832676,62.58741258741259
Extremo Sul,Teixeira de Freitas,290690,Caravelas,64.96815286624204,62.34939759036144,67.71653543307087,65.61085972850678,65.96638655462185,69.58174904942965,62.589928057553955,66.03053435114504,57.59717314487632,61.904761904761905,64.431547868057,51.70940170940172
Extremo Sul,Teixeira de Freitas,291280,Ibirapuã,65.11627906976744,57.30337078651685,53.333333333333336,65.0,57.54716981132076,68.10344827586206,60.902255639097746,57.72357723577236,56.19834710743802,53.91304347826087,59.51408247373695,58.4070796460177
Extremo Sul,Teixeira de Freitas,291560,Itamaraju,71.81528662420382,73.48111658456486,74.10138248847926,73.66296670030272,69.84273820536541,67.8048780487805,64.84962406015038,67.0611439842209,60.651162790697676,61.46694214876033,68.47372416355259,53.2258064516129
Extremo Sul,Teixeira de Freitas,291600,Itanhém,54.14847161572053,60.0,49.21259842519685,48.0,41.27659574468085,47.32142857142857,47.44897959183674,43.47826086956522,30.952380952380953,49.42528735632184,47.12640031271316,53.987730061349694
Extremo Sul,Teixeira de Freitas,291845,Jucuruçu,79.66101694915254,67.04545454545455,75.0,60.0,61.855670103092784,70.10309278350515,59.0,67.81609195402298,66.66666666666666,62.76595744680851,66.99139504487032,62.31884057971014
Extremo Sul,Teixeira de Freitas,291890,Lajedão,63.26530612244898,66.66666666666666,47.368421052631575,68.29268292682927,54.054054054054056,61.904761904761905,67.85714285714286,66.66666666666666,54.347826086956516,48.717948717948715,59.914147705610716,51.61290322580645
Extremo Sul,Teixeira de Freitas,292110,Medeiros Neto,69.0909090909091,60.59701492537314,57.23270440251572,55.033557046979865,52.264808362369344,52.293577981651374,50.97402597402597,48.49624060150376,46.81528662420382,42.585551330798474,53.53836763403306,45.149253731343286
Extremo Sul,Teixeira de Freitas,292200,Mucuri,63.84505021520803,57.71349862258953,53.0,55.07868383404863,55.77211394302849,54.146341463414636,54.33436532507739,51.49700598802395,45.56040756914119,50.44091710758377,54.13883840681156,49.64664310954063
Extremo Sul,Teixeira de Freitas,292300,Nova Viçosa,68.21589205397302,62.518740629685155,58.815958815958815,59.18653576437588,56.76429567642957,53.29512893982808,55.5895865237366,54.314720812182735,57.5812274368231,65.8695652173913,59.21516518703843,60.37735849056604
Extremo Sul,Teixeira de Freitas,292550,Prado,73.15914489311164,74.58823529411764,74.16267942583733,73.91304347826086,76.65847665847666,70.6401766004415,75.95238095238095,76.92307692307693,65.09240246406571,70.96153846153847,73.20511551513076,65.74468085106383
Extremo Sul,Teixeira de Freitas,293135,Teixeira de Freitas,56.20094191522763,51.29455909943715,51.30658814869341,52.20077220077221,49.98113919275745,52.99367794719226,52.10461789946874,50.34220532319391,51.89209441738479,53.62428842504744,52.194088456917505,49.72422571064913
Extremo Sul,Teixeira de Freitas,293325,Vereda,75.36231884057972,72.36842105263158,71.11111111111111,75.47169811320755,64.70588235294117,60.0,60.86956521739131,68.11594202898551,57.14285714285714,47.45762711864407,65.26054229783492,50.76923076923077
Leste,Camaçari,290570,Camaçari,55.9196364506099,55.83529411764706,53.94517282479142,53.73239436619718,52.7302174919019,56.44211903204709,56.304707830612735,57.517681953000235,57.22108145106092,54.524089306697995,55.41723948245665,57.384987893462466
Leste,Camaçari,290860,Conde,83.01886792452831,77.64705882352942,77.94561933534743,79.3103448275862,74.43820224719101,81.00558659217877,80.81761006289308,76.51933701657458,76.92307692307693,75.07418397626114,78.26998877291668,69.7841726618705
Leste,Camaçari,291005,Dias d'Ávila,62.7669452181987,59.479553903345725,62.72401433691756,55.3125,55.72232645403376,57.976298997265275,58.858102434928625,57.493649449618964,58.355205599300085,59.5903165735568,58.82789129671655,53.55603448275862
Leste,Camaçari,292100,Mata de São João,58.539944903581265,56.939040207522694,54.63087248322148,54.37665782493368,58.80794701986755,56.94444444444444,56.49999999999999,59.04628330995793,59.25925925925925,56.97050938337802,57.20149588361663,58.2089552238806
Leste,Camaçari,292520,Pojuca,53.898305084745765,49.66329966329967,49.554367201426025,49.012567324955114,47.76699029126213,53.71549893842887,60.341555977229596,61.97802197802198,64.12556053811659,63.61702127659574,55.36731882740814,58.72576177285319
Leste,Camaçari,293070,Simões Filho,61.98473282442748,60.0,58.930481283422466,61.18122160524987,58.432432432432435,60.615711252653924,62.66266266266266,60.8058608058608,61.97478991596639,60.79155672823219,60.737944951090824,63.86170906718852
Leste,Cruz das Almas,290485,Cabaceiras do Paraguaçu,64.85355648535564,63.05220883534136,60.86956521739131,61.199999999999996,59.25925925925925,56.016597510373444,49.57627118644068,60.4,60.18099547511312,46.21848739495798,58.16269413642327,57.692307692307686
Leste,Cruz das Almas,290490,Cachoeira,70.50359712230215,67.6959619952494,70.0,69.26829268292683,70.56179775280899,67.3469387755102,70.51886792452831,61.86868686868687,64.85148514851485,64.24581005586593,67.68614383263936,59.3167701863354
Leste,Cruz das Almas,290820,Conceição da Feira,61.382113821138205,57.534246575342465,60.810810810810814,61.80257510729614,63.83928571428571,61.15702479338842,62.80193236714976,62.33183856502242,64.70588235294117,56.557377049180324,61.292308715655544,53.20197044334976
Leste,Cruz das Almas,290980,Cruz das Almas,43.86740331491713,39.603960396039604,37.2093023255814,34.068627450980394,39.869281045751634,37.94749403341289,36.13550815558344,47.09371293001186,38.31891223733004,35.146443514644346,38.92606454042527,37.19599427753934
Leste,Cruz das Almas,291160,Governador Mangabeira,58.214285714285715,56.393442622950815,49.26470588235294,46.15384615384615,58.78136200716846,52.282157676348554,51.6260162601626,56.43153526970954,53.874538745387454,43.873517786561266,52.68954081187735,50.20576131687243
Leste,Cruz das Almas,292060,Maragogipe,61.512027491408936,58.87681159420289,58.54126679462573,58.599999999999994,53.2,58.7991718426501,57.995735607675904,60.801781737193764,53.9553752535497,52.77777777777778,57.505994809908486,51.78571428571429
Leste,Cruz das Almas,292230,Muritiba,50.98039215686274,50.872093023255815,49.184782608695656,52.38095238095239,49.549549549549546,51.81518151815182,46.62756598240469,51.12994350282486,48.77300613496933,43.729903536977496,49.50433703946443,43.32129963898917
Leste,Cruz das Almas,292900,São Félix,50.29585798816568,54.54545454545454,55.55555555555556,58.75706214689266,52.121212121212125,65.88235294117646,52.513966480446925,52.121212121212125,56.21621621621622,50.68493150684932,54.86938216231815,43.884892086330936
Leste,Cruz das Almas,292960,Sapeaçu,25.37313432835821,19.272727272727273,20.16460905349794,24.0,28.799999999999997,25.688073394495415,25.691699604743086,29.482071713147413,31.62393162393162,28.510638297872344,25.86068852887733,22.099447513812155
Leste,Salvador,290650,Candeias,54.537953795379536,61.55172413793103,58.96762904636921,55.42271562766866,57.41878841088675,58.249772105742935,58.01376597836775,59.34393638170974,56.05786618444847,54.49160908193485,57.405576075043896,60.591715976331365
Leste,Salvador,291610,Itaparica,56.42857142857143,51.42857142857142,52.55474452554745,53.61216730038023,62.34817813765182,58.54545454545455,65.31365313653137,61.53846153846154,53.75494071146245,52.43445692883895,56.79591996814713,54.09836065573771
Leste,Salvador,291920,Lauro de Freitas,56.76132521974308,58.0393487109905,52.439418416801296,53.60540042957963,51.990276511698575,54.57820474332033,55.53076187440229,53.84615384615385,51.26238414829019,50.04906771344455,53.81023416144243,54.368546465448766
Leste,Salvador,291992,Madre de Deus,53.75,48.49498327759198,52.960526315789465,49.2063492063492,48.89589905362776,50.29239766081871,54.39093484419264,45.42253521126761,44.642857142857146,41.935483870967744,48.999196658346236,50.66079295154186
Leste,Salvador,292740,Salvador,49.19746481191868,49.85167962799647,48.26704009910323,48.31056990839778,48.1912602567947,49.93021537451082,51.49620238707099,51.56850553922677,51.18650884854057,49.93937189280951,49.79388187463695,52.163145267394164
Leste,Salvador,292860,Santo Amaro,62.97760210803689,66.66666666666666,58.495821727019504,63.357664233576635,63.88467374810318,60.475482912332836,66.77419354838709,69.09361069836552,61.904761904761905,65.34653465346535,63.89770122007157,64.03846153846153
Leste,Salvador,292920,São Francisco do Conde,58.94245723172629,55.4904831625183,55.82089552238806,57.02479338842975,59.780907668231606,56.01217656012176,59.63581183611532,55.45023696682464,51.56739811912225,54.174067495559505,56.38992279510374,56.935817805383024
Leste,Salvador,292950,São Sebastião do Passé,64.55479452054794,57.90349417637272,61.20401337792642,58.19327731092437,54.94296577946768,56.74255691768827,58.62745098039216,62.76595744680851,57.32600732600732,60.24844720496895,59.25089650411043,58.128078817733986
Leste,Salvador,292975,Saubara,65.06849315068493,68.45637583892618,65.625,66.92913385826772,64.81481481481481,73.40425531914893,75.49019607843137,71.96261682242991,65.42056074766354,70.27027027027027,68.74417169006378,58.26086956521739
Leste,Salvador,293320,Vera Cruz,59.36952714535902,55.55555555555556,55.31062124248497,50.403225806451616,52.14723926380368,60.70686070686071,70.0,60.16427104722793,59.523809523809526,56.38841567291312,57.95695259644661,57.831325301204814
Leste,Santo Antônio de Jesus,290100,Amargosa,63.481953290870486,52.46548323471401,55.10597302504817,53.610503282275715,57.70925110132159,60.093896713615024,59.523809523809526,61.038961038961034,48.21802935010482,51.23595505617977,56.24838156169002,55.58312655086849
Leste,Santo Antônio de Jesus,290230,Aratuípe,60.416666666666664,50.48543689320388,58.82352941176471,58.333333333333336,51.162790697674424,57.02479338842975,59.84251968503938,67.4074074074074,60.74074074074074,64.51612903225806,58.87533472565184,51.724137931034484
Leste,Santo Antônio de Jesus,290730,Castro Alves,65.07936507936508,63.18840579710145,66.32390745501286,60.29411764705882,61.53846153846154,62.35294117647059,62.893081761006286,55.6497175141243,53.69774919614147,64.82758620689654,61.58453333716388,54.13533834586466
Leste,Santo Antônio de Jesus,290830,Conceição do Almeida,32.065217391304344,36.45833333333333,40.23668639053255,44.927536231884055,46.57534246575342,39.87730061349693,40.0,41.17647058823529,40.116279069767444,49.31506849315068,41.07482345774581,38.19444444444444
Leste,Santo Antônio de Jesus,291020,Dom Macedo Costa,38.80597014925373,38.983050847457626,37.5,44.0,50.0,39.130434782608695,37.93103448275862,48.275862068965516,41.17647058823529,35.18518518518518,41.09880081044646,48.888888888888886
Leste,Santo Antônio de Jesus,291030,Elísio Medrado,50.0,45.94594594594595,33.33333333333333,47.05882352941176,37.704918032786885,52.87356321839081,46.26865671641791,41.77215189873418,28.749999999999996,21.686746987951807,40.53941396629726,37.5
Leste,Santo Antônio de Jesus,291685,Itatim,54.285714285714285,54.0,60.337552742616026,56.310679611650485,61.111111111111114,43.43434343434344,57.00483091787439,55.367231638418076,52.02312138728323,64.1891891891892,55.806377431820025,61.48148148148148
Leste,Santo Antônio de Jesus,291780,Jaguaripe,58.333333333333336,57.99086757990868,62.68656716417911,56.8075117370892,62.732919254658384,59.44444444444444,58.91089108910891,58.21596244131455,53.125,48.858447488584474,57.71059445326212,52.475247524752476
Leste,Santo Antônio de Jesus,291820,Jiquiriçá,63.297872340425535,59.3939393939394,58.45070422535211,67.37588652482269,66.01307189542483,61.904761904761905,53.90070921985816,66.44736842105263,54.088050314465406,56.44171779141104,60.731408203151375,47.15447154471545
Leste,Santo Antônio de Jesus,291880,Laje,59.710144927536234,60.0,61.23076923076923,58.80149812734082,53.90070921985816,54.69798657718121,52.083333333333336,53.84615384615385,48.95833333333333,50.314465408805034,55.35433940043113,39.705882352941174
Leste,Santo Antônio de Jesus,292130,Milagres,62.903225806451616,45.714285714285715,52.57731958762887,59.02777777777778,50.76923076923077,58.86524822695035,68.29268292682927,65.46762589928058,63.81578947368421,54.19847328244275,58.16316594645618,55.172413793103445
Leste,Santo Antônio de Jesus,292220,Muniz Ferreira,45.535714285714285,40.65934065934066,30.48780487804878,46.06741573033708,44.11764705882353,48.75,52.68817204301075,46.22641509433962,48.93617021276596,43.037974683544306,44.6506654645925,36.507936507936506
Leste,Santo Antônio de Jesus,292240,Mutuípe,58.052434456928836,56.849315068493155,55.95667870036101,64.17910447761194,50.0,52.123552123552116,59.24764890282132,54.63576158940398,47.10144927536232,44.44444444444444,54.25903890389791,44.23963133640553
Leste,Santo Antônio de Jesus,292250,Nazaré,52.60663507109005,44.630071599045344,52.07253886010362,46.92556634304207,47.93650793650794,57.89473684210527,63.50974930362116,64.0,62.5,55.821917808219176,54.78977237637347,52.96442687747036
Leste,Santo Antônio de Jesus,292575,Presidente Tancredo Neves,70.61728395061728,69.21241050119332,68.55036855036855,70.98765432098766,67.20257234726688,68.65671641791045,66.16541353383458,62.30769230769231,67.50629722921914,59.47867298578199,67.06850821448721,59.20245398773007
Leste,Santo Antônio de Jesus,292730,Salinas da Margarida,68.1592039800995,56.57142857142857,65.0,62.14689265536724,61.02564102564103,69.64285714285714,67.11409395973155,64.77987421383648,59.06040268456376,39.58333333333333,61.30837275668587,36.434108527131784
Leste,Santo Antônio de Jesus,292850,Santa Teresinha,67.56756756756756,60.11904761904761,42.038216560509554,50.35971223021583,51.61290322580645,64.34108527131784,63.96396396396396,56.481481481481474,50.0,55.96330275229357,56.24472806722038,53.03030303030303
Leste,Santo Antônio de Jesus,292870,Santo Antônio de Jesus,36.62464985994397,34.31105047748977,35.54006968641115,36.58903080390684,35.22561863173217,38.40104849279161,38.29634931997137,34.89030431705591,29.31899641577061,30.161054172767205,34.935817217784056,33.44917463075586
Leste,Santo Antônio de Jesus,292910,São Felipe,35.12396694214876,40.54054054054054,50.678733031674206,47.57709251101321,39.906103286384976,50.23696682464455,47.05882352941176,48.35680751173709,43.30357142857143,35.88516746411483,43.86677730702414,35.602094240837694
Leste,Santo Antônio de Jesus,292940,São Miguel das Matas,56.00000000000001,59.55882352941176,52.459016393442624,55.81395348837209,56.86274509803921,52.0,48.46153846153846,58.490566037735846,46.49122807017544,51.37614678899083,53.751401786770636,41.0
Leste,Santo Antônio de Jesus,293210,Ubaíra,76.73716012084593,71.91011235955057,66.4259927797834,58.36734693877551,56.82656826568265,63.77952755905512,64.70588235294117,69.29460580912863,68.62745098039215,53.246753246753244,64.99214004129082,40.32258064516129
Leste,Santo Antônio de Jesus,293317,Varzedo,42.016806722689076,46.26865671641791,43.57142857142857,54.46428571428571,49.137931034482754,51.724137931034484,53.2258064516129,45.66929133858268,41.13475177304964,35.08771929824561,46.230081555182934,42.04545454545455
Nordeste,Alagoinhas,290030,Acajutiba,90.32258064516128,84.65116279069768,82.02764976958525,81.59203980099502,83.14606741573034,79.12087912087912,86.04651162790698,82.97872340425532,81.18279569892472,76.70454545454545,82.77729557286811,70.0
Nordeste,Alagoinhas,290070,Alagoinhas,61.28880526810912,59.94809688581315,58.6036036036036,59.35828877005348,60.882477725922776,63.51351351351351,63.71499176276772,64.07360936846509,64.54200084423807,58.93358278765201,61.48589705301386,58.01526717557252
Nordeste,Alagoinhas,290190,Aporá,77.09251101321586,84.51327433628319,77.93427230046949,80.88235294117648,76.16580310880829,83.91304347826087,84.28571428571429,82.38341968911918,78.52760736196319,69.49152542372882,79.51895239387396,64.17910447761194
Nordeste,Alagoinhas,290205,Araçás,68.39622641509435,67.94871794871796,69.18604651162791,68.09815950920245,69.79166666666666,72.1590909090909,65.94594594594595,72.36842105263158,71.42857142857143,68.90243902439023,69.42252854119394,62.30769230769231
Nordeste,Alagoinhas,290220,Aramari,65.35433070866141,67.79661016949152,61.94690265486725,70.9090909090909,66.05504587155964,66.66666666666666,69.01408450704226,68.90756302521008,78.0701754385965,59.09090909090909,67.38113790420952,71.25
Nordeste,Alagoinhas,290700,Cardeal da Silva,76.43312101910828,80.67226890756302,70.92198581560284,78.86178861788618,72.51908396946564,75.177304964539,77.96610169491525,70.54263565891473,80.16528925619835,66.93548387096774,75.01950637751611,78.3132530120482
Nordeste,Alagoinhas,290750,Catu,44.729729729729726,39.324116743471585,41.973490427098675,45.41547277936962,45.91836734693878,47.251114413075776,55.294117647058826,55.772646536412076,56.2962962962963,53.889943074003796,48.58652949934552,52.18579234972678
Nordeste,Alagoinhas,290960,Crisópolis,84.375,85.1063829787234,85.61151079136691,77.95275590551181,83.79446640316206,83.62369337979094,82.11678832116789,82.64150943396227,73.66412213740458,77.51196172248804,81.6398191073578,73.52941176470588
Nordeste,Alagoinhas,291050,Entre Rios,72.68128161888701,74.23971377459749,71.35761589403974,68.36902800658979,65.14598540145985,70.94972067039106,73.65591397849462,72.10144927536231,70.12987012987013,68.80907372400756,70.74396524736996,68.13953488372093
Nordeste,Alagoinhas,291060,Esplanada,85.09803921568627,84.2,79.61538461538461,81.56862745098039,82.44444444444444,78.84615384615384,84.24507658643327,80.0,82.09764918625679,77.31958762886599,81.54349629742056,72.7047146401985
Nordeste,Alagoinhas,291370,Inhambupe,85.24904214559386,81.12149532710279,81.41414141414141,79.29515418502203,79.69924812030075,80.56206088992974,79.64601769911505,81.65548098434004,81.11888111888112,76.99530516431925,80.67568270487459,75.4601226993865
Nordeste,Alagoinhas,291590,Itanagra,72.72727272727273,73.68421052631578,77.08333333333334,76.19047619047619,69.66292134831461,69.6969696969697,83.54430379746836,69.87951807228916,69.89247311827957,71.05263157894737,73.34141103896668,70.23809523809523
Nordeste,Alagoinhas,291650,Itapicuru,83.6283185840708,80.70588235294117,78.25059101654847,75.20435967302453,75.06112469437653,77.09497206703911,77.3841961852861,76.59574468085107,75.30864197530865,71.2082262210797,77.04420574505262,70.97902097902097
Nordeste,Alagoinhas,291790,Jandaíra,76.15894039735099,75.28089887640449,77.64705882352942,76.12903225806451,67.45562130177515,72.5,72.26277372262774,69.6551724137931,70.0,69.40298507462687,72.64924828681724,65.32258064516128
Nordeste,Alagoinhas,292330,Ouriçangas,83.89830508474576,83.78378378378379,75.70093457943925,77.35849056603774,85.0574712643678,85.98130841121495,81.92771084337349,87.34177215189874,72.61904761904762,54.054054054054056,78.77228783579633,74.54545454545455
Nordeste,Alagoinhas,292410,Pedrão,84.52380952380952,76.11940298507463,69.51219512195121,72.46376811594203,71.21212121212122,82.43243243243244,85.71428571428571,73.5632183908046,78.08219178082192,70.0,76.36234252772434,67.24137931034483
Nordeste,Alagoinhas,292700,Rio Real,81.70515097690941,76.86567164179104,70.95070422535211,72.6605504587156,73.38403041825094,77.36625514403292,77.90697674418605,74.33808553971487,75.55555555555556,75.46816479400749,75.62011454985159,74.51456310679612
Nordeste,Alagoinhas,292970,Sátiro Dias,81.18081180811808,77.4074074074074,73.09236947791165,80.95238095238095,85.56701030927834,78.89447236180904,75.60975609756098,81.5668202764977,78.99543378995433,72.05882352941177,78.53252860103301,65.51724137931035
Nordeste,Ribeira do Pombal,290035,Adustina,81.57894736842105,74.65437788018433,66.66666666666666,72.02380952380952,71.73913043478261,73.29192546583852,66.42857142857143,62.857142857142854,69.32515337423312,66.45962732919256,70.50253523288427,62.18487394957983
Nordeste,Ribeira do Pombal,290160,Antas,69.6774193548387,65.56291390728477,63.39869281045751,55.47445255474452,63.41463414634146,59.863945578231295,59.859154929577464,70.71428571428572,59.589041095890416,54.88721804511278,62.24417581367648,47.01492537313433
Nordeste,Ribeira do Pombal,290265,Banzaê,76.66666666666667,72.76422764227642,69.5,71.34146341463415,71.8232044198895,70.32967032967034,71.83908045977012,69.03553299492386,61.452513966480446,59.2391304347826,69.3991490329094,60.95890410958904
Nordeste,Ribeira do Pombal,290780,Cícero Dantas,72.8643216080402,64.72148541114059,61.69014084507042,65.38461538461539,61.58357771260997,63.323782234957015,50.445103857566764,62.290502793296085,59.50920245398773,47.756410256410255,60.95691425576943,42.90657439446367
Nordeste,Ribeira do Pombal,290790,Cipó,71.42857142857143,71.0691823899371,72.41379310344827,65.42372881355932,66.8122270742358,68.88888888888889,75.82417582417582,64.64646464646465,62.93706293706294,61.68831168831169,68.11324067946559,63.29113924050633
Nordeste,Ribeira do Pombal,290920,Coronel João Sá,79.43548387096774,73.73737373737373,70.37037037037037,78.70370370370371,68.64864864864865,63.31658291457286,65.44502617801047,70.83333333333334,66.02870813397129,64.31924882629107,70.08384797172434,62.01117318435754
Nordeste,Ribeira do Pombal,291075,Fátima,75.95628415300546,69.9074074074074,77.38693467336684,71.92118226600985,70.29702970297029,68.85245901639344,70.70707070707071,71.20418848167539,67.43119266055045,64.28571428571429,70.79494633541643,59.56284153005464
Nordeste,Ribeira do Pombal,291185,Heliópolis,72.72727272727273,72.22222222222221,72.48322147651007,69.91869918699187,62.698412698412696,67.2,72.32142857142857,69.11764705882352,59.67741935483871,54.263565891472865,67.26298891879733,56.779661016949156
Nordeste,Ribeira do Pombal,292290,Nova Soure,81.07476635514018,81.43236074270557,76.82291666666666,75.21126760563381,77.33711048158641,79.67213114754098,72.02572347266882,75.5223880597015,75.625,68.62170087976538,76.33453654114093,70.37037037037037
Nordeste,Ribeira do Pombal,292305,Novo Triunfo,71.42857142857143,75.36231884057972,67.74193548387096,67.05882352941175,70.70707070707071,73.0,74.54545454545455,72.28915662650603,64.28571428571429,54.83870967741935,69.1257755124599,55.294117647058826
Nordeste,Ribeira do Pombal,292310,Olindina,78.72340425531915,83.23699421965318,79.30029154518951,73.37278106508876,79.36046511627907,78.48101265822784,75.2442996742671,74.74402730375427,72.64150943396226,68.36734693877551,76.34721322105166,67.41071428571429
Nordeste,Ribeira do Pombal,292380,Paripiranga,68.26666666666667,62.59946949602122,57.80821917808219,58.16326530612245,64.57765667574932,58.19397993311036,70.32967032967034,63.53383458646616,59.23344947735192,62.76595744680851,62.54721690960493,58.94308943089431
Nordeste,Ribeira do Pombal,292650,Ribeira do Amparo,70.85201793721974,61.572052401746724,61.21495327102804,66.29213483146067,76.52582159624414,75.42857142857143,74.33155080213903,75.52083333333334,66.33165829145729,58.659217877094974,68.67288117702955,64.93506493506493
Nordeste,Ribeira do Pombal,292660,Ribeira do Pombal,65.58018252933508,58.92857142857143,52.275379229871646,59.183673469387756,61.41439205955335,61.72839506172839,65.36388140161725,60.55776892430279,54.047619047619044,51.66204986149584,59.07419130134825,51.95195195195195
Nordeste,Ribeira do Pombal,293076,Sítio do Quinto,74.23312883435584,70.3030303030303,68.27586206896552,57.692307692307686,69.5364238410596,68.70229007633588,72.56637168141593,68.70748299319727,62.16216216216216,63.02521008403361,67.52042697368638,61.016949152542374
Norte,Juazeiro,290590,Campo Alegre de Lourdes,59.77443609022557,60.57494866529775,58.70445344129555,58.719646799117,46.391752577319586,51.2241054613936,53.79609544468546,59.95850622406639,48.54014598540146,46.2,54.38840906888024,38.26879271070615
Norte,Juazeiro,290682,Canudos,71.0204081632653,79.41176470588235,74.32432432432432,76.43979057591623,76.0,77.11864406779661,75.82938388625593,71.98275862068965,73.63636363636363,66.80497925311202,74.25684172336061,66.66666666666666
Norte,Juazeiro,290720,Casa Nova,72.95918367346938,68.63084922010398,66.39928698752227,64.1214351425943,63.64468864468864,59.41765241128299,69.00702106318957,66.0238751147842,66.25357483317445,64.6559849198869,66.11135520106967,59.62962962962963
Norte,Juazeiro,290990,Curaçá,79.14230019493176,72.47706422018348,72.6235741444867,71.67755991285402,67.17557251908397,63.83838383838384,67.15481171548117,66.54929577464789,65.06238859180036,64.67576791808874,69.03767188299419,61.99186991869918
Norte,Juazeiro,291840,Juazeiro,67.33972741039878,62.6853813559322,62.04248784233427,60.31586863875658,59.888720283257456,61.00316312697696,60.407461953853705,62.33589859665006,60.40664626147792,59.98627316403569,61.641162863367356,57.02980743867053
Norte,Juazeiro,292440,Pilão Arcado,45.52590266875981,48.818897637795274,54.36241610738255,49.375,44.02852049910874,43.17032040472175,52.42369838420108,51.39573070607554,43.09764309764309,39.682539682539684,47.18806691882275,40.42553191489361
Norte,Juazeiro,292600,Remanso,37.806451612903224,37.922403003754695,33.13953488372093,30.48211508553655,29.11010558069382,29.160739687055475,26.203966005665723,34.626865671641795,34.5985401459854,35.56547619047619,32.86161978674338,30.474452554744524
Norte,Juazeiro,293020,Sento Sé,76.60311958405546,75.46125461254613,65.8119658119658,66.91449814126395,64.0495867768595,59.95850622406639,59.541984732824424,66.85823754789271,70.47101449275362,64.09185803757829,66.97620259618063,66.51583710407239
Norte,Juazeiro,293077,Sobradinho,72.32375979112271,68.52300242130751,64.94845360824742,61.43958868894601,63.42710997442455,63.589743589743584,68.76712328767123,64.43418013856814,68.39378238341969,56.71296296296296,65.25597068464137,63.06068601583114
Norte,Juazeiro,293200,Uauá,81.03975535168195,72.7810650887574,69.23076923076923,74.17218543046357,74.64788732394366,75.68493150684932,70.51282051282051,69.53846153846153,68.1967213114754,61.038961038961034,71.68435583341837,59.395973154362416
Norte,Paulo Afonso,290020,Abaré,78.70967741935485,70.6896551724138,66.98113207547169,64.48275862068965,65.72327044025157,60.28368794326241,64.72868217054264,59.84848484848485,60.13513513513513,62.544169611307424,65.4126653436914,59.92366412213741
Norte,Paulo Afonso,290770,Chorrochó,84.61538461538461,77.58620689655173,71.66666666666667,74.83443708609272,61.34969325153374,75.0,61.935483870967744,73.77049180327869,63.53591160220995,65.51724137931035,70.98115171719962,62.8099173553719
Norte,Paulo Afonso,291140,Glória,60.86956521739131,62.86764705882353,66.12244897959184,57.53968253968254,46.909090909090914,53.57142857142857,43.913043478260875,41.66666666666667,43.91143911439114,41.832669322709165,51.92036818580366,42.473118279569896
Norte,Paulo Afonso,291810,Jeremoabo,73.17073170731707,74.48275862068967,78.55711422845691,73.15175097276264,74.55621301775149,70.52631578947368,69.6969696969697,67.8646934460888,69.08023483365949,64.87523992322457,71.5962022236394,63.438256658595634
Norte,Paulo Afonso,291990,Macururé,80.48780487804879,75.72815533980582,81.55339805825243,68.62745098039215,67.85714285714286,76.52173913043478,70.10309278350515,68.13186813186813,69.0909090909091,67.0,72.51015612503593,72.28915662650603
Norte,Paulo Afonso,292400,Paulo Afonso,54.49561403508771,58.50899742930591,58.19715340010543,51.83741648106904,47.613882863340564,47.48743718592965,44.45670159955874,47.195467422096314,45.77114427860697,46.38228941684665,50.1946104111947,40.286298568507156
Norte,Paulo Afonso,292420,Pedro Alexandre,80.09049773755656,76.69491525423729,74.05660377358491,73.13432835820896,73.39449541284404,64.36170212765957,74.35897435897436,73.52941176470588,69.36936936936937,68.75,72.7740298157141,68.42105263157895
Norte,Paulo Afonso,292710,Rodelas,67.76315789473685,61.46341463414634,56.4625850340136,57.77777777777777,57.3170731707317,59.34065934065934,51.162790697674424,49.74874371859296,50.810810810810814,51.49700598802395,56.33440190671678,48.05194805194805
Norte,Paulo Afonso,292760,Santa Brígida,71.8978102189781,77.27272727272727,76.13636363636364,71.09004739336493,63.942307692307686,61.572052401746724,50.505050505050505,60.204081632653065,63.594470046082954,61.15702479338842,65.73719355926633,50.27932960893855
Norte,Senhor do Bonfim,290135,Andorinha,70.49180327868852,65.55555555555556,59.89847715736041,60.75949367088608,60.11904761904761,51.87500000000001,61.016949152542374,56.770833333333336,54.824561403508774,51.9774011299435,59.32891223008661,46.05263157894737
Norte,Senhor do Bonfim,290180,Antônio Gonçalves,71.22302158273382,70.8029197080292,70.58823529411765,64.90066225165563,67.27272727272727,58.76288659793815,68.96551724137932,64.24242424242425,62.65060240963856,62.42424242424243,66.18332390248861,58.86524822695035
Norte,Senhor do Bonfim,290600,Campo Formoso,69.69432314410481,64.52830188679245,66.81943171402384,66.15384615384615,62.89424860853432,65.89147286821705,68.66840731070496,66.54343807763401,64.29725363489499,59.98307952622673,65.54738029249795,60.750507099391484
