Macrorregião de Saúde,Região de Saúde,Cod. IBGE,Município,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,Média 2010/2019,2020*
Centro Leste,Seabra,291440,Iraquara,63.18289786223278,62.43243243243243,59.130434782608695,52.42165242165242,51.84135977337111,57.68194070080862,52.54691689008043,49.494949494949495,37.88659793814433,39.01808785529715,52.563727015157745,37.35294117647059
Centro Leste,Seabra,291930,Lençóis,75.77639751552795,71.42857142857143,66.12903225806451,55.970149253731336,59.354838709677416,63.86554621848739,66.66666666666666,61.016949152542374,62.5,60.0,64.2708151203269,51.81818181818182
Centro Leste,Seabra,292190,Mucugê,62.5,52.02020202020202,53.57142857142857,49.65034965034965,43.78378378378379,45.55555555555556,42.30769230769231,52.352941176470594,55.47945205479452,50.920245398773,50.814165051905,40.38461538461539
Centro Leste,Seabra,292303,Novo Horizonte,52.23880597014925,54.54545454545454,49.65986394557823,46.15384615384615,41.04477611940299,31.746031746031743,34.51327433628318,31.62393162393162,35.15625,32.592592592592595,40.92748270332704,28.46153846153846
Centro Leste,Seabra,292350,Palmeiras,69.93006993006993,68.88888888888889,63.81578947368421,61.267605633802816,57.7922077922078,55.92105263157895,63.33333333333333,55.74712643678161,51.973684210526315,50.0,59.866975833087395,48.4375
Centro Leste,Seabra,292430,Piatã,70.41666666666667,69.38775510204081,69.64980544747081,58.10276679841897,57.23905723905723,67.63754045307444,60.0,57.48987854251012,45.689655172413794,45.76271186440678,60.13758372860597,48.82629107981221
Centro Leste,Seabra,292990,Seabra,64.56043956043956,66.56976744186046,68.16208393632417,58.80551301684533,54.39469320066335,41.269841269841265,37.93103448275862,39.74151857835218,35.35911602209944,37.57961783439491,50.43736253435793,40.80145719489982
Centro Leste,Seabra,293080,Souto Soares,74.02597402597402,80.89887640449437,75.0,62.33183856502242,66.94915254237289,67.66917293233082,63.42592592592593,63.1578947368421,63.745019920318725,53.333333333333336,67.05371883866145,57.59162303664922
Centro Leste,Serrinha,290040,Água Fria,70.27027027027027,67.72486772486772,55.84415584415584,66.84782608695652,68.71508379888269,67.17948717948717,74.71264367816092,75.88235294117646,67.74193548387096,68.61313868613139,68.353176169396,76.85185185185185
Centro Leste,Serrinha,290210,Araci,77.06919945725916,76.75606641123882,71.22015915119363,73.0817610062893,71.16843702579666,73.87387387387388,74.57627118644068,72.53333333333333,71.72131147540983,63.910969793322735,72.5911382714158,63.4011090573013
Centro Leste,Serrinha,290327,Barrocas,62.33766233766234,51.61290322580645,46.733668341708544,47.906976744186046,41.125541125541126,47.73662551440329,42.487046632124354,47.926267281105986,41.951219512195124,31.06796116504854,46.08858718797818,35.86206896551724
Centro Leste,Serrinha,290360,Biritinga,77.85977859778598,68.63468634686348,72.60869565217392,62.5,70.41666666666667,63.59223300970874,62.244897959183675,57.2972972972973,50.47169811320755,57.61904761904761,64.3245001261935,60.773480662983424
Centro Leste,Serrinha,290680,Cansanção,84.02061855670104,73.52941176470588,75.67567567567568,74.59954233409611,54.865424430641816,58.21205821205822,55.25210084033614,56.37450199203188,50.96359743040685,57.995735607675904,64.14886668443295,59.950248756218905
Centro Leste,Serrinha,290840,Conceição do Coité,54.96264674493063,50.858778625954194,45.785440613026815,49.11764705882353,50.79217148182666,52.0985401459854,47.70992366412214,44.134078212290504,50.802644003777154,52.64187866927593,49.89037492200129,49.00117508813161
Centro Leste,Serrinha,291070,Euclides da Cunha,67.9245283018868,78.24019024970274,70.06134969325153,70.17045454545455,65.88235294117646,68.40052015604682,63.758389261744966,54.256670902160096,53.06818181818181,45.50063371356147,63.726327158316735,48.59550561797753
Centro Leste,Serrinha,291910,Lamarão,74.72527472527473,59.0,68.47826086956522,73.40425531914893,61.94690265486725,66.66666666666666,60.0,63.38028169014085,62.7906976744186,61.038961038961034,65.14313006390432,63.1578947368421
Centro Leste,Serrinha,292150,Monte Santo,63.658838071693445,65.08515815085158,71.38686131386861,63.82113821138211,64.11764705882354,61.03351955307262,58.55161787365177,53.250345781466116,48.489208633093526,41.13149847094802,59.05258331188513,41.340782122905026
Centro Leste,Serrinha,292265,Nordestina,76.92307692307693,78.03468208092485,85.25641025641025,72.67080745341616,59.60264900662252,55.81395348837209,57.4585635359116,64.92146596858639,51.70068027210885,51.42857142857142,65.3810860414001,58.2089552238806
Centro Leste,Serrinha,292580,Queimadas,67.6923076923077,58.03814713896458,57.49999999999999,52.980132450331126,52.46913580246913,50.9375,52.121212121212125,49.01315789473684,54.42622950819672,60.200668896321076,55.53784915045393,53.036437246963565
Centro Leste,Serrinha,292590,Quijingue,82.55208333333334,83.66762177650429,83.8150289017341,85.85209003215434,82.20064724919094,79.13669064748201,83.33333333333334,78.51239669421489,70.98976109215018,79.1044776119403,80.91641306720376,71.4859437751004
Centro Leste,Serrinha,292610,Retirolândia,52.0,50.0,37.06563706563706,34.95575221238938,35.43689320388349,33.51648351648351,36.12565445026178,35.483870967741936,43.15789473684211,39.04761904761905,39.67898052008583,35.810810810810814
Centro Leste,Serrinha,292800,Santaluz,68.26003824091778,66.5406427221172,60.834990059642145,55.62805872756933,51.227495908346974,51.526717557251914,54.15821501014199,58.248472505091655,55.44933078393881,51.52091254752852,57.33948740625463,45.41577825159915
Centro Leste,Serrinha,292895,São Domingos,45.09803921568628,51.30434782608696,43.56435643564357,38.82352941176471,24.050632911392405,41.584158415841586,32.25806451612903,43.02325581395349,46.05263157894737,47.94520547945205,41.37042216048974,33.33333333333333
Centro Leste,Serrinha,293050,Serrinha,60.75000000000001,53.57142857142857,49.84076433121019,44.75043029259897,42.89473684210526,43.138936535162955,40.75067024128686,41.28289473684211,30.585516178736516,26.262626262626267,43.38280039919977,31.360946745562128
Centro Leste,Serrinha,293150,Teofilândia,74.7340425531915,61.67146974063401,64.08668730650155,65.06849315068493,56.774193548387096,54.019292604501615,66.7910447761194,54.19354838709678,53.92857142857142,47.38805970149254,59.86554031971808,45.13274336283185
Centro Leste,Serrinha,293190,Tucano,78.328611898017,76.66666666666667,72.30514096185739,77.99671592775042,73.04075235109718,71.57534246575342,71.4759535655058,63.04728546409807,64.01869158878505,54.35897435897436,70.28141352485054,52.00845665961945
Centro Leste,Serrinha,293300,Valente,45.22292993630573,52.13675213675214,42.5531914893617,45.45454545454545,43.54838709677419,54.61538461538461,55.80524344569289,52.15827338129496,50.0,49.09747292418773,49.05921804802995,45.33898305084746
Centro Norte,Irecê,290115,América Dourada,88.03088803088804,80.3921568627451,77.20930232558139,80.19801980198021,78.2442748091603,76.60550458715596,82.93650793650794,73.39055793991416,74.42922374429224,66.99507389162561,77.84315099298509,71.12299465240642
Centro Norte,Irecê,290300,Barra do Mendes,92.3076923076923,77.58620689655173,71.42857142857143,76.04790419161677,67.05882352941175,66.83673469387756,72.97297297297297,68.78048780487805,71.95121951219512,59.34065934065934,72.4311272678427,53.125
Centro Norte,Irecê,290323,Barro Alto,89.88095238095238,76.21621621621621,78.2122905027933,72.54901960784314,64.86486486486487,63.87096774193548,81.59509202453987,65.5367231638418,73.57512953367875,63.05732484076433,72.93585808774301,51.85185185185185
Centro Norte,Irecê,290530,Cafarnaum,72.41379310344827,67.68802228412257,72.02380952380952,77.431906614786,73.5973597359736,74.65277777777779,69.34306569343066,66.78445229681978,67.66467065868264,63.54838709677419,70.5148244785625,63.45177664974619
Centro Norte,Irecê,290620,Canarana,80.44692737430168,69.24939467312349,73.621103117506,70.92391304347827,62.797619047619044,67.01570680628272,69.74789915966386,72.8,69.34097421203438,63.68421052631579,69.96277479603252,58.63309352517986
Centro Norte,Irecê,290760,Central,82.5938566552901,77.65567765567766,69.20152091254754,73.12775330396477,72.98387096774194,75.35545023696683,77.35849056603774,70.83333333333334,73.83966244725738,71.42857142857143,74.43781875073888,66.0919540229885
Centro Norte,Irecê,291130,Gentio do Ouro,76.76056338028168,78.08219178082192,84.17266187050359,67.27272727272727,65.3061224489796,54.263565891472865,67.74193548387096,71.31147540983606,71.66666666666667,67.85714285714286,70.44350530623034,62.06896551724138
Centro Norte,Irecê,291240,Ibipeba,64.39393939393939,71.21212121212122,68.51063829787233,68.18181818181817,60.86956521739131,55.12820512820513,54.929577464788736,52.331606217616574,53.2608695652174,48.05825242718447,59.68765931061548,38.036809815950924
Centro Norte,Irecê,291310,Ibititá,70.8171206225681,67.76859504132231,64.42687747035573,71.42857142857143,62.139917695473244,66.21004566210046,70.94017094017094,67.29857819905213,65.02242152466367,55.38461538461539,66.14369139688934,59.53757225433526
Centro Norte,Irecê,291460,Irecê,66.34189548272808,59.178541492036885,53.80753138075314,58.85860306643952,56.433978132884775,58.34658187599364,58.37245696400626,53.6938309215537,55.76781778104335,48.57142857142857,56.937266566886784,47.10017574692443
Centro Norte,Irecê,291535,Itaguaçu da Bahia,77.60416666666666,73.68421052631578,73.62637362637363,81.48148148148148,75.15527950310559,75.8974358974359,80.32786885245902,75.40106951871658,76.26262626262627,77.07006369426752,76.65105760294486,77.85234899328859
Centro Norte,Irecê,291835,João Dourado,83.82022471910112,78.79464285714286,74.86910994764398,75.87209302325581,70.08310249307479,70.2020202020202,73.90180878552972,72.78911564625851,69.23076923076923,71.09375,74.06566369047962,67.41573033707866
Centro Norte,Irecê,291850,Jussara,85.3146853146853,83.95522388059702,78.8546255506608,79.82456140350878,80.0,75.86206896551724,74.14634146341463,72.54901960784314,74.39613526570048,75.49019607843137,78.03928575303587,66.87116564417178
Centro Norte,Irecê,291915,Lapão,80.30973451327434,76.62337662337663,68.88888888888889,70.0,75.95238095238095,72.45657568238212,75.05938242280284,68.42105263157895,71.91283292978208,67.36111111111111,72.69853357555779,63.97306397306397
Centro Norte,Irecê,292205,Mulungu do Morro,78.01724137931035,79.07949790794979,78.91891891891892,71.97802197802197,73.10924369747899,69.63350785340315,74.87437185929649,75.12437810945273,65.76576576576578,64.42307692307693,73.0924024392675,58.75
Centro Norte,Irecê,292560,Presidente Dutra,77.8688524590164,69.5852534562212,68.0,60.962566844919785,67.45562130177515,61.63522012578616,70.5521472392638,64.60674157303372,64.90066225165563,57.24137931034483,66.28084445620166,61.48148148148148
Centro Norte,Irecê,292925,São Gabriel,86.27450980392157,83.0246913580247,73.27327327327328,74.73309608540926,65.4275092936803,76.35658914728683,74.8062015503876,71.54150197628458,69.56521739130434,60.83333333333333,73.5835923212906,64.76683937823834
Centro Norte,Irecê,293240,Uibaí,76.43979057591623,75.79617834394905,70.46632124352331,71.17647058823529,66.46706586826348,68.63905325443787,69.12751677852349,66.84210526315789,62.27544910179641,60.0,68.7229951017803,72.26277372262774
Centro Norte,Irecê,293360,Xique-Xique,76.82926829268293,69.87542468856172,73.78190255220419,71.27272727272728,71.56286721504112,73.62250879249707,78.40375586854461,78.73417721518987,75.95744680851064,68.96551724137932,73.90055959473388,65.406162464986
Centro Norte,Jacobina,290510,Caém,72.02380952380952,61.92893401015228,63.85542168674698,61.40350877192983,53.90625,62.30769230769231,78.99159663865547,53.41614906832298,49.28571428571429,46.82539682539682,60.39444731184206,44.881889763779526
Centro Norte,Jacobina,290550,Caldeirão Grande,80.72916666666666,81.81818181818183,76.88172043010752,80.76923076923077,77.91411042944786,77.6536312849162,77.94871794871796,62.62135922330098,70.0,62.727272727272734,74.90633912978426,49.700598802395206
Centro Norte,Jacobina,290687,Capim Grosso,70.94017094017094,70.81545064377683,66.29464285714286,67.64705882352942,61.55555555555555,55.9748427672956,47.66734279918864,49.80544747081712,61.641221374045806,57.14285714285714,60.948459037437985,64.26735218508998
Centro Norte,Jacobina,291750,Jacobina,60.781122864117165,58.04597701149425,56.14591593973037,58.81883479648843,57.84232365145229,63.38672768878718,60.188827694728566,54.14746543778802,45.27027027027027,44.04145077720207,55.86689161320586,40.917107583774246
Centro Norte,Jacobina,292010,Mairi,70.83333333333334,63.114754098360656,71.94570135746606,71.9047619047619,69.1919191919192,71.64948453608247,75.14792899408283,62.745098039215684,61.578947368421055,62.745098039215684,68.08570268628588,50.26737967914438
Centro Norte,Jacobina,292120,Miguel Calmon,75.85365853658537,71.30242825607064,65.64705882352942,67.8048780487805,61.822660098522164,61.81818181818181,65.08875739644971,59.840425531914896,64.44444444444444,61.09510086455331,65.47175938190323,48.34437086092716
Centro Norte,Jacobina,292140,Mirangaba,69.1919191919192,63.04347826086957,67.6923076923077,70.32967032967034,68.57142857142857,72.82051282051282,74.15730337078652,66.34146341463415,48.58757062146893,58.602150537634415,65.93378048112322,53.293413173652695
Centro Norte,Jacobina,292170,Morro do Chapéu,70.46875,77.00170357751279,70.71823204419888,66.0617059891107,62.64822134387352,62.07513416815742,68.70229007633588,62.152133580705005,60.46511627906976,58.1651376146789,65.84584246736429,57.10843373493976
Centro Norte,Jacobina,292335,Ourolândia,72.0754716981132,69.62025316455697,62.751677852349,63.667820069204154,66.26984126984127,75.91240875912408,64.72868217054264,66.34615384615384,59.23344947735192,57.87545787545788,65.84812161826949,62.38532110091744
Centro Norte,Jacobina,292480,Piritiba,65.79804560260585,68.24324324324324,64.50381679389314,67.21991701244814,65.86538461538461,76.59574468085107,67.94871794871796,64.2570281124498,61.135371179039296,62.311557788944725,66.38788269775779,57.05882352941176
Centro Norte,Jacobina,292593,Quixabeira,83.83838383838383,66.12903225806451,74.13793103448276,64.44444444444444,64.81481481481481,59.61538461538461,55.45454545454545,61.458333333333336,60.97560975609756,51.4018691588785,64.22703487084299,61.79775280898876
Centro Norte,Jacobina,292937,São José do Jacuípe,73.64864864864865,65.78947368421053,54.054054054054056,63.10679611650486,56.779661016949156,58.55855855855856,59.45945945945946,53.125,53.57142857142857,57.02479338842975,59.51178734982436,56.074766355140184
Centro Norte,Jacobina,292980,Saúde,74.30555555555556,69.68085106382979,69.53125,69.62962962962963,75.24752475247524,66.66666666666666,62.96296296296296,57.692307692307686,44.52554744525548,50.96153846153846,64.12038342302215,53.06122448979592
Centro Norte,Jacobina,293060,Serrolândia,65.1685393258427,56.213017751479285,69.00584795321637,71.03448275862068,69.23076923076923,78.08219178082192,73.2824427480916,68.98395721925134,64.24581005586593,67.9245283018868,68.31715871258459,57.57575757575758
Centro Norte,Jacobina,293130,Tapiramutá,80.91603053435115,76.28458498023716,69.36170212765957,80.8080808080808,81.69642857142857,84.39024390243902,75.9493670886076,74.87179487179488,74.44933920704845,66.52542372881356,76.52529958204607,74.52830188679245
Centro Norte,Jacobina,293245,Umburanas,84.34343434343434,75.37688442211056,67.87564766839378,61.37931034482759,67.26190476190477,75.60975609756098,71.19565217391305,69.83240223463687,57.286432160804026,60.69651741293532,69.08579416205212,63.1578947368421
Centro Norte,Jacobina,293305,Várzea da Roça,79.51807228915662,75.64102564102564,71.31147540983606,70.86614173228347,72.14285714285714,63.829787234042556,64.8854961832061,58.68263473053892,62.01550387596899,60.629921259842526,67.9522915498758,59.57446808510638
Centro Norte,Jacobina,293310,Várzea do Poço,67.61904761904762,76.5625,78.33333333333333,64.63414634146342,70.58823529411765,82.10526315789474,63.85542168674698,71.42857142857143,52.27272727272727,67.81609195402298,69.52153380879255,55.12820512820513
Centro Norte,Jacobina,293315,Várzea Nova,76.79558011049724,75.94339622641509,71.60493827160494,79.38931297709924,82.14285714285714,72.67441860465115,73.40425531914893,68.98148148148148,69.14893617021278,61.08108108108108,73.1166257385049,58.333333333333336
Extremo Sul,Porto Seguro,290340,Belmonte,68.97506925207756,63.239074550128535,66.66666666666666,78.52760736196319,79.3103448275862,81.50470219435736,79.5774647887324,74.9271137026239,67.5,73.28990228013029,73.3517945624266,71.32352941176471
Extremo Sul,Porto Seguro,291072,Eunápolis,60.967741935483865,60.34024455077087,55.03538377789875,52.38938053097345,49.97074312463429,49.192200557103064,50.055991041433366,50.02748763056625,51.13122171945701,55.093765838824126,53.420416070714495,47.9282622139765
Extremo Sul,Porto Seguro,291180,Guaratinga,60.59701492537314,58.57605177993528,64.90066225165563,68.89763779527559,73.07692307692307,68.4873949579832,71.07843137254902,69.02985074626866,69.08396946564885,79.01785714285714,68.27457935144695,71.85929648241206
Extremo Sul,Porto Seguro,291465,Itabela,79.5774647887324,76.45051194539249,79.4921875,71.0172744721689,69.00369003690037,62.82828282828283,61.56941649899397,69.41176470588235,62.75303643724697,65.44401544401545,69.75476446576157,66.01307189542483
Extremo Sul,Porto Seguro,291530,Itagimirim,64.13043478260869,72.22222222222221,67.85714285714286,58.65384615384615,70.1923076923077,71.55172413793103,72.72727272727273,62.68656716417911,65.71428571428571,67.27272727272727,67.30085307245234,45.83333333333333
Extremo Sul,Porto Seguro,291630,Itapebi,78.49462365591397,77.34806629834254,73.41040462427746,68.38709677419355,65.89147286821705,56.42857142857143,67.3202614379085,59.55882352941176,70.6896551724138,72.88135593220339,69.04103317214535,57.647058823529406
Extremo Sul,Porto Seguro,292530,Porto Seguro,69.68711905729378,67.36706689536878,65.54447215295096,63.33052985702271,61.71539961013646,65.58856713050018,66.62781662781663,64.66546112115732,64.59713986745727,66.67808219178082,65.58016545114849,67.58029978586724
