Macrorregião de Saúde,Região de Saúde,Cod. IBGE,Município,PENTA,POLIO,PNM,TV,%,PENTA.1,POLIO.1,PNM.1,TV.1,%.1,PENTA.2,POLIO.2,PNM.2,TV.2,%.2,PENTA.3,POLIO.3,PNM.3,TV.3,%.3,PENTA.4,POLIO.4,PNM.4,TV.4,%.4
Centro Norte,Jacobina,290687,Capim Grosso,83.15,77.16,94.01,74.28,0.0,82.9268292682927,83.1485587583149,96.4523281596452,90.4656319290466,0.25,74.8478701825558,79.9188640973631,84.1784989858012,67.1399594320487,0.0,68.8109161793372,77.3879142300195,86.9395711500975,89.083820662768,0.0,35.09,64.91,57.89,52.63,0.0
Sudoeste,Vitória da Conquista,290689,Caraíbas,38.61,37.62,48.51,56.44,0.0,62.3762376237624,60.3960396039604,80.1980198019802,79.2079207920792,0.0,75.5102040816327,71.4285714285714,63.265306122449,84.6938775510204,0.0,86.4077669902913,90.2912621359223,75.7281553398058,107.766990291262,0.25,87.38,69.9,61.17,81.55,0.0
Extremo Sul,Teixeira de Freitas,290690,Caravelas,52.94,46.22,61.76,65.55,0.0,86.9747899159664,79.4117647058823,84.0336134453782,67.6470588235294,0.0,103.956834532374,103.956834532374,111.151079136691,105.035971223022,1.0,82.3076923076923,98.4615384615385,106.538461538462,111.538461538462,0.75,49.62,87.69,110.77,101.54,0.5
Nordeste,Alagoinhas,290700,Cardeal da Silva,37.01,23.62,40.94,45.67,0.0,67.7165354330709,78.740157480315,98.4251968503937,73.2283464566929,0.25,87.2881355932203,81.3559322033898,99.1525423728814,107.627118644068,0.5,41.0852713178295,39.5348837209302,41.0852713178295,50.3875968992248,0.0,16.28,37.21,39.53,34.88,0.0
Sudoeste,Guanambi,290710,Carinhanha,93.14,83.58,100.83,97.92,0.5,77.3388773388773,76.7151767151767,79.4178794178794,88.1496881496881,0.0,94.8660714285714,93.0803571428571,105.580357142857,86.6071428571429,0.25,72.9857819905213,93.3649289099526,97.8672985781991,104.739336492891,0.5,27.73,39.1,42.65,57.58,0.0
Norte,Juazeiro,290720,Casa Nova,98.35,88.55,96.7,104.3,0.75,47.8021978021978,66.7582417582418,72.4358974358974,56.4102564102564,0.0,52.0080321285141,56.2248995983936,68.1726907630522,63.5542168674699,0.0,51.2419503219871,55.2897884084637,57.8656853725851,65.2253909843606,0.0,12.14,33.12,30.91,27.87,0.0
Leste,Santo Antônio de Jesus,290730,Castro Alves,16.54,15.77,11.15,17.31,0.0,84.6153846153846,78.0769230769231,86.1538461538462,86.1538461538462,0.0,66.0377358490566,65.7232704402516,57.8616352201258,61.9496855345912,0.0,35.8757062146893,44.3502824858757,42.9378531073446,50.2824858757062,0.0,39.83,32.2,35.59,48.31,0.0
Oeste,Barreiras,290740,Catolândia,106.12,104.08,93.88,118.37,0.75,93.8775510204082,100.0,97.9591836734694,97.9591836734694,0.75,97.7777777777778,95.5555555555556,95.5555555555556,115.555555555556,1.0,103.389830508475,100.0,108.474576271186,106.779661016949,1.0,132.2,116.95,127.12,106.78,1.0
Nordeste,Alagoinhas,290750,Catu,95.19,90.52,97.23,120.26,0.75,85.7142857142857,86.734693877551,88.6297376093295,85.8600583090379,0.0,87.0588235294118,84.3697478991597,88.9075630252101,103.025210084034,0.25,90.5861456483126,96.0923623445826,94.6714031971581,103.907637655417,0.5,51.15,58.61,64.48,55.95,0.0
Sudoeste,Brumado,290755,Caturama,110.81,121.62,137.84,110.81,1.0,132.432432432432,125.675675675676,114.864864864865,121.621621621622,1.0,71.6814159292035,69.9115044247788,84.070796460177,74.3362831858407,0.0,97.4683544303797,108.860759493671,112.658227848101,113.924050632911,1.0,132.91,87.34,91.14,117.72,0.5
Centro Norte,Irecê,290760,Central,59.52,57.94,58.73,86.51,0.0,37.6984126984127,37.6984126984127,53.1746031746032,61.1111111111111,0.0,83.4905660377358,89.1509433962264,111.320754716981,109.905660377358,0.5,75.4166666666667,76.6666666666667,77.5,89.1666666666667,0.0,28.75,26.25,43.75,31.25,0.0
Norte,Paulo Afonso,290770,Chorrochó,91.41,93.87,101.23,126.38,0.5,47.8527607361963,50.920245398773,50.3067484662577,60.7361963190184,0.0,39.3548387096774,41.9354838709677,38.0645161290323,55.4838709677419,0.0,64.6408839779006,62.4309392265193,70.1657458563536,94.475138121547,0.0,67.96,69.61,62.98,67.96,0.0
Nordeste,Ribeira do Pombal,290780,Cícero Dantas,35.87,34.04,38.6,46.5,0.0,66.5653495440729,67.4772036474164,67.4772036474164,83.8905775075988,0.0,89.1891891891892,89.4894894894895,87.987987987988,84.6846846846847,0.0,81.5642458100559,85.7541899441341,87.1508379888268,83.2402234636871,0.0,19.27,32.68,34.36,34.36,0.0
Nordeste,Ribeira do Pombal,290790,Cipó,45.91,35.45,38.18,40,0.0,92.2727272727273,95.0,115.909090909091,81.8181818181818,0.5,87.1323529411765,85.6617647058823,94.4852941176471,93.0147058823529,0.0,68.3501683501683,86.5319865319865,89.8989898989899,82.8282828282828,0.0,52.53,77.78,66.67,73.74,0.0
Sul,Itabuna,290800,Coaraci,91.35,81.58,97.37,96.24,0.5,94.3609022556391,90.6015037593985,115.037593984962,93.984962406015,0.0,126.274509803922,121.56862745098,127.843137254902,140.392156862745,1.0,79.3233082706767,79.6992481203008,80.0751879699248,97.7443609022556,0.25,36.09,34.96,45.11,38.35,0.0
Oeste,Santa Maria da Vitória,290810,Cocos,46.83,45.07,51.76,60.21,0.0,60.5633802816901,64.0845070422535,87.3239436619718,56.6901408450704,0.0,90.9090909090909,90.9090909090909,91.3419913419913,77.4891774891775,0.0,66.7883211678832,68.6131386861314,75.5474452554745,73.7226277372263,0.0,35.04,31.75,17.52,32.85,0.0
Leste,Cruz das Almas,290820,Conceição da Feira,83.48,60.71,96.88,95.98,0.5,76.3392857142857,73.2142857142857,79.0178571428571,69.6428571428571,0.0,82.6086956521739,81.6425120772947,95.6521739130435,86.9565217391304,0.25,80.7174887892377,88.3408071748879,84.7533632286996,86.9955156950673,0.0,33.63,25.56,30.94,40.36,0.0
Leste,Santo Antônio de Jesus,290830,Conceição do Almeida,76.03,77.4,85.62,78.08,0.0,107.534246575342,95.2054794520548,110.27397260274,106.164383561644,0.75,102.222222222222,97.7777777777778,98.8888888888889,108.333333333333,1.0,100.653594771242,103.267973856209,113.725490196078,131.372549019608,1.0,72.55,64.71,54.9,76.47,0.0
Centro Leste,Serrinha,290840,Conceição do Coité,62.78,69.4,80.88,77.24,0.0,73.9738805970149,74.9067164179104,77.6119402985075,76.3059701492537,0.0,69.3702290076336,74.618320610687,82.5381679389313,84.3511450381679,0.0,71.6945996275605,72.8119180633147,76.1638733705773,77.0018621973929,0.0,55.31,65.64,70.67,60.34,0.0
Centro Leste,Feira de Santana,290850,Conceição do Jacuípe,74.94,61.81,86.87,85.92,0.0,70.4057279236277,67.7804295942721,78.0429594272076,68.2577565632458,0.0,104.054054054054,104.864864864865,110.0,102.972972972973,1.0,81.8181818181818,95.3168044077135,103.030303030303,114.325068870523,0.75,13.22,27.27,38.02,38.84,0.0
Leste,Camaçari,290860,Conde,106.18,94.1,145.22,110.39,0.75,64.3258426966292,73.5955056179775,78.6516853932584,62.6404494382022,0.0,56.2893081761006,67.2955974842767,74.2138364779874,75.1572327044025,0.0,58.2872928176796,62.9834254143646,61.6022099447514,66.5745856353591,0.0,28.18,60.5,49.72,56.35,0.0
Sudoeste,Vitória da Conquista,290870,Condeúba,107.65,108.16,105.1,122.96,1.0,105.612244897959,105.102040816327,99.4897959183673,105.102040816327,1.0,87.7358490566038,88.2075471698113,89.1509433962264,87.2641509433962,0.0,106.145251396648,106.703910614525,110.055865921788,112.849162011173,1.0,108.94,103.91,102.23,97.21,1.0
Sudoeste,Brumado,290880,Contendas do Sincorá,74.55,70.91,83.64,76.36,0.0,65.4545454545455,67.2727272727273,45.4545454545455,69.0909090909091,0.0,113.157894736842,115.789473684211,121.052631578947,84.2105263157895,0.75,70.5882352941177,123.529411764706,132.352941176471,117.647058823529,0.75,88.24,141.18,123.53,79.41,0.5
Centro Leste,Feira de Santana,290890,Coração de Maria,79.43,76.95,85.11,95.74,0.25,106.382978723404,106.382978723404,114.893617021277,101.418439716312,1.0,109.578544061303,113.026819923372,113.793103448276,109.195402298851,1.0,32.8358208955224,39.1791044776119,36.5671641791045,46.6417910447761,0.0,55.97,64.93,59.33,78.36,0.0
Sudoeste,Vitória da Conquista,290900,Cordeiros,68.06,58.33,87.5,91.67,0.0,84.7222222222222,84.7222222222222,88.8888888888889,97.2222222222222,0.25,110.344827586207,108.045977011494,118.390804597701,94.2528735632184,0.75,111.25,110.0,108.75,105.0,1.0,97.5,112.5,105.0,142.5,1.0
Oeste,Santa Maria da Vitória,290910,Coribe,95.85,88.08,110.36,113.47,0.75,90.6735751295337,89.6373056994819,92.7461139896373,91.1917098445596,0.25,88.7640449438202,85.9550561797753,98.876404494382,70.2247191011236,0.25,119.642857142857,122.619047619048,120.238095238095,134.52380952381,1.0,85.71,82.14,75.0,98.21,0.25
Nordeste,Ribeira do Pombal,290920,Coronel João Sá,103.83,106.01,98.91,114.21,1.0,65.5737704918033,67.7595628415301,76.5027322404372,92.896174863388,0.25,88.4816753926702,87.9581151832461,116.230366492147,83.2460732984293,0.25,79.1666666666667,98.9583333333333,97.9166666666667,129.6875,0.75,42.19,73.44,90.63,57.81,0.0
Oeste,Santa Maria da Vitória,290930,Correntina,103.09,101.66,120.9,115.44,1.0,87.8859857482185,110.21377672209,111.638954869359,108.076009501188,0.75,107.888631090487,97.9118329466357,110.672853828306,105.336426914153,1.0,85.781990521327,102.60663507109,96.4454976303318,103.554502369668,0.75,38.39,39.1,60.43,57.58,0.0
Oeste,Barreiras,290940,Cotegipe,83.62,80.79,90.4,85.88,0.0,80.7909604519774,100.564971751412,97.1751412429379,92.090395480226,0.5,131.851851851852,121.481481481481,122.962962962963,114.814814814815,1.0,101.290322580645,103.870967741935,98.7096774193548,106.451612903226,1.0,83.23,75.48,90.97,61.94,0.0
Sul,Jequié,290950,Cravolândia,101.79,107.14,123.21,150,1.0,91.0714285714286,98.2142857142857,128.571428571429,107.142857142857,0.75,77.6119402985075,83.5820895522388,83.5820895522388,77.6119402985075,0.0,44.7368421052632,44.7368421052632,59.2105263157895,61.8421052631579,0.0,0.0,3.95,11.84,0.0,0.0
Nordeste,Alagoinhas,290960,Crisópolis,98.81,83.79,102.37,111.07,0.75,75.8893280632411,73.1225296442688,69.9604743083004,68.3794466403162,0.0,59.4890510948905,58.029197080292,59.4890510948905,65.6934306569343,0.0,51.3207547169811,50.188679245283,49.811320754717,54.3396226415094,0.0,14.72,16.98,14.72,21.51,0.0
Oeste,Barreiras,290970,Cristópolis,90.61,86.19,97.24,96.69,0.5,88.3977900552486,91.1602209944751,87.8453038674033,90.0552486187845,0.25,125.675675675676,120.27027027027,122.972972972973,116.891891891892,1.0,97.0588235294118,100.588235294118,108.235294117647,96.4705882352941,1.0,40.59,93.53,102.35,104.12,0.5
Leste,Cruz das Almas,290980,Cruz das Almas,66.8,36.86,69.93,78.43,0.0,69.1503267973856,85.0980392156863,93.8562091503268,92.8104575163399,0.25,57.0890840652447,82.0577164366374,90.2132998745295,90.3387703889586,0.0,70.5812574139976,75.5634638196916,76.9869513641756,88.1376037959668,0.0,44.48,67.26,66.9,63.7,0.0
Norte,Juazeiro,290990,Curaçá,102.86,27.29,110.31,103.63,0.75,81.1068702290076,88.5496183206107,100.381679389313,92.9389312977099,0.25,116.317991631799,113.598326359833,112.133891213389,115.062761506276,1.0,101.058201058201,102.116402116402,106.172839506173,100.705467372134,1.0,68.25,60.85,62.96,82.01,0.0
Sul,Jequié,291000,Dário Meira,14.62,10.77,5.38,20.77,0.0,73.0769230769231,56.1538461538462,118.461538461538,73.8461538461538,0.25,76.3313609467456,76.3313609467456,104.733727810651,100.591715976331,0.5,73.3727810650888,74.5562130177515,84.6153846153846,79.2899408284024,0.0,12.43,47.93,56.8,42.6,0.0
Leste,Camaçari,291005,Dias d'Ávila,55.07,30.77,55.82,64.07,0.0,65.1969981238274,65.4784240150094,68.5741088180113,60.4127579737336,0.0,65.9395973154362,72.1476510067114,71.7281879194631,73.0704697986577,0.0,66.1577608142494,71.6709075487701,70.9923664122137,72.6039016115352,0.0,29.26,29.26,34.61,34.1,0.0
Sudoeste,Brumado,291010,Dom Basílio,104.8,102.4,99.2,88.8,0.75,102.4,110.4,133.6,116.0,1.0,137.878787878788,139.393939393939,124.242424242424,134.090909090909,1.0,77.1084337349398,80.7228915662651,88.5542168674699,79.5180722891566,0.0,97.59,75.9,68.67,104.82,0.5
Leste,Santo Antônio de Jesus,291020,Dom Macedo Costa,105.26,105.26,121.05,97.37,1.0,128.947368421053,115.789473684211,136.842105263158,118.421052631579,1.0,1.72413793103448,93.1034482758621,1.72413793103448,89.6551724137931,0.0,5.17241379310345,75.8620689655172,10.3448275862069,68.9655172413793,0.0,20.69,20.69,15.52,41.38,0.0
Leste,Santo Antônio de Jesus,291030,Elísio Medrado,129.51,86.89,126.23,124.59,0.75,142.622950819672,140.983606557377,150.819672131148,122.950819672131,1.0,108.955223880597,114.925373134328,110.44776119403,132.835820895522,1.0,84.8101265822785,91.1392405063291,107.594936708861,100.0,0.5,56.96,56.96,75.95,18.99,0.0
Sudoeste,Vitória da Conquista,291040,Encruzilhada,143.93,135.98,128.87,134.73,1.0,112.970711297071,109.623430962343,112.55230125523,113.807531380753,1.0,88.3636363636364,89.0909090909091,95.2727272727273,92.3636363636364,0.25,101.190476190476,108.730158730159,100.396825396825,116.269841269841,1.0,52.38,55.95,60.71,82.14,0.0
Nordeste,Alagoinhas,291050,Entre Rios,106.05,95.09,108.51,105.86,1.0,104.158790170132,101.512287334594,115.500945179584,107.561436672968,1.0,95.6912028725314,94.0754039497307,98.5637342908438,99.6409335727109,0.75,86.9090909090909,90.5454545454545,90.9090909090909,88.1818181818182,0.0,50.18,41.45,43.64,58.91,0.0
Sudoeste,Brumado,290050,Érico Cardoso,88.99,75.23,93.58,66.97,0.0,111.009174311927,108.256880733945,110.091743119266,123.853211009174,1.0,90.6779661016949,87.2881355932203,83.8983050847458,104.237288135593,0.25,116.666666666667,118.518518518519,143.518518518519,96.2962962962963,1.0,105.56,105.56,69.44,86.11,0.5
Nordeste,Alagoinhas,291060,Esplanada,58.0,58.89,64.0,49.56,0.0,72.4444444444444,74.0,77.3333333333333,71.7777777777778,0.0,83.3698030634573,82.9321663019694,91.2472647702407,94.7483588621444,0.0,83.3333333333333,90.625,91.6666666666667,93.75,0.0,70.0,78.13,65.63,69.38,0.0
Centro Leste,Serrinha,291070,Euclides da Cunha,96.85,99.21,110.22,135.52,1.0,92.7916120576671,93.7090432503277,93.5779816513761,93.3158584534731,0.25,90.8724832214765,95.5704697986577,101.744966442953,94.496644295302,0.5,81.9338422391858,83.969465648855,83.969465648855,98.9821882951654,0.25,62.21,68.32,57.25,68.32,0.0
Extremo Sul,Porto Seguro,291072,Eunápolis,104.51,108.54,106.44,105.62,1.0,90.7548273844353,91.7495611468695,103.861907548274,86.9514335868929,0.25,91.8518518518518,87.4074074074074,94.3589743589744,92.0797720797721,0.0,70.4782847718527,89.7746014293568,99.2303463441451,96.9213853765805,0.5,59.21,75.04,78.5,87.41,0.0
Nordeste,Ribeira do Pombal,291075,Fátima,88.32,77.16,92.89,98.48,0.25,75.6345177664975,76.6497461928934,80.7106598984772,86.8020304568528,0.0,101.570680628272,100.0,109.424083769634,81.151832460733,0.75,69.6335078534031,82.1989528795812,90.0523560209424,102.61780104712,0.25,36.13,54.97,37.7,69.11,0.0
Sudoeste,Guanambi,291077,Feira da Mata,37.5,27.08,33.33,18.75,0.0,162.5,162.5,185.416666666667,154.166666666667,1.0,135.294117647059,135.294117647059,147.058823529412,154.901960784314,1.0,244.444444444444,250.0,255.555555555556,269.444444444444,1.0,108.33,91.67,108.33,116.67,0.75
Centro Leste,Feira de Santana,291080,Feira de Santana,111.08,106.02,101.87,114.7,1.0,70.7190894981893,71.8261769270564,80.5173305742369,81.4071391619245,0.0,56.1827431031109,55.810995891215,65.7796908628448,59.5382508315398,0.0,49.9805712065281,60.0835438119293,66.5047600544006,73.5671264814455,0.0,21.39,21.25,21.1,22.59,0.0
Norte,Senhor do Bonfim,291085,Filadélfia,44.66,41.22,34.73,25.95,0.0,71.7557251908397,82.824427480916,103.81679389313,89.6946564885496,0.25,51.792828685259,97.2111553784861,124.302788844622,110.756972111554,0.75,101.945525291829,99.2217898832685,98.443579766537,104.669260700389,1.0,43.19,54.86,57.2,67.7,0.0
Sudoeste,Itapetinga,291090,Firmino Alves,111.32,105.66,111.32,156.6,1.0,81.1320754716981,39.622641509434,113.207547169811,56.6037735849057,0.25,68.2539682539683,60.3174603174603,80.9523809523809,88.8888888888889,0.0,68.1818181818182,72.7272727272727,86.3636363636364,118.181818181818,0.25,95.45,81.82,115.91,122.73,0.75
Sul,Itabuna,291100,Floresta Azul,35.54,33.06,41.32,24.79,0.0,70.2479338842975,71.0743801652893,81.8181818181818,80.9917355371901,0.0,66.9230769230769,66.1538461538462,64.6153846153846,78.4615384615385,0.0,72.2222222222222,76.8518518518518,99.0740740740741,73.1481481481482,0.25,83.33,80.56,66.67,58.33,0.0
Oeste,Barreiras,291110,Formosa do Rio Preto,101.03,87.44,113.85,107.95,0.75,91.025641025641,88.974358974359,88.974358974359,84.3589743589744,0.0,130.601092896175,134.972677595628,150.273224043716,124.043715846995,1.0,74.6835443037975,72.9113924050633,81.7721518987342,68.8607594936709,0.0,74.43,74.43,88.1,76.71,0.0
Sul,Valença,291120,Gandu,28.54,26.29,33.71,28.54,0.0,64.2696629213483,65.1685393258427,77.752808988764,65.8426966292135,0.0,58.4444444444444,64.6666666666667,69.1111111111111,74.8888888888889,0.0,43.956043956044,52.3076923076923,59.3406593406593,59.5604395604396,0.0,51.43,60.66,49.45,50.77,0.0
Centro Leste,Feira de Santana,291125,Gavião,100.0,88.89,104.44,102.22,0.75,97.7777777777778,126.666666666667,131.111111111111,82.2222222222222,0.75,108.888888888889,95.5555555555556,111.111111111111,122.222222222222,1.0,162.0,164.0,156.0,164.0,1.0,60.0,48.0,30.0,108.0,0.25
Centro Norte,Irecê,291130,Gentio do Ouro,10.2,6.12,10.2,21.77,0.0,72.7891156462585,75.5102040816327,75.5102040816327,60.5442176870748,0.0,86.9918699186992,87.8048780487805,86.9918699186992,85.3658536585366,0.0,74.5901639344262,77.8688524590164,80.327868852459,92.6229508196721,0.0,86.07,76.23,59.02,73.77,0.0
Norte,Paulo Afonso,291140,Glória,59.49,58.03,53.28,74.45,0.0,80.6569343065693,79.1970802919708,88.6861313868613,77.007299270073,0.0,86.0869565217391,74.3478260869565,89.1304347826087,88.2608695652174,0.0,45.0819672131148,41.8032786885246,45.0819672131148,49.1803278688525,0.0,43.03,40.57,55.33,60.25,0.0
Sul,Itabuna,291150,Gongogi,10.42,10.42,10.42,7.29,0.0,66.6666666666667,64.5833333333333,93.75,105.208333333333,0.25,89.8876404494382,87.6404494382023,106.741573033708,106.741573033708,0.5,73.5294117647059,79.4117647058823,79.4117647058823,67.6470588235294,0.0,47.06,26.47,26.47,52.94,0.0
Leste,Cruz das Almas,291160,Governador Mangabeira,94.98,85.66,109.68,105.38,0.5,73.8351254480287,78.494623655914,81.0035842293907,93.9068100358423,0.0,89.4308943089431,92.2764227642276,104.878048780488,79.2682926829268,0.25,88.7966804979253,99.1701244813278,105.394190871369,98.3402489626556,0.75,87.14,95.85,87.14,134.44,0.5
Sudoeste,Brumado,291165,Guajeru,93.75,92.5,105.0,101.25,0.5,91.25,90.0,97.5,108.75,0.5,92.1348314606742,87.6404494382023,98.876404494382,87.6404494382023,0.25,95.2941176470588,124.705882352941,117.647058823529,143.529411764706,1.0,120.0,77.65,88.24,91.76,0.25
Sudoeste,Guanambi,291170,Guanambi,88.23,83.53,91.81,95.78,0.25,81.145584725537,80.6682577565632,88.703261734288,80.2704852824185,0.0,91.0169491525424,90.0,95.593220338983,92.1186440677966,0.25,84.1042893187553,92.9352396972246,96.0470984020185,100.252312867956,0.5,62.32,70.9,79.48,85.03,0.0
Extremo Sul,Porto Seguro,291180,Guaratinga,1.92,1.15,1.15,4.62,0.0,72.3076923076923,75.3846153846154,61.1538461538462,54.6153846153846,0.0,67.3267326732673,61.3861386138614,77.7227722772277,68.3168316831683,0.0,26.4925373134328,42.5373134328358,58.2089552238806,51.4925373134328,0.0,42.54,49.25,45.9,49.25,0.0
Nordeste,Ribeira do Pombal,291185,Heliópolis,13.71,13.71,12.9,17.74,0.0,66.9354838709677,63.7096774193548,68.5483870967742,61.2903225806452,0.0,99.0990990990991,97.2972972972973,115.315315315315,99.0990990990991,1.0,74.2647058823529,86.7647058823529,94.8529411764706,89.7058823529412,0.0,114.71,114.71,101.47,127.94,1.0
Centro Leste,Itaberaba,291190,Iaçu,39.09,26.86,46.28,47,0.0,69.7841726618705,72.4220623501199,80.5755395683453,74.3405275779376,0.0,97.6253298153034,94.9868073878628,117.414248021108,99.2084432717678,0.75,119.184652278177,121.342925659472,116.306954436451,146.52278177458,1.0,77.7,79.14,79.14,79.86,0.0
Sudoeste,Guanambi,291200,Ibiassucê,128.28,134.34,138.38,147.47,1.0,106.060606060606,114.141414141414,105.050505050505,109.090909090909,1.0,100.0,94.7368421052632,105.263157894737,104.210526315789,0.75,95.1456310679612,95.1456310679612,88.3495145631068,95.1456310679612,0.75,8.74,5.83,11.65,46.6,0.0
Sul,Itabuna,291210,Ibicaraí,70.39,55.26,81.58,73.36,0.0,107.565789473684,82.2368421052632,91.1184210526316,90.7894736842105,2.5,85.823754789272,83.1417624521073,86.9731800766284,88.1226053639847,0.0,70.6713780918728,75.6183745583039,89.7526501766784,79.8586572438163,0.0,67.84,51.94,40.28,53.0,0.0
Sudoeste,Brumado,291220,Ibicoara,84.78,75.43,95.16,109.69,0.5,104.498269896194,103.460207612457,119.377162629758,104.152249134948,1.0,127.741935483871,122.58064516129,127.741935483871,122.903225806452,1.0,115.895953757225,123.121387283237,128.323699421965,136.127167630058,1.0,64.16,46.82,59.83,53.76,0.0
Sudoeste,Itapetinga,291230,Ibicuí,11.59,8.54,7.93,12.2,0.0,13.4146341463415,57.3170731707317,11.5853658536585,3.04878048780488,0.0,73.5483870967742,95.4838709677419,81.2903225806452,70.9677419354839,0.25,75.6578947368421,67.1052631578947,81.5789473684211,94.0789473684211,0.0,84.87,92.76,57.24,43.42,0.0
Centro Norte,Irecê,291240,Ibipeba,90.82,94.69,97.58,91.79,0.25,103.864734299517,104.347826086957,109.178743961353,94.6859903381642,1.0,80.7511737089202,79.81220657277,86.8544600938967,77.4647887323944,0.0,81.8652849740933,82.9015544041451,72.5388601036269,91.1917098445596,0.0,82.38,68.39,63.73,51.3,0.0
Sudoeste,Brumado,291250,Ibipitanga,85.63,70.69,91.95,79.31,0.0,86.7816091954023,84.4827586206897,88.5057471264368,86.7816091954023,0.0,77.7777777777778,75.9259259259259,73.4567901234568,85.8024691358025,0.0,70.7482993197279,87.0748299319728,87.7551020408163,79.5918367346939,0.0,93.88,71.43,75.51,44.9,0.0
Centro Leste,Itaberaba,291260,Ibiquera,115.09,111.32,118.87,101.89,1.0,73.5849056603774,84.9056603773585,86.7924528301887,103.77358490566,0.25,53.968253968254,55.5555555555556,68.2539682539683,76.1904761904762,0.0,77.7777777777778,88.8888888888889,100.0,80.0,0.25,46.67,0.0,53.33,20.0,0.0
Sul,Itabuna,291270,Ibirapitanga,96.89,91.24,105.93,95.2,0.75,77.4011299435028,76.5536723163842,79.9435028248588,85.0282485875706,0.0,57.3264781491003,56.0411311053985,61.439588688946,62.7249357326478,0.0,70.4419889502762,68.7845303867403,78.7292817679558,72.9281767955801,0.0,58.01,66.3,47.24,48.07,0.0
Extremo Sul,Teixeira de Freitas,291280,Ibirapuã,72.64,59.43,84.91,83.02,0.0,69.811320754717,66.9811320754717,83.9622641509434,55.6603773584906,0.0,61.8320610687023,59.5419847328244,45.0381679389313,54.1984732824427,0.0,35.7723577235772,39.8373983739837,47.9674796747967,66.6666666666667,0.0,21.95,34.15,39.02,39.02,0.0
Sul,Jequié,291290,Ibirataia,92.96,76.41,102.11,96.13,0.5,62.6760563380282,71.830985915493,86.6197183098592,87.3239436619718,0.0,85.0793650793651,79.6825396825397,86.031746031746,86.3492063492064,0.0,70.6624605678233,80.4416403785489,77.9179810725552,82.6498422712934,0.0,38.8,48.26,50.16,57.73,0.0
Centro Leste,Seabra,291300,Ibitiara,8.7,7.07,9.24,19.02,0.0,58.1521739130435,63.0434782608696,84.7826086956522,67.3913043478261,0.0,75.0,76.7045454545455,83.5227272727273,80.1136363636364,0.0,67.065868263473,74.8502994011976,80.2395209580838,94.6107784431138,0.0,82.63,77.25,73.65,66.47,0.0
Centro Norte,Irecê,291310,Ibititá,25.93,26.75,34.57,18.52,0.0,76.9547325102881,78.6008230452675,74.4855967078189,57.201646090535,0.0,88.4615384615385,88.034188034188,85.8974358974359,79.0598290598291,0.0,76.7772511848341,76.7772511848341,81.9905213270142,94.3127962085308,0.0,65.4,72.51,86.73,49.76,0.0
Oeste,Ibotirama,291320,Ibotirama,112.71,103.67,114.91,114.18,1.0,103.911980440098,106.845965770171,110.513447432763,105.378973105134,1.0,96.9339622641509,94.5754716981132,103.301886792453,96.2264150943396,0.75,93.8875305623472,107.579462102689,115.158924205379,106.356968215159,0.75,20.54,26.41,22.74,24.94,0.0
Centro Leste,Feira de Santana,291330,Ichu,315.52,277.59,300.0,334.48,1.0,129.310344827586,129.310344827586,153.448275862069,106.896551724138,1.0,122.5,125.0,137.5,155.0,1.0,170.967741935484,203.225806451613,206.451612903226,232.258064516129,1.0,154.84,232.26,261.29,183.87,1.0
Sudoeste,Guanambi,291340,Igaporã,90.75,64.74,90.75,104.05,0.25,69.364161849711,62.4277456647399,72.2543352601156,74.5664739884393,0.0,89.1428571428571,85.7142857142857,96.0,92.0,0.25,92.9824561403509,88.3040935672515,94.1520467836257,112.280701754386,0.25,114.04,110.53,107.02,110.53,1.0
Sul,Valença,291345,Igrapiúna,56.02,50.6,51.81,62.05,0.0,110.240963855422,106.626506024096,117.469879518072,99.3975903614458,0.75,85.5769230769231,86.5384615384615,87.9807692307692,86.0576923076923,0.0,70.6521739130435,78.804347826087,99.4565217391304,85.3260869565217,0.25,32.61,48.91,57.07,40.76,0.0
Sudoeste,Itapetinga,291350,Iguaí,59.12,48.74,63.84,83.02,0.0,18.8679245283019,29.874213836478,22.0125786163522,21.6981132075472,0.0,60.8695652173913,68.3229813664596,66.7701863354037,61.8012422360248,0.0,42.2043010752688,50.8064516129032,58.0645161290323,63.9784946236559,0.0,54.03,41.94,41.13,45.16,0.0
Sul,Ilhéus,291360,Ilhéus,44.21,42.09,49.92,57.56,0.0,27.1653543307087,28.8582677165354,39.1732283464567,23.9370078740157,0.0,34.3933054393305,36.0669456066946,43.765690376569,37.8242677824268,0.0,21.09375,25.8203125,26.1328125,31.0546875,0.0,8.79,11.02,10.66,11.37,0.0
Nordeste,Alagoinhas,291370,Inhambupe,55.92,48.61,68.26,51.13,0.0,105.289672544081,101.259445843829,114.105793450882,102.518891687657,1.0,92.9203539823009,91.5929203539823,89.6017699115044,93.5840707964602,0.0,74.9440715883669,82.3266219239374,87.6957494407159,102.684563758389,0.25,61.07,73.15,69.13,68.46,0.0
Centro Leste,Feira de Santana,291380,Ipecaetá,71.08,71.08,72.29,66.27,0.0,93.3734939759036,95.7831325301205,104.819277108434,92.1686746987952,0.5,85.1190476190476,77.3809523809524,70.2380952380952,76.7857142857143,0.0,72.2972972972973,81.7567567567568,112.162162162162,87.8378378378378,0.25,48.65,46.62,36.49,66.89,0.0
