Unnamed: 0,Unnamed: 1,Nº,%,Unnamed: 4,Nº.1,%.1,Unnamed: 7,Nº.2,%.2,Unnamed: 10,Nº.3,%.3,Unnamed: 13,Nº.4,%.4,Unnamed: 16,Nº.5,%.5,Unnamed: 19,Nº.6,%.6
290360,Biritinga,46.0,62.1621621621622,,69.0,78.4090909090909,,82.0,78.8461538461538,,58.0,67.4418604651163,,59.0,71.9512195121951,,85.0,77.2727272727273,,53.0,79.1044776119403
290680,Cansanção,87.0,89.6907216494845,,122.0,64.2105263157895,,102.0,59.3023255813954,,111.0,56.3451776649746,,116.0,60.4166666666667,,117.0,56.25,,172.0,67.4509803921569
290840,Conceição do Coité,246.0,78.8461538461538,,223.0,73.841059602649,,267.0,76.5042979942693,,308.0,81.9148936170213,,310.0,86.3509749303621,,329.0,90.8839779005525,,336.0,88.6543535620053
291070,Euclides da Cunha,218.0,77.8571428571429,,275.0,88.4244372990354,,263.0,85.1132686084142,,281.0,84.8942598187311,,293.0,83.4757834757835,,228.0,65.7060518731988,,215.0,62.3188405797101
291910,Lamarão,19.0,100.0,,18.0,62.0689655172414,,23.0,54.7619047619048,,27.0,61.3636363636364,,39.0,84.7826086956522,,41.0,87.2340425531915,,33.0,82.5
292150,Monte Santo,168.0,68.5714285714286,,156.0,57.7777777777778,,167.0,63.2575757575758,,225.0,72.8155339805825,,175.0,57.7557755775578,,157.0,49.0625,,137.0,47.9020979020979
292265,Nordestina,51.0,87.9310344827586,,49.0,94.2307692307692,,60.0,86.9565217391304,,55.0,88.7096774193548,,51.0,83.6065573770492,,48.0,82.7586206896552,,29.0,87.8787878787879
292580,Queimadas,83.0,53.5483870967742,,81.0,57.4468085106383,,62.0,43.9716312056738,,65.0,45.4545454545455,,100.0,59.5238095238095,,73.0,57.4803149606299,,61.0,59.8039215686275
292590,Quijingue,72.0,91.1392405063291,,92.0,82.8828828828829,,77.0,68.75,,75.0,51.0204081632653,,93.0,70.4545454545455,,106.0,67.948717948718,,88.0,73.9495798319328
292610,Retirolândia,32.0,68.0851063829787,,50.0,70.4225352112676,,47.0,67.1428571428571,,52.0,72.2222222222222,,45.0,62.5,,49.0,74.2424242424242,,36.0,87.8048780487805
292800,Santaluz,109.0,61.9318181818182,,106.0,58.5635359116022,,110.0,62.8571428571429,,151.0,69.5852534562212,,106.0,64.6341463414634,,164.0,72.2466960352423,,161.0,81.3131313131313
292895,São Domingos,44.0,91.6666666666667,,46.0,92.0,,53.0,96.3636363636364,,44.0,100.0,,45.0,95.7446808510638,,59.0,98.3333333333333,,26.0,89.6551724137931
293050,Serrinha,285.0,65.0684931506849,,299.0,71.3603818615752,,296.0,68.997668997669,,349.0,76.7032967032967,,336.0,74.1721854304636,,386.0,77.5100401606426,,350.0,75.107296137339
293150,Teofilândia,87.0,91.5789473684211,,66.0,68.75,,100.0,93.4579439252336,,108.0,85.7142857142857,,71.0,74.7368421052632,,66.0,57.8947368421053,,41.0,59.4202898550725
293190,Tucano,191.0,86.4253393665158,,206.0,80.46875,,202.0,76.5151515151515,,162.0,60.2230483271376,,164.0,65.863453815261,,205.0,62.691131498471,,159.0,61.1538461538462
293300,Valente,58.0,58.0,,72.0,86.7469879518072,,102.0,80.3149606299213,,101.0,82.1138211382114,,96.0,83.4782608695652,,114.0,81.4285714285714,,115.0,93.4959349593496
2902,Centro-Norte,3217.0,83.9071465832029,,3088.0,80.9861001835825,,3231.0,80.4732254047322,,3533.0,81.4806273062731,,3589.0,79.297392841361,,3749.0,82.3956043956044,,3577.0,82.3055683387022
29021,Região de Irecê,1652.0,92.0847268673356,,1575.0,92.3212192262603,,1660.0,89.6812533765532,,1809.0,87.2648335745297,,1892.0,84.0888888888889,,2039.0,89.2732049036778,,1979.0,88.7046167637831
290115,América Dourada,60.0,95.2380952380952,,44.0,91.6666666666667,,46.0,71.875,,70.0,92.1052631578947,,65.0,95.5882352941177,,76.0,90.4761904761905,,74.0,93.6708860759494
290300,Barra do Mendes,55.0,90.1639344262295,,54.0,87.0967741935484,,52.0,78.7878787878788,,76.0,93.8271604938272,,92.0,97.8723404255319,,93.0,98.936170212766,,77.0,93.9024390243902
290323,Barro Alto,73.0,98.6486486486486,,73.0,98.6486486486486,,92.0,97.8723404255319,,71.0,94.6666666666667,,51.0,87.9310344827586,,78.0,97.5,,86.0,95.5555555555556
290530,Cafarnaum,73.0,90.1234567901235,,78.0,98.7341772151899,,50.0,92.5925925925926,,62.0,62.0,,90.0,90.0,,107.0,100.0,,97.0,94.1747572815534
290620,Canarana,113.0,92.6229508196721,,89.0,92.7083333333333,,106.0,89.8305084745763,,126.0,94.0298507462687,,131.0,93.5714285714286,,154.0,94.478527607362,,112.0,94.1176470588235
290760,Central,80.0,83.3333333333333,,64.0,88.8888888888889,,70.0,79.5454545454545,,81.0,90.0,,91.0,85.8490566037736,,81.0,89.010989010989,,94.0,87.037037037037
291130,Gentio do Ouro,50.0,70.4225352112676,,36.0,81.8181818181818,,35.0,67.3076923076923,,52.0,91.2280701754386,,60.0,78.9473684210526,,39.0,63.9344262295082,,49.0,84.4827586206897
291240,Ibipeba,72.0,94.7368421052632,,62.0,93.9393939393939,,85.0,95.5056179775281,,71.0,94.6666666666667,,80.0,93.0232558139535,,103.0,97.1698113207547,,75.0,78.125
291310,Ibititá,87.0,94.5652173913043,,78.0,83.8709677419355,,70.0,86.4197530864197,,80.0,61.0687022900763,,63.0,57.7981651376147,,68.0,64.7619047619048,,90.0,96.7741935483871
291460,Irecê,227.0,98.695652173913,,256.0,99.2248062015504,,331.0,99.3993993993994,,317.0,99.0625,,340.0,86.2944162436548,,351.0,99.4334277620397,,364.0,97.3262032085562
291535,Itaguaçu da Bahia,38.0,95.0,,28.0,96.551724137931,,39.0,92.8571428571429,,39.0,75.0,,42.0,79.2452830188679,,54.0,85.7142857142857,,38.0,63.3333333333333
291835,João Dourado,104.0,94.5454545454545,,98.0,98.0,,89.0,91.7525773195876,,77.0,95.0617283950617,,86.0,70.4918032786885,,101.0,80.8,,86.0,81.1320754716981
291850,Jussara,49.0,85.9649122807018,,82.0,91.1111111111111,,72.0,92.3076923076923,,82.0,97.6190476190476,,94.0,97.9166666666667,,101.0,98.0582524271845,,81.0,96.4285714285714
291915,Lapão,136.0,90.6666666666667,,114.0,92.6829268292683,,123.0,93.8931297709924,,135.0,95.0704225352113,,124.0,93.2330827067669,,166.0,98.2248520710059,,133.0,93.6619718309859
292205,Mulungu do Morro,60.0,76.9230769230769,,40.0,56.3380281690141,,46.0,60.5263157894737,,55.0,77.4647887323944,,66.0,85.7142857142857,,42.0,85.7142857142857,,60.0,82.1917808219178
292560,Presidente Dutra,54.0,100.0,,61.0,92.4242424242424,,76.0,98.7012987012987,,81.0,96.4285714285714,,79.0,87.7777777777778,,84.0,96.551724137931,,94.0,91.2621359223301
292925,São Gabriel,92.0,92.9292929292929,,86.0,92.4731182795699,,78.0,86.6666666666667,,89.0,90.8163265306122,,75.0,86.2068965517241,,69.0,72.6315789473684,,69.0,71.1340206185567
293240,Uibaí,72.0,93.5064935064935,,75.0,96.1538461538462,,85.0,98.8372093023256,,68.0,98.5507246376812,,81.0,100.0,,88.0,98.876404494382,,104.0,99.0476190476191
293360,Xique-Xique,157.0,96.319018404908,,157.0,95.7317073170732,,115.0,85.1851851851852,,177.0,69.9604743083004,,182.0,65.0,,184.0,70.7692307692308,,196.0,75.6756756756757
29022,Região de Jacobina,1565.0,76.7156862745098,,1513.0,71.8082581869957,,1571.0,72.5970425138632,,1724.0,76.1820592134335,,1697.0,74.5606326889279,,1710.0,75.4633715798764,,1598.0,75.5555555555556
290510,Caém,42.0,65.625,,39.0,57.3529411764706,,32.0,61.5384615384615,,37.0,82.2222222222222,,42.0,63.6363636363636,,34.0,58.6206896551724,,41.0,73.2142857142857
290550,Caldeirão Grande,38.0,58.4615384615385,,40.0,57.9710144927536,,43.0,58.1081081081081,,42.0,65.625,,45.0,68.1818181818182,,55.0,79.7101449275362,,41.0,71.9298245614035
