Macrorregião de Saúde,Região de Saúde,Cod. IBGE,Município,2010,Unnamed: 5,2011,Unnamed: 7,2012,Unnamed: 9,2013,Unnamed: 11,2014,Unnamed: 13,2015,Unnamed: 15,2016,Unnamed: 17,2017,Unnamed: 19,2018,Unnamed: 21,2019,Unnamed: 23,2020,Unnamed: 25
Centro Norte,Irecê,290760,Central,0,0,0,0,1,100,3,100,1,100,1,100,4,100,3,100,3,100,0,0,7,100
Centro Norte,Irecê,291130,Gentio do Ouro,0,0,0,0,1,100,1,100,0,0,-,0,1,100,3,100,4,100,4,100,25,100
Centro Norte,Irecê,291240,Ibipeba,0,0,0,0,3,100,1,100,5,100,-,0,8,100,8,100,15,100,6,100,10,90.91
Centro Norte,Irecê,291310,Ibititá,1,100,8,100,1,100,2,100,2,100,1,100,2,100,0,0,1,100,3,100,0,0
Centro Norte,Irecê,291460,Irecê,20,90.91,28,96.55,31,91.18,27,100,23,95.83,27,100,32,96.97,31,93.94,26,100,31,100,37,97.37
Centro Norte,Irecê,291535,Itaguaçu da Bahia,0,0,0,0,0,0,1,100,2,100,-,0,0,0,1,100,0,0,0,0,2,100
Centro Norte,Irecê,291835,João Dourado,0,0,2,100,2,100,2,100,4,100,1,100,4,100,2,100,3,75,14,100,11,100
Centro Norte,Irecê,291850,Jussara,0,0,0,0,0,0,2,100,2,100,3,100,2,100,1,100,2,100,4,100,0,0
Centro Norte,Irecê,291915,Lapão,1,100,8,100,5,100,10,100,3,75,4,100,7,100,5,100,2,100,4,100,5,100
Centro Norte,Irecê,292205,Mulungu do Morro,1,100,2,100,2,100,1,100,2,100,2,100,7,100,3,100,1,100,1,100,12,100
Centro Norte,Irecê,292560,Presidente Dutra,5,100,7,100,5,100,9,100,7,100,1,100,9,100,14,100,4,100,3,100,1,100
Centro Norte,Irecê,292925,São Gabriel,1,50,1,100,4,100,6,100,2,100,2,100,2,100,1,100,4,100,2,100,2,100
Centro Norte,Irecê,293240,Uibaí,2,100,16,94.12,8,100,8,100,4,100,2,100,6,100,6,100,5,100,9,100,0,0
Centro Norte,Irecê,293360,Xique-Xique,0,0,2,100,12,100,5,100,2,100,2,100,4,80,1,100,1,100,4,100,2,100
Centro Norte,Jacobina,290510,Caém,0,0,0,0,0,0,0,0,0,0,3,100,2,100,5,100,1,100,0,0,3,100
Centro Norte,Jacobina,290550,Caldeirão Grande,2,100,0,0,0,0,4,100,10,100,2,100,5,100,0,0,1,100,7,100,48,100
Centro Norte,Jacobina,290687,Capim Grosso,1,100,2,100,1,100,2,100,3,100,8,100,8,100,14,100,11,100,14,87.5,46,100
Centro Norte,Jacobina,291750,Jacobina,12,100,7,100,5,83.33,17,100,13,100,36,100,37,100,84,98.82,53,98.15,67,85.9,126,94.03
Centro Norte,Jacobina,292010,Mairi,2,100,7,100,1,100,3,100,4,100,5,100,4,100,1,100,3,100,8,100,86,100
Centro Norte,Jacobina,292120,Miguel Calmon,9,100,11,100,5,100,9,100,1,100,3,100,6,100,8,100,11,100,6,60,11,91.67
Centro Norte,Jacobina,292140,Mirangaba,1,100,0,0,0,0,2,100,0,0,1,100,2,100,4,80,4,100,2,66.67,3,100
Centro Norte,Jacobina,292170,Morro do Chapéu,5,83.33,8,88.89,7,100,9,100,12,54.55,9,100,14,100,8,100,10,76.92,20,71.43,102,98.08
Centro Norte,Jacobina,292335,Ourolândia,0,0,0,0,1,100,4,100,1,100,7,100,12,100,9,100,19,90.48,5,100,24,100
Centro Norte,Jacobina,292480,Piritiba,0,0,0,0,0,0,3,100,0,0,-,0,1,100,13,100,8,100,9,81.82,10,100
Centro Norte,Jacobina,292593,Quixabeira,0,0,0,0,0,0,1,100,0,0,1,50,3,100,1,25,0,0,3,100,5,45.45
Centro Norte,Jacobina,292937,São José do Jacuípe,0,0,2,100,1,100,1,100,0,0,3,100,0,0,2,100,3,75,0,0,2,100
Centro Norte,Jacobina,292980,Saúde,0,0,3,100,0,0,1,100,1,100,3,100,2,100,1,100,3,100,3,100,3,100
Centro Norte,Jacobina,293060,Serrolândia,0,0,1,100,3,100,9,100,11,100,10,90.91,10,100,5,100,6,85.71,5,100,21,100
Centro Norte,Jacobina,293130,Tapiramutá,4,100,1,100,4,100,9,100,11,100,3,100,6,85.71,7,100,4,66.67,4,100,3,75
Centro Norte,Jacobina,293245,Umburanas,0,0,0,0,1,100,0,0,2,100,1,100,4,100,13,18.57,4,80,0,0,20,80
Centro Norte,Jacobina,293305,Várzea da Roça,0,0,1,100,0,0,2,100,3,100,3,75,3,100,2,100,5,71.43,2,66.67,16,94.12
Centro Norte,Jacobina,293310,Várzea do Poço,0,0,0,0,0,0,0,0,2,100,-,0,0,0,0,0,3,100,0,0,0,0
Centro Norte,Jacobina,293315,Várzea Nova,0,0,2,100,4,100,2,100,0,0,-,0,4,100,9,90,6,100,1,100,28,100
Extremo Sul,Porto Seguro,290340,Belmonte,6,30,2,100,4,80,7,100,17,100,9,100,3,100,5,100,3,50,7,100,5,100
Extremo Sul,Porto Seguro,291072,Eunápolis,111,99.11,66,100,32,100,56,100,56,100,46,100,42,91.3,69,73.4,71,97.26,59,92.19,46,92
Extremo Sul,Porto Seguro,291180,Guaratinga,5,100,6,100,0,0,7,100,1,100,3,100,4,100,1,100,3,100,6,100,1,100
Extremo Sul,Porto Seguro,291465,Itabela,14,100,8,100,4,100,16,100,11,100,48,97.96,7,100,7,100,26,100,14,100,4,100
Extremo Sul,Porto Seguro,291530,Itagimirim,0,0,1,100,2,100,0,0,1,50,6,85.71,0,0,1,33.33,4,80,2,100,0,0
Extremo Sul,Porto Seguro,291630,Itapebi,4,100,6,100,2,100,2,100,3,27.27,7,100,1,100,3,100,6,100,4,100,2,100
Extremo Sul,Porto Seguro,292530,Porto Seguro,10,100,9,90,24,100,23,100,24,100,20,100,25,100,48,94.12,76,98.7,63,94.03,37,100
Extremo Sul,Porto Seguro,292770,Santa Cruz Cabrália,1,100,4,100,0,0,6,100,2,100,2,100,2,100,4,100,7,100,6,100,3,100
Extremo Sul,Teixeira de Freitas,290080,Alcobaça,6,100,7,100,7,100,15,100,20,100,6,100,6,100,4,100,5,100,1,100,4,100
Extremo Sul,Teixeira de Freitas,290690,Caravelas,4,100,3,100,8,88.89,10,90.91,13,100,7,100,7,100,3,100,9,90,8,100,7,100
Extremo Sul,Teixeira de Freitas,291280,Ibirapuã,6,100,2,100,3,100,2,100,6,100,1,100,3,100,3,100,5,100,7,100,75,100
Extremo Sul,Teixeira de Freitas,291560,Itamaraju,29,100,16,100,20,100,25,100,23,100,40,78.43,32,96.97,10,83.33,21,95.45,32,100,55,94.83
Extremo Sul,Teixeira de Freitas,291600,Itanhém,14,100,7,100,9,90,8,88.89,11,84.62,7,100,3,100,6,85.71,8,100,6,85.71,5,100
Extremo Sul,Teixeira de Freitas,291845,Jucuruçu,1,100,4,100,1,100,1,100,2,100,-,0,1,100,1,100,3,100,8,100,8,100
Extremo Sul,Teixeira de Freitas,291890,Lajedão,1,100,4,100,0,0,3,100,5,100,3,100,1,100,1,100,6,100,1,100,3,100
Extremo Sul,Teixeira de Freitas,292110,Medeiros Neto,13,100,9,100,16,100,17,89.47,19,100,13,100,7,87.5,20,95.24,15,65.22,21,91.3,112,91.8
Extremo Sul,Teixeira de Freitas,292200,Mucuri,27,96.43,16,100,15,100,14,100,11,100,15,93.75,22,100,6,100,24,100,9,100,14,100
Extremo Sul,Teixeira de Freitas,292300,Nova Viçosa,63,100,86,100,49,100,23,100,20,100,11,91.67,7,100,9,100,3,100,5,100,9,100
Extremo Sul,Teixeira de Freitas,292550,Prado,6,100,5,100,6,100,6,100,6,100,9,100,7,100,2,100,9,100,10,83.33,29,96.67
Extremo Sul,Teixeira de Freitas,293135,Teixeira de Freitas,107,100,92,98.92,80,100,144,98.63,170,100,253,99.61,140,99.29,134,98.53,67,98.53,71,97.26,102,99.03
Extremo Sul,Teixeira de Freitas,293325,Vereda,1,100,0,0,2,100,1,100,5,100,3,100,1,50,3,100,2,100,2,100,11,55
Leste,Camaçari,290570,Camaçari,12,100,8,57.14,19,100,46,100,33,97.06,66,91.67,77,92.77,84,87.5,97,97,110,91.67,122,97.6
Leste,Camaçari,290860,Conde,0,0,1,100,4,100,1,100,10,90.91,1,100,1,100,4,100,8,100,7,100,2,100
Leste,Camaçari,291005,Dias d'Ávila,20,100,3,100,3,75,11,91.67,11,91.67,16,84.21,16,88.89,40,95.24,62,100,36,90,20,95.24
Leste,Camaçari,292100,Mata de São João,4,100,14,87.5,3,100,12,100,5,100,8,100,8,100,8,88.89,9,100,16,100,12,92.31
Leste,Camaçari,292520,Pojuca,5,100,8,100,11,100,11,100,16,100,14,100,13,92.86,17,100,19,100,28,90.32,19,100
Leste,Camaçari,293070,Simões Filho,6,100,5,83.33,14,100,19,100,18,85.71,39,76.47,31,83.78,58,95.08,105,97.22,113,88.28,200,89.69
Leste,Cruz das Almas,290485,Cabaceiras do Paraguaçu,2,100,0,0,2,100,3,100,4,57.14,3,75,6,100,2,50,1,100,0,0,1,100
Leste,Cruz das Almas,290490,Cachoeira,0,0,1,100,4,100,2,100,4,100,3,100,1,100,5,100,2,100,6,85.71,2,100
Leste,Cruz das Almas,290820,Conceição da Feira,2,100,4,100,1,100,0,0,3,75,6,85.71,3,100,9,100,6,85.71,7,100,17,94.44
Leste,Cruz das Almas,290980,Cruz das Almas,14,100,10,71.43,10,90.91,22,100,34,100,27,96.43,17,94.44,31,88.57,21,100,21,100,24,96
Leste,Cruz das Almas,291160,Governador Mangabeira,0,0,1,100,0,0,1,100,3,100,4,100,0,0,7,100,1,50,6,100,7,87.5
Leste,Cruz das Almas,292060,Maragogipe,1,100,0,0,1,100,0,0,10,100,3,100,1,50,9,100,5,100,5,100,4,100
Leste,Cruz das Almas,292230,Muritiba,2,100,2,100,2,100,12,100,21,100,7,100,2,100,8,80,6,100,7,100,1,50
Leste,Cruz das Almas,292900,São Félix,1,100,0,0,1,100,2,100,3,100,1,100,3,100,2,100,4,100,0,0,0,0
Leste,Cruz das Almas,292960,Sapeaçu,0,0,4,80,1,100,9,100,6,85.71,4,80,7,87.5,9,100,6,100,10,100,11,100
Leste,Salvador,290650,Candeias,5,100,10,100,13,92.86,18,100,13,81.25,16,57.14,20,90.91,24,92.31,31,93.94,25,96.15,21,100
Leste,Salvador,291610,Itaparica,2,100,1,100,2,100,2,100,2,100,4,66.67,3,100,4,100,7,87.5,11,100,4,100
Leste,Salvador,291920,Lauro de Freitas,9,100,12,100,15,88.24,51,98.08,37,90.24,85,80.19,96,90.57,85,100,128,100,123,86.01,101,82.79
Leste,Salvador,291992,Madre de Deus,3,100,3,100,5,100,4,100,1,100,7,87.5,10,83.33,7,87.5,6,100,11,91.67,17,94.44
Leste,Salvador,292740,Salvador,197,99.49,368,89.76,454,90.26,875,94.19,883,90.01,1297,77.43,1257,84.48,1694,92.17,2174,96.75,2379,94.44,3562,97.03
Leste,Salvador,292860,Santo Amaro,4,100,10,5,3,23.08,7,100,4,80,5,71.43,8,100,2,100,3,100,5,100,18,100
Leste,Salvador,292920,São Francisco do Conde,2,100,4,100,2,66.67,3,75,4,100,7,87.5,6,100,11,100,16,100,11,91.67,4,80
Leste,Salvador,292950,São Sebastião do Passé,0,0,1,100,2,100,6,100,13,92.86,4,50,5,83.33,8,88.89,10,38.46,6,85.71,4,100
Leste,Salvador,292975,Saubara,0,0,0,0,0,0,2,100,0,0,1,100,1,100,3,75,2,100,1,100,1,100
Leste,Salvador,293320,Vera Cruz,0,0,3,100,0,0,2,66.67,8,100,13,92.86,4,100,14,100,14,38.89,13,100,1,100
Leste,Santo Antônio de Jesus,290100,Amargosa,3,100,5,100,10,90.91,10,100,12,100,4,100,9,100,17,100,13,92.86,12,85.71,14,100
Leste,Santo Antônio de Jesus,290230,Aratuípe,1,100,3,100,0,0,4,100,3,100,1,100,3,100,2,100,0,0,0,0,6,100
Leste,Santo Antônio de Jesus,290730,Castro Alves,5,100,18,100,7,100,3,100,15,100,12,100,12,100,18,100,9,100,17,100,14,100
Leste,Santo Antônio de Jesus,290830,Conceição do Almeida,1,100,1,100,4,100,3,100,4,100,5,100,7,100,3,100,9,90,7,87.5,24,100
Leste,Santo Antônio de Jesus,291020,Dom Macedo Costa,0,0,0,0,2,100,3,100,5,100,1,100,0,0,3,100,2,66.67,3,100,2,100
Leste,Santo Antônio de Jesus,291030,Elísio Medrado,1,100,5,100,6,100,6,100,3,100,8,100,7,100,10,100,13,100,8,100,11,91.67
Leste,Santo Antônio de Jesus,291685,Itatim,1,100,9,100,0,0,6,100,6,100,2,100,4,100,4,100,4,100,1,100,3,100
Leste,Santo Antônio de Jesus,291780,Jaguaripe,0,0,1,100,0,0,0,0,4,100,3,75,4,100,9,100,1,100,1,100,2,100
Leste,Santo Antônio de Jesus,291820,Jiquiriçá,6,100,6,100,3,100,4,100,5,100,9,100,13,100,10,100,12,100,8,100,9,100
Leste,Santo Antônio de Jesus,291880,Laje,1,100,18,100,10,100,10,100,4,100,5,100,7,100,12,100,11,100,13,92.86,12,100
Leste,Santo Antônio de Jesus,292130,Milagres,1,100,0,0,0,0,1,100,3,100,5,100,4,100,3,100,1,50,6,100,36,100
Leste,Santo Antônio de Jesus,292220,Muniz Ferreira,1,50,0,0,0,0,1,100,4,100,2,66.67,2,100,3,75,2,66.67,2,40,15,93.75
Leste,Santo Antônio de Jesus,292240,Mutuípe,11,100,18,100,60,100,59,100,19,100,13,100,12,100,18,100,3,100,10,90.91,10,100
Leste,Santo Antônio de Jesus,292250,Nazaré,7,100,1,100,9,100,13,100,6,85.71,7,100,5,100,11,100,8,88.89,10,100,24,100
Leste,Santo Antônio de Jesus,292575,Presidente Tancredo Neves,7,100,8,100,2,100,16,100,6,100,3,100,15,100,12,100,7,100,6,100,5,100
Leste,Santo Antônio de Jesus,292730,Salinas da Margarida,0,0,1,100,1,100,12,100,3,100,4,100,5,100,6,100,3,100,5,100,25,100
Leste,Santo Antônio de Jesus,292850,Santa Teresinha,0,0,4,100,2,100,6,100,8,100,8,100,6,100,11,100,4,100,1,100,3,100
Leste,Santo Antônio de Jesus,292870,Santo Antônio de Jesus,3,100,1,100,5,100,7,100,21,100,9,81.82,5,100,9,100,3,100,5,100,23,100
Leste,Santo Antônio de Jesus,292910,São Felipe,0,0,3,100,0,0,2,100,5,100,4,100,2,100,3,100,3,100,2,100,2,100
Leste,Santo Antônio de Jesus,292940,São Miguel das Matas,0,0,1,100,4,100,6,100,4,100,2,100,3,100,13,100,3,100,5,100,7,100
Leste,Santo Antônio de Jesus,293210,Ubaíra,2,100,0,0,1,100,1,50,5,100,6,100,9,100,2,100,1,100,1,100,1,50
Leste,Santo Antônio de Jesus,293317,Varzedo,13,100,30,96.77,28,100,46,93.88,67,98.53,66,97.06,63,100,83,100,76,97.44,62,100,182,100
Nordeste,Alagoinhas,290030,Acajutiba,0,0,2,100,2,100,3,100,4,100,2,66.67,0,0,1,100,0,0,4,100,13,100
Nordeste,Alagoinhas,290070,Alagoinhas,40,100,58,98.31,74,97.37,109,94.78,145,100,97,97,68,100,45,100,48,92.31,101,96.19,111,100
Nordeste,Alagoinhas,290190,Aporá,3,100,0,0,1,100,5,100,2,100,-,0,0,0,6,100,0,0,4,100,18,100
Nordeste,Alagoinhas,290205,Araçás,1,100,2,100,13,100,5,100,3,100,2,100,5,100,3,100,4,100,3,75,4,100
Nordeste,Alagoinhas,290220,Aramari,0,0,3,100,1,50,4,100,3,100,3,100,3,100,0,0,1,100,4,100,1,100
Nordeste,Alagoinhas,290700,Cardeal da Silva,0,0,6,100,4,80,5,100,6,100,5,100,1,100,3,100,1,100,2,100,3,100
Nordeste,Alagoinhas,290750,Catu,8,100,11,100,11,100,17,94.44,22,100,21,95.45,16,100,14,100,17,89.47,10,100,16,94.12
Nordeste,Alagoinhas,290960,Crisópolis,2,100,3,100,2,100,4,100,3,100,2,100,2,100,2,100,1,100,5,100,8,100
Nordeste,Alagoinhas,291050,Entre Rios,6,100,16,94.12,15,100,37,97.37,94,100,46,100,36,100,17,100,15,100,9,100,23,100
Nordeste,Alagoinhas,291060,Esplanada,0,0,5,100,4,100,3,100,10,100,12,100,2,100,7,100,1,100,6,100,23,100
Nordeste,Alagoinhas,291370,Inhambupe,0,0,2,100,6,100,15,93.75,13,100,11,100,5,100,3,75,5,100,10,100,20,100
