Macrorregião de Saúde,Região de Saúde,Cod. IBGE,Município,2010,Unnamed: 5,2011,Unnamed: 7,2012,Unnamed: 9,2013,Unnamed: 11,2014,Unnamed: 13,2015,Unnamed: 15,2016,Unnamed: 17,2017,Unnamed: 19,2018,Unnamed: 21,2019,Unnamed: 23,2020,Unnamed: 25
Nordeste,Alagoinhas,291590,Itanagra,0,0,0,0,0,0,1,50,0,0,1,100,0,0,1,100,1,100,1,100,4,66.67
Nordeste,Alagoinhas,291650,Itapicuru,0,0,0,0,2,100,0,0,2,100,1,100,1,100,1,100,3,75,2,66.67,69,100
Nordeste,Alagoinhas,291790,Jandaíra,0,0,1,100,0,0,0,0,4,100,2,100,6,100,6,100,4,100,5,100,12,100
Nordeste,Alagoinhas,292330,Ouriçangas,0,0,1,100,0,0,3,100,1,100,1,100,1,100,3,100,3,100,7,100,11,100
Nordeste,Alagoinhas,292410,Pedrão,0,0,0,0,1,100,1,100,1,100,-,0,1,100,0,0,2,100,2,100,2,66.67
Nordeste,Alagoinhas,292700,Rio Real,10,83.33,6,100,6,85.71,16,100,15,100,10,100,11,100,7,100,22,100,43,97.73,61,98.39
Nordeste,Alagoinhas,292970,Sátiro Dias,0,0,3,100,1,100,2,100,4,100,6,100,1,100,5,100,1,100,1,100,0,0
Nordeste,Ribeira do Pombal,290035,Adustina,2,100,5,100,0,0,4,100,0,0,-,0,0,0,1,100,0,0,10,100,18,90
Nordeste,Ribeira do Pombal,290160,Antas,0,0,0,0,0,0,0,0,0,0,-,0,1,50,0,0,2,100,5,100,32,100
Nordeste,Ribeira do Pombal,290265,Banzaê,0,0,0,0,0,0,1,100,2,100,3,100,1,100,0,0,0,0,0,0,1,100
Nordeste,Ribeira do Pombal,290780,Cícero Dantas,0,0,0,0,1,100,1,100,1,100,1,100,2,100,1,100,7,100,3,100,1,100
Nordeste,Ribeira do Pombal,290790,Cipó,1,100,0,0,0,0,0,0,3,100,2,100,0,0,3,100,3,100,3,100,0,0
Nordeste,Ribeira do Pombal,290920,Coronel João Sá,0,0,0,0,1,100,2,100,1,100,-,0,3,100,0,0,0,0,0,0,5,100
Nordeste,Ribeira do Pombal,291075,Fátima,1,100,2,100,0,0,1,100,0,0,1,100,1,100,1,50,2,66.67,0,0,2,28.57
Nordeste,Ribeira do Pombal,291185,Heliópolis,0,0,0,0,1,100,0,0,0,0,-,0,0,0,0,0,0,0,3,100,0,0
Nordeste,Ribeira do Pombal,292290,Nova Soure,1,100,3,100,1,100,3,100,0,0,-,0,1,100,5,100,2,100,5,100,9,81.82
Nordeste,Ribeira do Pombal,292305,Novo Triunfo,0,0,0,0,0,0,0,0,0,0,1,100,0,0,0,0,1,100,2,100,12,100
Nordeste,Ribeira do Pombal,292310,Olindina,3,100,1,100,0,0,4,100,4,100,4,100,5,100,1,100,1,100,5,100,2,66.67
Nordeste,Ribeira do Pombal,292380,Paripiranga,0,0,0,0,1,100,2,100,4,100,-,0,1,50,5,100,3,100,2,100,3,100
Nordeste,Ribeira do Pombal,292650,Ribeira do Amparo,1,100,1,50,0,0,0,0,0,0,1,100,2,100,1,100,1,100,4,100,8,100
Nordeste,Ribeira do Pombal,292660,Ribeira do Pombal,1,100,1,100,0,0,2,100,1,100,3,100,1,100,3,100,4,100,4,100,7,100
Nordeste,Ribeira do Pombal,293076,Sítio do Quinto,0,0,0,0,1,100,3,100,0,0,-,0,0,0,1,100,2,100,1,100,5,83.33
Norte,Juazeiro,290590,Campo Alegre de Lourdes,0,0,1,100,0,0,0,0,0,0,2,100,0,0,2,100,0,0,1,100,1,100
Norte,Juazeiro,290682,Canudos,2,100,5,100,1,100,4,100,4,100,1,100,1,100,2,100,1,100,0,0,0,0
Norte,Juazeiro,290720,Casa Nova,11,100,5,83.33,5,100,3,100,3,100,1,100,1,100,11,100,6,85.71,11,100,3,100
Norte,Juazeiro,290990,Curaçá,4,100,2,33.33,9,100,2,50,3,100,2,100,1,100,5,71.43,2,100,2,100,4,80
Norte,Juazeiro,291840,Juazeiro,37,100,40,83.33,60,89.55,70,87.5,53,92.98,38,86.36,40,97.56,42,97.67,67,91.78,91,93.81,80,93.02
Norte,Juazeiro,292440,Pilão Arcado,0,0,1,100,0,0,0,0,2,100,1,100,0,0,1,100,3,100,4,100,0,0
Norte,Juazeiro,292600,Remanso,3,100,6,100,1,100,3,100,8,88.89,8,100,5,100,8,100,2,100,0,0,6,100
Norte,Juazeiro,293020,Sento Sé,0,0,0,0,1,14.29,0,0,1,33.33,2,22.22,3,42.86,2,100,1,100,2,100,2,100
Norte,Juazeiro,293077,Sobradinho,2,100,1,25,1,50,4,100,4,100,1,100,0,0,1,100,6,100,5,100,3,100
Norte,Juazeiro,293200,Uauá,0,0,1,100,2,100,1,100,2,100,-,0,1,100,2,100,6,100,3,100,4,100
Norte,Paulo Afonso,290020,Abaré,3,75,4,100,2,66.67,4,80,6,100,-,0,2,33.33,4,66.67,9,100,9,100,40,97.56
Norte,Paulo Afonso,290770,Chorrochó,0,0,1,50,2,100,1,50,0,0,3,100,8,100,1,100,1,100,8,100,6,100
Norte,Paulo Afonso,291140,Glória,0,0,3,100,0,0,1,100,2,100,2,100,3,100,6,85.71,8,72.73,3,60,7,100
Norte,Paulo Afonso,291810,Jeremoabo,0,0,3,60,3,100,2,50,6,100,1,100,0,0,1,100,1,100,10,100,2,100
Norte,Paulo Afonso,291990,Macururé,0,0,0,0,1,100,0,0,1,100,-,0,1,100,0,0,3,75,2,100,0,0
Norte,Paulo Afonso,292400,Paulo Afonso,7,100,19,90.48,22,100,15,100,11,91.67,10,100,7,100,9,100,8,100,3,100,63,98.44
Norte,Paulo Afonso,292420,Pedro Alexandre,2,100,0,0,0,0,0,0,1,100,-,0,0,0,0,0,1,100,7,100,6,100
Norte,Paulo Afonso,292710,Rodelas,0,0,1,50,0,0,6,85.71,4,80,12,100,12,80,20,95.24,35,92.11,36,97.3,11,100
Norte,Paulo Afonso,292760,Santa Brígida,0,0,0,0,0,0,3,100,2,100,1,100,0,0,1,100,1,100,0,0,1,100
Norte,Senhor do Bonfim,290135,Andorinha,0,0,0,0,3,100,1,100,2,100,-,0,0,0,1,100,3,100,2,100,0,0
Norte,Senhor do Bonfim,290180,Antônio Gonçalves,0,0,0,0,3,100,2,100,0,0,4,100,0,0,4,100,2,100,1,100,2,100
Norte,Senhor do Bonfim,290600,Campo Formoso,16,100,3,100,5,100,10,100,14,93.33,6,85.71,9,90,5,50,4,66.67,3,37.5,34,100
Norte,Senhor do Bonfim,291085,Filadélfia,0,0,0,0,3,100,5,100,15,100,5,100,4,100,13,100,6,100,7,100,1,100
Norte,Senhor do Bonfim,291700,Itiúba,0,0,0,0,5,83.33,2,100,5,100,-,0,4,80,4,100,5,71.43,2,50,4,100
Norte,Senhor do Bonfim,291770,Jaguarari,5,100,2,100,2,100,4,100,3,100,4,100,6,100,6,100,1,100,2,100,1,100
Norte,Senhor do Bonfim,292460,Pindobaçu,0,0,1,100,4,100,5,100,17,100,27,96.43,1,100,4,100,1,100,9,100,6,100
Norte,Senhor do Bonfim,292525,Ponto Novo,0,0,0,0,1,100,0,0,8,100,3,100,2,100,7,100,18,94.74,11,91.67,5,100
Norte,Senhor do Bonfim,293010,Senhor do Bonfim,37,100,20,100,47,100,43,93.48,20,100,19,100,11,100,31,100,21,95.45,33,89.19,49,100
Oeste,Barreiras,290140,Angical,2,100,2,100,4,100,2,100,8,100,4,100,4,100,2,100,4,100,8,100,9,100
Oeste,Barreiras,290250,Baianópolis,1,100,2,100,0,0,1,100,4,80,3,100,1,100,1,100,0,0,3,100,26,100
Oeste,Barreiras,290320,Barreiras,30,100,52,98.11,43,100,79,100,80,98.77,95,100,79,97.53,86,97.73,107,97.27,118,95.93,260,98.48
Oeste,Barreiras,290440,Brejolândia,0,0,2,100,0,0,0,0,0,0,5,100,2,100,1,100,3,100,0,0,0,0
Oeste,Barreiras,290740,Catolândia,0,0,0,0,0,0,6,100,2,100,1,100,0,0,1,100,7,77.78,0,0,1,33.33
Oeste,Barreiras,290940,Cotegipe,1,100,1,100,2,100,6,100,3,75,5,83.33,5,83.33,7,87.5,5,83.33,3,100,3,100
Oeste,Barreiras,290970,Cristópolis,1,100,5,100,2,100,2,100,0,0,1,100,1,100,5,100,3,100,3,100,6,100
Oeste,Barreiras,291110,Formosa do Rio Preto,7,77.78,10,100,3,50,4,100,4,100,14,100,21,100,8,100,7,100,12,100,13,92.86
Oeste,Barreiras,291955,Luís Eduardo Magalhães,77,98.72,116,97.48,41,93.18,19,100,33,100,62,95.38,50,84.75,38,90.48,37,88.1,62,92.54,67,95.71
Oeste,Barreiras,292045,Mansidão,0,0,1,100,0,0,1,100,1,100,1,100,0,0,0,0,1,100,2,100,0,0
Oeste,Barreiras,292620,Riachão das Neves,1,100,6,100,3,100,3,100,4,100,3,100,5,100,9,100,9,90,16,100,7,100
Oeste,Barreiras,292840,Santa Rita de Cássia,2,100,3,100,2,100,4,100,16,100,6,100,3,100,3,100,9,100,14,93.33,65,100
Oeste,Barreiras,292890,São Desidério,1,50,10,66.67,13,100,17,89.47,9,81.82,9,81.82,11,91.67,11,91.67,29,96.67,31,100,22,100
Oeste,Barreiras,293090,Tabocas do Brejo Velho,0,0,2,100,1,100,0,0,3,100,4,100,1,100,4,100,7,100,6,100,1,100
Oeste,Barreiras,293345,Wanderley,11,91.67,12,92.31,8,100,9,100,5,100,17,100,10,90.91,6,100,2,66.67,4,100,2,100
Oeste,Ibotirama,290270,Barra,5,100,9,100,9,100,5,100,4,100,3,100,2,66.67,6,100,4,100,13,100,3,100
Oeste,Ibotirama,290450,Brotas de Macaúbas,6,100,3,100,2,100,1,100,6,100,-,0,1,100,3,100,2,100,14,100,1,100
Oeste,Ibotirama,290475,Buritirama,3,100,0,0,1,100,1,100,0,0,1,100,2,100,3,100,3,100,1,100,6,100
Oeste,Ibotirama,291320,Ibotirama,0,0,1,100,1,100,1,100,2,100,1,100,17,94.44,14,100,18,85.71,23,95.83,25,100
Oeste,Ibotirama,291410,Ipupiara,0,0,0,0,0,0,1,100,6,100,1,100,8,88.89,9,100,3,100,6,100,1,100
Oeste,Ibotirama,292160,Morpará,0,0,0,0,2,100,1,100,3,100,1,100,1,100,2,100,1,100,0,0,4,100
Oeste,Ibotirama,292225,Muquém de São Francisco,0,0,0,0,0,0,1,100,0,0,1,100,4,100,7,100,2,100,1,100,14,100
Oeste,Ibotirama,292320,Oliveira dos Brejinhos,0,0,0,0,1,100,1,100,0,0,2,100,3,100,4,100,5,83.33,2,100,1,100
Oeste,Ibotirama,292370,Paratinga,0,0,0,0,2,100,0,0,1,100,1,100,2,100,5,100,6,85.71,6,100,9,90
Oeste,Santa Maria da Vitória,290390,Bom Jesus da Lapa,5,100,3,75,6,100,4,100,12,100,7,77.78,16,94.12,9,100,8,88.89,9,100,9,100
Oeste,Santa Maria da Vitória,290610,Canápolis,0,0,0,0,0,0,0,0,1,100,-,0,0,0,0,0,0,0,0,0,0,0
Oeste,Santa Maria da Vitória,290810,Cocos,1,100,0,0,0,0,0,0,2,40,-,0,0,0,0,0,0,0,2,100,0,0
Oeste,Santa Maria da Vitória,290910,Coribe,0,0,0,0,0,0,2,100,8,100,4,100,2,100,4,100,6,100,7,87.5,7,100
Oeste,Santa Maria da Vitória,290930,Correntina,0,0,1,50,0,0,5,55.56,1,100,1,100,1,33.33,5,83.33,5,62.5,36,92.31,9,64.29
Oeste,Santa Maria da Vitória,291735,Jaborandi,0,0,1,100,1,50,1,50,0,0,4,80,0,0,0,0,4,100,3,100,2,66.67
Oeste,Santa Maria da Vitória,292810,Santa Maria da Vitória,2,100,6,100,8,100,11,100,4,100,13,92.86,16,100,12,100,20,95.24,9,100,7,87.5
Oeste,Santa Maria da Vitória,292820,Santana,1,100,1,100,0,0,3,100,0,0,5,100,3,100,1,100,3,100,6,100,2,100
Oeste,Santa Maria da Vitória,292905,São Félix do Coribe,0,0,0,0,0,0,3,100,0,0,1,100,2,100,9,100,5,100,11,100,0,0
Oeste,Santa Maria da Vitória,293015,Serra do Ramalho,1,100,1,50,0,0,2,100,6,100,1,100,8,100,2,100,2,100,3,100,1,100
Oeste,Santa Maria da Vitória,293030,Serra Dourada,1,100,2,100,3,75,5,100,12,100,10,100,6,100,2,100,5,55.56,2,100,2,100
Oeste,Santa Maria da Vitória,293075,Sítio do Mato,1,100,0,0,0,0,1,100,1,100,2,100,0,0,0,0,4,100,1,100,1,50
Sudoeste,Brumado,290200,Aracatu,1,33.33,0,0,0,0,3,100,0,0,-,0,2,100,2,100,1,100,3,100,0,0
Sudoeste,Brumado,290280,Barra da Estiva,1,50,7,100,1,100,3,100,6,100,6,85.71,12,92.31,5,100,9,90,0,0,8,100
Sudoeste,Brumado,290410,Boquira,0,0,1,100,3,100,5,100,2,100,4,100,4,100,6,100,4,100,3,100,9,90
Sudoeste,Brumado,290420,Botuporã,3,100,4,100,4,100,2,100,2,100,1,100,2,50,2,100,1,33.33,1,50,0,0
Sudoeste,Brumado,290460,Brumado,7,87.5,16,94.12,21,100,37,100,46,100,28,100,13,100,17,100,21,95.45,24,96,8,100
Sudoeste,Brumado,290755,Caturama,0,0,0,0,1,100,0,0,0,0,-,0,0,0,4,100,1,100,0,0,3,100
Sudoeste,Brumado,290880,Contendas do Sincorá,0,0,0,0,0,0,0,0,1,100,3,100,1,100,0,0,6,100,1,100,16,100
Sudoeste,Brumado,291010,Dom Basílio,10,83.33,8,72.73,3,60,6,85.71,0,0,1,100,0,0,7,100,29,100,9,100,5,100
Sudoeste,Brumado,290050,Érico Cardoso,0,0,0,0,0,0,0,0,1,100,-,0,0,0,1,100,0,0,2,100,1,100
Sudoeste,Brumado,291165,Guajeru,0,0,0,0,3,100,3,100,2,100,-,0,5,100,13,100,19,100,10,90.91,3,100
Sudoeste,Brumado,291220,Ibicoara,0,0,2,50,1,100,4,100,4,80,33,100,16,100,16,100,4,100,6,100,2,100
Sudoeste,Brumado,291250,Ibipitanga,0,0,0,0,3,100,24,100,25,100,12,100,4,100,12,92.31,17,100,22,100,3,100
Sudoeste,Brumado,291720,Ituaçu,2,100,3,75,7,100,4,100,4,100,2,100,0,0,2,100,9,100,3,75,5,100
Sudoeste,Brumado,291860,Jussiape,6,100,9,100,1,100,1,100,3,75,-,0,5,100,2,100,2,100,1,100,2,66.67
Sudoeste,Brumado,291950,Livramento de Nossa Senhora,2,100,12,100,9,100,4,100,4,80,1,100,1,25,2,50,4,100,1,33.33,1,20
Sudoeste,Brumado,291980,Macaúbas,0,0,0,0,1,100,0,0,5,100,2,100,2,100,15,100,11,100,3,100,6,100
Sudoeste,Brumado,292030,Malhada de Pedras,2,100,0,0,1,100,2,100,2,100,2,100,2,100,4,100,3,100,4,100,5,83.33
Sudoeste,Brumado,292360,Paramirim,0,0,3,100,3,100,3,100,3,100,1,100,2,100,9,100,4,100,1,100,0,0
Sudoeste,Brumado,292670,Rio de Contas,0,0,1,100,1,100,2,100,2,100,2,100,6,100,2,100,0,0,2,100,4,80
Sudoeste,Brumado,292690,Rio do Pires,0,0,0,0,0,0,0,0,0,0,-,0,0,0,2,100,0,0,1,100,1,100
Sudoeste,Brumado,293100,Tanhaçu,1,100,4,100,5,100,3,100,6,100,1,100,1,100,2,100,6,85.71,6,75,3,100
Sudoeste,Guanambi,290500,Caculé,1,100,0,0,2,100,2,100,0,0,2,100,2,100,0,0,4,80,2,100,3,100
Sudoeste,Guanambi,290520,Caetité,2,100,7,100,6,100,18,100,23,100,12,100,15,100,7,87.5,35,50.72,72,98.63,81,98.78
Sudoeste,Guanambi,290660,Candiba,1,100,0,0,0,0,1,100,1,100,-,0,3,100,2,100,2,100,1,100,1,100
Sudoeste,Guanambi,290710,Carinhanha,1,100,0,0,0,0,0,0,9,100,6,85.71,1,50,5,100,4,100,2,100,4,100
Sudoeste,Guanambi,291077,Feira da Mata,0,0,0,0,0,0,0,0,1,100,2,100,0,0,2,100,2,100,2,100,0,0
Sudoeste,Guanambi,291170,Guanambi,16,100,22,100,61,100,34,100,57,100,66,100,72,96,45,88.24,52,98.11,35,94.59,45,95.74
Sudoeste,Guanambi,291200,Ibiassucê,0,0,0,0,1,100,6,100,3,100,1,100,6,100,3,100,11,100,1,100,0,0
Sudoeste,Guanambi,291340,Igaporã,0,0,3,100,2,100,0,0,5,100,-,0,1,50,4,100,2,100,0,0,3,100
Sudoeste,Guanambi,291733,Iuiú,0,0,1,33.33,0,0,0,0,0,0,-,0,1,100,4,100,3,100,0,0,1,100
Sudoeste,Guanambi,291740,Jacaraci,0,0,1,100,13,100,29,100,37,100,39,100,32,100,37,100,29,100,22,100,9,100
Sudoeste,Guanambi,291875,Lagoa Real,0,0,0,0,1,100,0,0,2,100,-,0,4,100,3,100,3,100,3,75,0,0
Sudoeste,Guanambi,291940,Licínio de Almeida,1,100,3,75,0,0,1,100,1,100,4,100,0,0,1,100,2,100,4,100,1,100
Sudoeste,Guanambi,292020,Malhada,0,0,0,0,1,100,0,0,1,100,-,0,1,100,2,100,3,100,2,100,1,100
Sudoeste,Guanambi,292105,Matina,0,0,0,0,4,100,3,100,6,100,4,66.67,2,66.67,10,76.92,4,66.67,1,33.33,3,60
Sudoeste,Guanambi,292180,Mortugaba,0,0,0,0,4,100,2,100,0,0,2,100,0,0,0,0,0,0,0,0,0,0
Sudoeste,Guanambi,292340,Palmas de Monte Alto,0,0,0,0,1,100,4,100,0,0,3,100,0,0,8,100,9,100,10,100,12,92.31
Sudoeste,Guanambi,292450,Pindaí,0,0,0,0,0,0,0,0,1,100,1,100,2,100,1,50,1,100,2,100,2,100
Sudoeste,Guanambi,292640,Riacho de Santana,1,100,1,100,5,100,4,100,4,100,4,100,0,0,4,100,3,60,5,100,5,83.33
Sudoeste,Guanambi,292680,Rio do Antônio,1,100,2,100,0,0,1,100,1,100,1,100,1,50,5,100,6,100,4,100,0,0
Sudoeste,Guanambi,293000,Sebastião Laranjeiras,0,0,0,0,0,0,0,0,0,0,-,0,2,100,3,100,2,100,1,50,0,0
Sudoeste,Guanambi,293105,Tanque Novo,0,0,0,0,0,0,1,100,0,0,1,100,1,100,6,100,4,100,0,0,1,100
Sudoeste,Guanambi,293260,Urandi,0,0,0,0,1,100,0,0,1,100,-,0,0,0,0,0,1,100,3,100,8,100
Sudoeste,Itapetinga,290480,Caatiba,0,0,1,100,3,100,5,100,1,100,3,100,3,100,5,100,2,100,3,100,0,0
Sudoeste,Itapetinga,291090,Firmino Alves,0,0,3,100,0,0,1,100,1,100,-,0,2,100,1,50,0,0,1,25,2,100
Sudoeste,Itapetinga,291230,Ibicuí,4,100,3,100,3,100,2,50,2,100,-,0,1,100,3,100,5,100,2,50,0,0
Sudoeste,Itapetinga,291350,Iguaí,2,100,1,100,1,100,2,100,3,100,4,100,1,100,4,80,6,100,16,84.21,5,100
Sudoeste,Itapetinga,291580,Itambé,6,100,5,55.56,13,50,13,81.25,4,66.67,1,100,5,100,2,66.67,13,100,11,100,10,100
Sudoeste,Itapetinga,291640,Itapetinga,7,100,28,96.55,27,100,12,100,14,100,15,100,13,100,20,100,19,100,13,100,4,100
Sudoeste,Itapetinga,291680,Itarantim,1,100,1,100,2,100,0,0,1,100,1,100,1,100,4,100,4,100,2,100,0,0
Sudoeste,Itapetinga,291710,Itororó,8,100,10,100,8,100,8,100,8,88.89,2,100,3,100,3,100,3,100,7,100,4,100
Sudoeste,Itapetinga,291970,Macarani,0,0,2,100,3,100,3,100,7,100,5,100,9,100,4,100,6,100,5,100,2,100
Sudoeste,Itapetinga,292000,Maiquinique,2,100,1,100,1,100,11,100,3,100,1,100,3,100,2,100,5,100,3,100,2,100
Sudoeste,Itapetinga,292270,Nova Canaã,1,100,1,100,2,66.67,0,0,3,100,6,100,1,100,3,75,3,100,8,100,1,100
Sudoeste,Itapetinga,292540,Potiraguá,1,100,1,100,1,100,0,0,2,100,2,100,1,100,3,100,7,77.78,2,66.67,0,0
Sudoeste,Vitória da Conquista,290120,Anagé,2,100,2,100,7,100,0,0,5,100,-,0,1,100,5,100,7,100,7,100,0,0
Sudoeste,Vitória da Conquista,290290,Barra do Choça,10,90.91,3,100,9,100,7,100,10,100,12,92.31,6,100,28,87.5,16,100,8,100,6,85.71
Sudoeste,Vitória da Conquista,290350,Belo Campo,0,0,4,100,4,100,16,100,5,100,6,100,6,100,9,100,4,100,5,100,5,100
Sudoeste,Vitória da Conquista,290395,Bom Jesus da Serra,2,100,1,100,11,100,5,100,8,100,10,100,12,92.31,11,100,8,100,14,100,5,100
Sudoeste,Vitória da Conquista,290515,Caetanos,0,0,0,0,4,100,0,0,1,100,2,100,3,100,3,75,7,100,11,91.67,8,100
Sudoeste,Vitória da Conquista,290670,Cândido Sales,12,92.31,8,88.89,7,100,9,100,16,100,9,100,13,100,19,100,9,100,8,100,9,100
Sudoeste,Vitória da Conquista,290689,Caraíbas,0,0,0,0,2,100,0,0,3,100,1,100,1,100,2,100,3,100,2,50,9,81.82
Sudoeste,Vitória da Conquista,290870,Condeúba,0,0,4,100,5,100,1,100,2,100,11,100,7,100,9,100,5,83.33,6,100,5,100
Sudoeste,Vitória da Conquista,290900,Cordeiros,0,0,1,100,1,100,1,100,3,100,1,100,4,100,1,100,0,0,2,100,0,0
Sudoeste,Vitória da Conquista,291040,Encruzilhada,1,100,4,100,7,100,10,100,11,100,17,100,4,100,6,85.71,8,100,19,100,18,94.74
Sudoeste,Vitória da Conquista,291995,Maetinga,0,0,1,100,5,100,3,100,10,100,5,83.33,2,100,2,100,4,66.67,1,100,0,0
Sudoeste,Vitória da Conquista,292145,Mirante,0,0,2,100,6,100,2,100,4,100,9,100,3,100,4,100,8,100,9,90,5,100
Sudoeste,Vitória da Conquista,292470,Piripá,5,100,6,100,3,100,4,100,4,100,5,100,3,100,9,100,9,100,11,100,7,100
Sudoeste,Vitória da Conquista,292500,Planalto,3,100,7,100,9,100,5,100,5,100,7,100,5,100,4,100,1,100,6,100,1,100
Sudoeste,Vitória da Conquista,292510,Poções,25,100,21,100,10,100,10,100,20,100,17,89.47,19,100,37,100,35,94.59,34,91.89,35,97.22
Sudoeste,Vitória da Conquista,292570,Presidente Jânio Quadros,2,100,3,100,4,100,7,87.5,0,0,2,66.67,1,100,3,100,4,80,0,0,13,100
Sudoeste,Vitória da Conquista,292665,Ribeirão do Largo,1,100,2,100,0,0,6,75,4,100,5,100,1,100,3,100,3,100,1,100,0,0
Sudoeste,Vitória da Conquista,293180,Tremedal,0,0,5,83.33,3,100,4,100,2,100,8,100,6,66.67,19,100,5,83.33,1,50,1,100
Sudoeste,Vitória da Conquista,293330,Vitória da Conquista,129,96.99,212,91.77,292,99.66,181,98.91,236,99.58,311,99.68,339,99.41,248,98.02,208,92.04,237,95.56,267,98.89
Sul,Ilhéus,290225,Arataca,6,100,3,75,4,100,5,100,3,100,5,100,0,0,1,100,2,66.67,0,0,0,0
Sul,Ilhéus,290630,Canavieiras,4,100,3,100,0,0,6,100,4,100,1,100,0,0,1,100,6,100,1,100,9,90
Sul,Ilhéus,291360,Ilhéus,62,100,54,98.18,77,100,61,84.72,93,95.88,82,96.47,69,95.83,51,87.93,53,91.38,95,97.94,39,100
Sul,Ilhéus,291490,Itacaré,4,100,5,100,7,100,3,100,5,100,5,100,1,100,0,0,1,100,2,100,0,0
Sul,Ilhéus,292090,Mascote,3,100,8,100,3,100,0,0,4,100,1,50,2,100,2,33.33,3,75,1,50,4,100
Sul,Ilhéus,292805,Santa Luzia,4,100,24,100,30,100,2,100,3,100,-,0,2,100,4,57.14,7,70,4,50,7,100
Sul,Ilhéus,293250,Una,12,100,6,85.71,2,100,6,100,11,100,17,100,13,86.67,6,75,11,91.67,4,100,6,100
Sul,Ilhéus,293270,Uruçuca,4,100,8,100,8,100,7,100,6,100,1,100,5,100,0,0,1,100,3,100,0,0
Sul,Itabuna,290090,Almadina,1,100,3,100,1,100,2,100,1,100,1,50,0,0,5,100,5,83.33,13,100,30,100
Sul,Itabuna,290240,Aurelino Leal,2,100,7,100,4,100,4,100,2,100,3,100,0,0,0,0,2,66.67,2,50,23,100
Sul,Itabuna,290330,Barro Preto,3,100,3,100,1,100,4,100,1,50,1,100,9,100,11,91.67,19,95,18,100,15,100
Sul,Itabuna,290470,Buerarema,12,100,7,100,12,100,11,100,15,100,11,100,7,77.78,10,76.92,7,46.67,9,52.94,10,76.92
Sul,Itabuna,290560,Camacan,34,100,29,100,10,100,15,100,8,100,6,100,7,100,8,100,18,72,12,80,36,97.3
Sul,Itabuna,290800,Coaraci,19,100,11,100,13,100,11,100,11,100,12,92.31,14,93.33,12,85.71,18,94.74,15,78.95,34,97.14
Sul,Itabuna,291100,Floresta Azul,6,100,4,100,3,100,5,100,5,100,1,100,3,100,11,91.67,3,60,8,66.67,47,100
Sul,Itabuna,291150,Gongogi,1,100,1,100,2,100,3,100,1,100,-,0,2,66.67,1,33.33,0,0,6,100,9,100
Sul,Itabuna,291210,Ibicaraí,18,100,15,100,7,100,6,100,7,100,11,91.67,7,87.5,11,91.67,7,77.78,4,57.14,9,90
Sul,Itabuna,291270,Ibirapitanga,12,100,7,87.5,4,66.67,9,100,8,100,7,100,7,100,9,100,8,72.73,13,81.25,53,98.15
Sul,Itabuna,291480,Itabuna,316,99.68,241,99.59,215,98.62,256,98.08,413,91.78,295,89.67,243,84.97,190,62.91,144,48.98,206,63.98,247,91.48
Sul,Itabuna,291540,Itaju do Colônia,4,100,0,0,0,0,3,100,0,0,1,100,3,75,4,100,1,33.33,1,100,1,100
Sul,Itabuna,291550,Itajuípe,11,100,13,100,11,100,12,100,14,70,6,75,12,85.71,22,84.62,17,65.38,27,90,31,93.94
Sul,Itabuna,291620,Itapé,3,100,6,100,6,100,7,100,6,100,2,100,3,75,8,88.89,1,16.67,3,42.86,4,100
Sul,Itabuna,291660,Itapitanga,1,100,3,100,2,100,3,100,1,100,1,50,4,66.67,2,66.67,0,0,13,92.86,33,97.06
Sul,Itabuna,291855,Jussari,4,100,3,100,3,100,0,0,5,100,2,100,0,0,4,100,5,83.33,6,100,8,100
Sul,Itabuna,292070,Maraú,3,100,7,100,6,100,1,100,0,0,-,0,8,100,9,90,7,87.5,9,81.82,3,100
Sul,Itabuna,292390,Pau Brasil,12,100,15,100,4,100,8,100,14,100,6,100,9,100,1,100,13,92.86,11,84.62,28,100
Sul,Itabuna,292780,Santa Cruz da Vitória,3,100,1,100,0,0,5,100,2,100,2,100,1,50,3,60,4,80,14,87.5,9,100
Sul,Itabuna,292935,São José da Vitória,2,100,4,100,3,100,8,100,4,80,3,100,0,0,1,25,2,40,2,28.57,1,100
Sul,Itabuna,293220,Ubaitaba,9,100,8,100,4,100,8,100,10,76.92,1,100,2,40,6,85.71,3,100,3,60,6,85.71
Sul,Itabuna,293230,Ubatã,6,100,7,100,2,100,9,100,17,100,7,77.78,9,100,6,66.67,9,81.82,18,81.82,3,75
Sul,Jequié,290060,Aiquara,1,100,0,0,1,100,1,100,2,66.67,-,0,3,75,5,100,4,100,1,100,0,0
Sul,Jequié,290195,Apuarema,1,100,2,100,0,0,1,100,3,100,3,100,3,75,3,75,12,100,14,100,3,100
Sul,Jequié,290310,Barra do Rocha,4,100,6,100,1,100,3,100,4,100,1,100,6,100,6,85.71,4,100,8,100,2,66.67
Sul,Jequié,290370,Boa Nova,0,0,5,100,4,100,3,50,6,100,4,100,4,100,8,100,5,100,2,100,0,0
Sul,Jequié,290430,Brejões,3,75,2,100,3,100,7,87.5,8,88.89,4,100,3,100,9,100,13,92.86,9,100,4,100
Sul,Jequié,290950,Cravolândia,0,0,2,100,1,100,0,0,1,100,1,100,2,100,3,100,0,0,0,0,0,0
