Macrorregião de Saúde,Região de Saúde,Cod. IBGE,Município,2010,Unnamed: 5,2011,Unnamed: 7,2012,Unnamed: 9,2013,Unnamed: 11,2014,Unnamed: 13,2015,Unnamed: 15,2016,Unnamed: 17,2017,Unnamed: 19,2018,Unnamed: 21,2019,Unnamed: 23
Centro Leste,Feira de Santana,290110,Amélia Rodrigues,694,0.3207518101987367,1011,0.4682723483094025,633,0.2937354988399072,202,0.08881723582002052,471,0.20721513418389792,252,0.11096433289299867,261,0.11497797356828193,505,0.22272860923257864,283,0.13069581280788176,316,0.14674922600619195
Centro Leste,Feira de Santana,290150,Anguera,568,0.6802395209580838,546,0.6479430379746836,597,0.702628481757552,156,0.17212210371460096,75,0.08208682962422474,361,0.3919652551574376,259,0.27889447236180903,23,0.024607703281027106,35,0.03860294117647059,45,0.049414348462664716
Centro Leste,Feira de Santana,290170,Antônio Cardoso,582,0.7046004842615012,574,0.6957575757575758,520,0.6313233508700931,605,0.693012600229095,400,0.4578405188859214,384,0.43952689813048457,375,0.43070444104134764,198,0.22758620689655173,307,0.3684,295,0.3544253103724469
Centro Leste,Feira de Santana,290260,Baixa Grande,891,0.6050248981439565,1010,0.6872306645497845,917,0.6231030577576444,741,0.47662950257289877,685,0.4404200600085727,656,0.42159383033419023,476,0.30292745014849387,618,0.39338001273074474,628,0.41736818785999114,583,0.3883214920071048
Centro Leste,Feira de Santana,290640,Candeal,256,0.38170974155069587,254,0.38233818364274963,315,0.47920892494929,340,0.4929917834702755,431,0.6301169590643275,391,0.575282000980873,294,0.43815201192250375,306,0.4603811434302909,324,0.5167464114832536,340,0.5489773950484391
Centro Leste,Feira de Santana,290685,Capela do Alto Alegre,835,0.9233321046811648,889,0.9848596750369276,701,0.7771618625277162,726,0.7628721541155867,482,0.5068349106203995,341,0.3589473684210526,624,0.651356993736952,510,0.5329153605015674,423,0.46246355685131196,432,0.4745514463566459
Centro Leste,Feira de Santana,290850,Conceição do Jacuípe,1442,0.5359266600594649,1166,0.42909715407262017,934,0.3403790087463557,902,0.3082004555808656,487,0.16487981040514615,963,0.32326283987915405,814,0.27103218645948945,721,0.23834710743801654,826,0.28111174134997163,729,0.24647807956722642
Centro Leste,Feira de Santana,290890,Coração de Maria,1017,0.5682622462283479,1001,0.5625702510303485,643,0.36341371514694804,54,0.028980322003577818,167,0.09001077973409989,191,0.1032990805840995,521,0.27225222086744466,477,0.25004368338284116,111,0.061190738699007714,84,0.04658901830282862
Centro Leste,Feira de Santana,291080,Feira de Santana,26214,0.5159389863867475,28929,0.5634787689910401,25001,0.48214526777277084,20353,0.36786962284612607,14647,0.2622059648410927,16983,0.3012986552176844,19814,0.3486620602278193,16387,0.2861241902722082,13191,0.23695555848292876,14460,0.2576682743709758
Centro Leste,Feira de Santana,291125,Gavião,324,0.9301435406698565,357,1.0298076923076922,291,0.8434782608695652,293,0.8086476540938363,135,0.37361623616236167,102,0.2833333333333333,146,0.4029438822447102,162,0.44916820702402954,152,0.44401168451801365,151,0.44630541871921187
Centro Leste,Feira de Santana,291330,Ichu,361,0.8279816513761468,235,0.5353075170842825,330,0.6743869209809265,193,0.37115384615384617,173,0.33162939297124605,267,0.5095419847328244,241,0.45329153605015676,148,0.2781954887218045,372,0.7265625,232,0.45283018867924524
Centro Leste,Feira de Santana,291380,Ipecaetá,701,0.6145528930450029,686,0.6074380165289257,414,0.37041455413062924,395,0.3368391131324616,348,0.2992261392949269,419,0.36287528868360275,339,0.29224137931034483,359,0.3116319444444444,392,0.36084688554771405,281,0.2617199627444893
Centro Leste,Feira de Santana,291400,Ipirá,2344,0.5220489977728285,2913,0.650610482430018,2556,0.5725806451612904,141,0.029934187247894702,70,0.014879897966413945,879,0.18710089399744573,1660,0.34994027123884475,367,0.07746974387841261,151,0.03340461617874788,2080,0.4616750517904706
Centro Leste,Feira de Santana,291450,Irará,1656,0.7859515899383009,1650,0.7781795315202011,1560,0.73125,1235,0.5442926399294844,1101,0.4820490367775832,1080,0.4700420716669085,881,0.38651652529979524,1149,0.5016737010624363,880,0.3972911963882618,819,0.3682553956834532
Centro Leste,Feira de Santana,292210,Mundo Novo,1159,0.6676267281105991,898,0.5122646891043925,1057,0.5972876247880956,734,0.3890459363957597,671,0.35002608242044864,685,0.35437144335230214,697,0.36045509394931907,836,0.42952560369926357,755,0.39933004231311703,729,0.38314646110721795
Centro Leste,Feira de Santana,292273,Nova Fátima,125,0.19726459758022094,166,0.2608695652173913,72,0.11332633788037774,218,0.3236021771400297,72,0.10656142081894426,148,0.21839645843580915,95,0.14087988136431043,254,0.37611056268509374,218,0.3359013867488444,238,0.36652977412731
Centro Leste,Feira de Santana,292405,Pé de Serra,642,0.6110406091370558,428,0.40800762631077214,498,0.47503974562798096,446,0.40325497287522605,441,0.3989746682750302,267,0.24155609167671896,299,0.27481617647058826,304,0.27984044185332924,473,0.45509942270686343,357,0.3447055037013196
Centro Leste,Feira de Santana,292465,Pintadas,819,1.0371464753060364,747,0.9495762711864407,700,0.8939974457215837,845,1.024656426839127,602,0.7317666126418153,639,0.7786352558895208,519,0.6159018987341772,582,0.6928571428571428,472,0.5904920767306088,548,0.690176322418136
Centro Leste,Feira de Santana,292595,Rafael Jambeiro,1383,0.8196365073093639,1275,0.7548845470692718,796,0.4711917916337806,843,0.47121296813862495,496,0.2766313441160067,758,0.4220489977728285,564,0.3251970017297713,571,0.3290434114483289,466,0.2798238590872698,531,0.3187274909963986
Centro Leste,Feira de Santana,292630,Riachão do Jacuípe,1360,0.4882134737345938,913,0.32739660530719583,1079,0.38623076005249973,577,0.19497634602387925,782,0.26359550561797757,1315,0.44226457399103136,979,0.33584905660377357,356,0.12197350388305163,337,0.1202569287498513,133,0.04743787896801807
Centro Leste,Feira de Santana,292750,Santa Bárbara,1096,0.726148409893993,1123,0.7397891963109354,947,0.6197643979057592,723,0.44528844179839866,385,0.23561811505507957,509,0.30973630831643,348,0.20607974733517567,70,0.04129793510324484,137,0.08363858363858363,293,0.17818771538617476
Centro Leste,Feira de Santana,292830,Santanópolis,506,0.7540983606557377,455,0.6764122893954411,359,0.5310650887573964,385,0.5372093023255814,342,0.4756606397774687,388,0.5373961218836565,267,0.375703564727955,330,0.4661016949152542,300,0.4398826979472141,277,0.4272493573264781
Centro Leste,Feira de Santana,292880,Santo Estêvão,1599,0.42380068910681157,1311,0.34382376081825333,1416,0.36747404844290654,884,0.21496311907270813,1383,0.3330122802793162,1126,0.26862823061630214,1291,0.3063355216325239,1468,0.3457643087069168,1217,0.2947682867753916,1273,0.3059360730593607
Centro Leste,Feira de Santana,292930,São Gonçalo dos Campos,1380,0.49640287769784175,1598,0.5666666666666667,1578,0.5518768943809745,861,0.2813419017536216,1523,0.49129032258064514,992,0.31619209519762004,858,0.2729296999257767,766,0.2413612015544586,663,0.2138249838744356,874,0.2789064993085842
Centro Leste,Feira de Santana,293040,Serra Preta,565,0.4869290433783396,830,0.7251019219569015,626,0.5541457657125995,158,0.13389830508474576,336,0.2877533542677705,139,0.1201729106628242,84,0.06894664842681258,248,0.2054113749309774,88,0.07757860711137232,293,0.26191895113230035
Centro Leste,Feira de Santana,293110,Tanquinho,494,0.7530487804878049,354,0.5374493927125507,347,0.5273556231003039,260,0.37320574162679426,358,0.5121602288984263,339,0.4838249286393911,313,0.46577380952380953,253,0.37574257425742574,235,0.3635894791129448,272,0.42061855670103093
Centro Leste,Feira de Santana,293140,Teodoro Sampaio,232,0.3661230931088901,605,0.9643995749202975,417,0.6704180064308681,362,0.5549310168625446,410,0.6330416881111683,327,0.5085536547433903,194,0.3028095733610822,247,0.38836477987421386,246,0.41,254,0.42833052276559863
Centro Leste,Feira de Santana,293170,Terra Nova,505,0.4791271347248577,518,0.4919278252611586,486,0.46227013316423593,645,0.5793413173652695,502,0.4503588516746411,423,0.37914550343591275,269,0.24190647482014388,259,0.23312331233123312,331,0.3112852664576803,390,0.3653966271080575
Centro Leste,Itaberaba,290130,Andaraí,757,0.8073231425524352,918,0.9814682822523164,771,0.8240114000712505,823,0.8313131313131313,631,0.6851248642779587,938,1.0180897250361793,727,0.7899311843534951,668,0.7252985884907709,582,0.6596146581035134,733,0.8320090805902384
Centro Leste,Itaberaba,290380,Boa Vista do Tupim,906,0.7357877639415269,851,0.6929967426710097,605,0.4937431991294886,8,0.006190353366004643,14,0.010951760104302478,590,0.4620203602192639,504,0.3769633507853403,893,0.6692480639520361,706,0.5543051557183983,915,0.7210401891252955
Centro Leste,Itaberaba,290405,Bonito,732,0.7315123251165889,721,0.7131552917903067,968,0.9487095720352825,1060,0.9736680955296999,797,0.7065602836879432,1537,1.350615114235501,1931,1.6835222319093286,1294,1.1209933583598037,1392,1.241010401188707,1129,1.000886524822695
Centro Leste,Itaberaba,291190,Iaçu,1236,0.6572137539879475,1253,0.6714898177920686,1214,0.6562162162162162,125,0.06433350488934637,37,0.019187554019014695,811,0.4239414532148458,773,0.4066994037179937,1039,0.5497354497354497,1017,0.5685799478196049,993,0.5597519729425028
Centro Leste,Itaberaba,291260,Ibiquera,129,0.37463697967086157,101,0.2924710424710425,49,0.14148219441770934,36,0.09863013698630137,88,0.24153705397987194,69,0.18904109589041096,20,0.06696428571428571,138,0.4620535714285714,65,0.2270081490104773,90,0.3143189755529686
Centro Leste,Itaberaba,291470,Itaberaba,1144,0.2326779661016949,2451,0.49685789580377054,1163,0.23499696908466358,1776,0.3383071941075624,2838,0.5384858642717096,2258,0.42684310018903593,2247,0.42295143681766845,2219,0.4164529246168283,2158,0.420635436293938,2206,0.42909939700447386
Centro Leste,Itaberaba,291500,Itaeté,879,0.8875799394143385,926,0.9303415941058272,913,0.9136090727151434,829,0.7808477237048665,783,0.7207732433261738,693,0.635003054367746,566,0.5164233576642335,413,0.37579617834394907,415,0.39163258886442276,378,0.356043956043956
Centro Leste,Itaberaba,291900,Lajedinho,286,1.008225616921269,253,0.8961038961038962,229,0.8188319427890345,160,0.5436013590033976,134,0.4658169177288528,223,0.7788125727590222,205,0.7060849598163031,143,0.4965277777777778,232,0.8508557457212713,187,0.6951672862453532
Centro Leste,Itaberaba,291960,Macajuba,558,0.6758175211949939,425,0.5164034021871203,279,0.3383185125303153,378,0.43448275862068964,724,0.832183908045977,593,0.6816091954022988,744,0.8509340449866565,599,0.6856161770316673,546,0.652589641434263,542,0.6493610223642173
Centro Leste,Itaberaba,292080,Marcionílio Souza,678,0.9434137291280149,767,1.0687412912215515,943,1.318881118881119,3,0.003975265017667845,15,0.020008892841262785,122,0.16281138790035588,247,0.32977303070761016,557,0.7459821428571429,460,0.6451612903225806,323,0.45557122708039494
Centro Leste,Itaberaba,292285,Nova Redenção,132,0.21890547263681592,174,0.2874449339207048,94,0.1552863436123348,5,0.007808433107756377,9,0.012682010333489903,7,0.009849906191369606,101,0.14158878504672898,110,0.15434985968194576,236,0.34519746465138956,262,0.3832276938078986
Centro Leste,Itaberaba,292720,Ruy Barbosa,1385,0.6078115857226448,1383,0.6056050211647935,1414,0.618006993006993,1214,0.5007562216416884,1133,0.46760214609987616,1189,0.4893675401289615,980,0.4024640657084189,952,0.3903239032390324,1151,0.49090133636622124,1003,0.4273540690242863
Centro Leste,Itaberaba,293280,Utinga,1263,0.9844115354637568,1134,0.8790697674418605,814,0.6276021588280648,680,0.4935881925961771,609,0.4425872093023256,688,0.4972295832329559,680,0.4892086330935252,780,0.5588727012180559,730,0.5419450631031922,613,0.4537379718726869
Centro Leste,Itaberaba,293340,Wagner,349,0.5507627564439769,332,0.5239347711730669,327,0.5157728706624606,321,0.4791044776119403,405,0.5909533073929961,509,0.7416221466731423,360,0.523509452253999,364,0.529839883551674,414,0.6285425101214576,367,0.5577507598784195
Centro Leste,Seabra,290010,Abaíra,386,0.5509039010466223,375,0.5125284738041003,571,0.7821917808219178,366,0.475736568457539,357,0.4584760273972603,64,0.08233276157804459,302,0.3886743886743887,363,0.46858864027538727,419,0.5672382671480145,251,0.3418066273263731
Centro Leste,Seabra,290400,Boninal,419,0.4219536757301108,601,0.6005996002664891,519,0.5155629139072848,482,0.45102932002495316,511,0.4865122183433831,439,0.41506460762685154,559,0.525705329153605,284,0.2658346333853354,301,0.29100870125684825,396,0.3815028901734104
Centro Leste,Seabra,291300,Ibitiara,977,0.8166620228475899,1151,0.957039911308204,1030,0.8519437551695617,1026,0.7986507524649714,757,0.5906371911573471,1224,0.9500646830530401,1336,1.032191604429565,687,0.5287326834273987,837,0.667286739303747,876,0.6965279618340843
Centro Leste,Seabra,291440,Iraquara,1300,0.82855321861058,977,0.6139505655634688,1067,0.6612270192109068,1369,0.7927041111754487,1215,0.708041958041958,690,0.3975417706932975,879,0.5009498480243161,992,0.560030109145653,1027,0.5934129429892141,947,0.5417620137299771
Centro Leste,Seabra,291930,Lençóis,354,0.4655852696185883,295,0.3834488734835355,343,0.44163090128755367,398,0.48009650180940894,458,0.5507014028056112,135,0.16077808654227868,154,0.18181818181818182,229,0.2687793427230047,230,0.27755430410297666,192,0.23012385137834598
Centro Leste,Seabra,292190,Mucugê,509,0.6394472361809045,484,0.6202477573686459,439,0.572857764245324,543,0.6807354784788968,589,0.75,228,0.29482758620689653,109,0.14291958041958042,103,0.1372113676731794,226,0.32393693263258483,315,0.46187683284457476
Centro Leste,Seabra,292303,Novo Horizonte,267,0.3385460693153001,327,0.4084096586178185,638,0.7850697292863003,458,0.5256312165263963,417,0.46713965646004485,680,0.7522123893805309,644,0.7040816326530612,423,0.4584537572254335,325,0.3601773180642778,466,0.5111517367458867
Centro Leste,Seabra,292350,Palmeiras,513,0.8070267435762979,316,0.4924675324675325,435,0.6737222509034589,253,0.3671988388969521,364,0.5311284046692607,137,0.1986466892218463,254,0.36581853096495437,296,0.42406876790830944,228,0.33744449925999015,295,0.4351032448377581
Centro Leste,Seabra,292430,Piatã,841,0.603299856527977,706,0.5227048371174728,469,0.3506105158235734,711,0.4977829638273046,562,0.3900971772327626,204,0.1424581005586592,375,0.2635277582572031,532,0.37614895121376385,446,0.3334995014955135,376,0.2839164359426127
Centro Leste,Seabra,292990,Seabra,2137,0.6786999788270167,2043,0.6460419521450406,2478,0.7801448210725155,2026,0.6007709795393891,1908,0.5627765214826467,933,0.2740088105726872,1887,0.5519157648435215,1678,0.48897523069451193,1800,0.5438614160539833,1435,0.4323591443205785
Centro Leste,Seabra,293080,Souto Soares,992,0.9134438305709024,1096,1.003969465648855,1458,1.3286755771567438,1497,1.283876500857633,1069,0.9077271440701953,1128,0.9529709940861728,1091,0.9170636032502101,1106,0.9260396315936367,1007,0.8726169844020797,798,0.6895161290322581
Centro Leste,Serrinha,290040,Água Fria,813,0.7215976331360946,434,0.3833922261484099,474,0.4165202108963093,53,0.04386206896551725,86,0.07082075212736756,252,0.20638820638820637,62,0.049639711769415534,28,0.0223463687150838,314,0.2595756406723615,247,0.20373934561451748
Centro Leste,Serrinha,290210,Araci,1173,0.3331439931837546,1056,0.2979683972911964,1957,0.5487428731657163,807,0.21270426989984187,337,0.08825840244434745,479,0.12465301873698821,478,0.12606593406593408,547,0.14351932831904846,982,0.2664616497829233,817,0.2206319200648123
Centro Leste,Serrinha,290327,Barrocas,431,0.40865992414664976,81,0.07598499061913697,84,0.0779461800185586,419,0.36445346477239776,522,0.4496124031007752,514,0.4384418538527154,587,0.46171997902464607,354,0.29248141007986783,745,0.632965165675446,354,0.28282290279627165
Centro Leste,Serrinha,290360,Biritinga,515,0.4866141732283465,391,0.3685202639019793,472,0.4455632473253619,265,0.23604513064133015,10,0.00889152341434499,26,0.023070097604259095,30,0.02531645569620253,25,0.021085184143941522,22,0.019343493552168817,26,0.022860492379835874
Centro Leste,Serrinha,290680,Cansanção,797,0.34098687963491153,2042,0.8715322236448997,2011,0.8563520227111426,1989,0.7994372990353698,2266,0.9080951108736307,1965,0.7851624933404369,1903,0.7418139293139293,1414,0.5501945525291829,2187,0.8851861845655694,1643,0.6644648153141008
Centro Leste,Serrinha,290840,Conceição do Coité,7254,1.4731925264012997,6603,1.330087960786947,6451,1.2896841263494603,6424,1.2057811424638678,4439,0.8267320586044202,4198,0.7761617157648218,3869,0.718299399715329,2669,0.49255659448818895,2814,0.5358639075790276,1982,0.37518929833417464
Centro Leste,Serrinha,291070,Euclides da Cunha,2853,0.6786932043454127,1899,0.4491131257390619,2350,0.5524645403965206,672,0.14860681114551083,67,0.014725274725274726,89,0.019643908181283105,109,0.02368535419382877,105,0.022714162099798096,122,0.0273113946720394,99,0.02189619581244471
Centro Leste,Serrinha,291910,Lamarão,168,0.24277456647398843,113,0.16577017114914427,163,0.2429210134128167,20,0.02857142857142857,32,0.046242774566473986,115,0.1682106289614822,61,0.09261133603238866,39,0.05996924654023577,82,0.13472070098576122,53,0.0886781929726715
Centro Leste,Serrinha,292150,Monte Santo,2883,0.7964088397790056,3223,0.8930451648656137,2337,0.6495876957287131,2518,0.663271577838265,1929,0.5089262158121537,1814,0.4791336502905441,1980,0.5504587155963303,1275,0.35505430242272346,2509,0.7324121825435439,2118,0.6205078125
Centro Leste,Serrinha,292265,Nordestina,1030,1.2379807692307692,1156,1.3855373551737913,984,1.1756272401433692,1034,1.1644144144144144,840,0.9417040358744395,793,0.8853740230740603,685,0.7521961932650073,685,0.7508220679576177,805,0.9154662623199393,720,0.8181818181818182
Centro Leste,Serrinha,292580,Queimadas,1366,0.742660384197173,1702,0.9253352664008699,859,0.46701703515766585,1194,0.6136714065444577,907,0.4655260906757913,1058,0.5425641025641026,915,0.4613445378151261,1087,0.5477910297329078,929,0.4885188431200701,954,0.5019291476674851
Centro Leste,Serrinha,292590,Quijingue,1475,0.7935796269727403,1492,0.8007155635062612,1194,0.6393003747992146,1180,0.5962607377463366,868,0.43720617864338485,843,0.43090816152666556,153,0.07846153846153846,656,0.33583617747440275,752,0.40042598509052185,69,0.0367086362830289
Centro Leste,Serrinha,292610,Retirolândia,930,0.9435238417314846,1072,1.0777479892761395,972,0.9674850696748507,724,0.6764247897851137,735,0.6809759110562076,933,0.8567493112947658,958,0.8003341687552213,887,0.736914981999446,1135,0.971469329529244,1145,0.9741917186613728
Centro Leste,Serrinha,292800,Santaluz,798,0.3063731763501408,807,0.3078585961342828,637,0.2415318503538928,618,0.22024233784746972,76,0.02690900507494394,83,0.029208211143695016,117,0.04551938788743353,1737,0.5877509587187006,1936,0.6772388059701493,2148,0.7383980749398419
Centro Leste,Serrinha,292895,São Domingos,689,0.87141652613828,733,0.9231738035264484,768,0.9684741488020177,649,0.7707838479809976,406,0.48085274378207654,511,0.6033057851239669,447,0.5568936877076412,444,0.5526970954356846,451,0.5839447561501941,577,0.7464424320827943
Centro Leste,Serrinha,293050,Serrinha,4593,0.7418034993270525,3300,0.5292419544531167,5551,0.8913450730610715,644,0.09718309859154929,464,0.06953046953046953,1464,0.2179652605459057,616,0.09243697478991597,609,0.09089100044773893,1387,0.21390016963964428,1029,0.15784629544408652
Centro Leste,Serrinha,293150,Teofilândia,611,0.3958963282937365,483,0.3121499353726842,967,0.6237368307890776,889,0.5409736308316431,564,0.34216380182002026,199,0.12036290322580646,250,0.14928343949044584,559,0.33320087423008143,947,0.5872261264985531,476,0.29485855874457984
Centro Leste,Serrinha,293190,Tucano,3235,0.8316195372750642,2995,0.7674895361749381,3227,0.8246869409660107,2634,0.6346987951807229,33,0.007921901256301512,40,0.00966339185053954,72,0.01852328273732956,69,0.017702899170443855,73,0.019461476939482806,66,0.017560975609756096
Centro Leste,Serrinha,293300,Valente,2354,1.1236276849642004,2539,1.192391984971822,2455,1.135697764070933,2007,0.8660817031070195,1881,0.8005390835579516,1780,0.7476897227667321,1703,0.7022680412371134,1601,0.6533804924500067,1559,0.6502154872792993,1864,0.7684485364848153
Centro Norte,Irecê,290115,América Dourada,1224,1.0954653937947494,1135,1.0158114558472555,841,0.7526849642004774,1116,0.9441624365482234,1155,0.9757814700084483,1005,0.8485786659161273,684,0.5822928490351873,704,0.5993189557321226,862,0.7653151820065108,727,0.6458395025170269
Centro Norte,Irecê,290300,Barra do Mendes,613,0.5839949190219117,581,0.55456570155902,348,0.3332269390360677,265,0.24047186932849365,20,0.01832620647525962,119,0.10917431192660551,204,0.18658536585365854,200,0.183206106870229,485,0.46515345268542196,498,0.4797687861271676
Centro Norte,Irecê,290323,Barro Alto,663,0.6621171770972037,797,0.7865131578947369,834,0.8149837133550488,814,0.7449664429530201,804,0.7176435584647427,861,0.7610489098408958,687,0.6189189189189189,896,0.801670146137787,882,0.8106617647058824,894,0.8159415880742318
Centro Norte,Irecê,290530,Cafarnaum,847,0.6976935749588138,1408,1.1534680502457673,1024,0.8338762214983714,1233,0.9453105034500384,1331,1.014481707317073,1368,1.0371493555724034,860,0.6441947565543071,1171,0.8734460467429139,1079,0.8329902213072569,1039,0.7996408414571575
Centro Norte,Irecê,290620,Canarana,1964,1.0866838804869052,2079,1.141889417795679,1695,0.9233702560377701,1413,0.7237493597404815,50,0.025415113520840395,963,0.48611812216052497,684,0.34092041867419837,963,0.47728399140921857,963,0.49275115128773667,1128,0.5742406244697098
Centro Norte,Irecê,290760,Central,1228,0.961628817541112,1084,0.8475371383893667,1148,0.8971086220369887,1523,1.1237088047220856,925,0.6806475349521707,1097,0.8058276199804114,791,0.587521663778163,491,0.3645137342242019,1058,0.8182521268368136,779,0.6023195876288661
Centro Norte,Irecê,291130,Gentio do Ouro,812,1.0817051509769096,786,1.0447496677004873,556,0.7351256059938298,131,0.16340956340956342,9,0.01118939079983423,23,0.028500619578686492,37,0.04506699147381242,17,0.020672882042967165,484,0.6113684210526316,675,0.851555929352397
Centro Norte,Irecê,291240,Ibipeba,1274,0.9870867768595041,1593,1.2244427363566488,1149,0.875984752223634,1209,0.8658391024110766,1017,0.7229857819905213,1056,0.7450611476952023,725,0.5143059825017734,1050,0.7411764705882352,879,0.640203932993445,847,0.613768115942029
Centro Norte,Irecê,291310,Ibititá,828,0.6088235294117647,1031,0.7590184049079755,954,0.7047525240088648,347,0.2427705223880597,19,0.013302217036172697,508,0.3557422969187675,287,0.20969313200194836,76,0.055596196049743966,81,0.062005613676958414,599,0.46017925736235593
Centro Norte,Irecê,291460,Irecê,3318,0.592535269956545,4259,0.7527838331467624,2549,0.4461493582263711,1166,0.19129388603303074,3806,0.6184595385115372,3185,0.5129650507328072,3064,0.489952561164117,2598,0.41235913443733135,3544,0.5788012412216234,2728,0.44209161624891957
Centro Norte,Irecê,291535,Itaguaçu da Bahia,857,0.9918981481481481,884,1.0122137404580152,547,0.6201814058956916,691,0.7340651558073654,690,0.7260610312171167,563,0.5868658790826963,502,0.5256544502617801,418,0.43496357960457854,507,0.5426328933285764,461,0.49007795889440114
Centro Norte,Irecê,291835,João Dourado,1442,0.8573127229488704,1383,0.8125734430082256,858,0.4985473561882626,832,0.4527480500634863,377,0.2030520646319569,712,0.37966583718450053,410,0.21605480414544176,818,0.42789886660854404,1084,0.5825868864206377,1137,0.6062922147173836
Centro Norte,Irecê,291850,Jussara,973,0.914187284685249,953,0.897081895199247,1211,1.1417347580138277,27,0.02409280190362879,86,0.07676286819398989,49,0.04373698304076168,235,0.20771950500883915,341,0.3017699115044248,432,0.3997532387415176,619,0.5745668316831684
Centro Norte,Irecê,291915,Lapão,2247,1.1606404958677685,1735,0.8935622317596567,1707,0.8770337386538791,303,0.1468260377968018,45,0.02173213135866066,497,0.239210652976095,768,0.36135508155583435,690,0.32379164711403097,843,0.41115265810437324,1054,0.5135617995777164
Centro Norte,Irecê,292205,Mulungu do Morro,758,0.9070602313522138,879,1.0741344195519347,706,0.8806652806652807,1110,1.3341346153846154,613,0.7248718959400867,892,1.0716860232278733,733,0.8820697954271961,759,0.9290085679314566,794,1.0474934036939314,940,1.2685560053981106
Centro Norte,Irecê,292560,Presidente Dutra,1799,1.6539993870671161,1856,1.7032731722239216,1747,1.5993286542569425,1638,1.4153225806451615,1719,1.4814708417121518,1607,1.380979661987969,1490,1.1990343347639485,1440,1.158176943699732,1386,1.1598326359832636,1355,1.1332589908001114
Centro Norte,Irecê,292925,São Gabriel,1422,1.0437974064105702,1444,1.0596868884540116,1411,1.0352164343360235,46,0.031922276197085354,19,0.013167013167013167,884,0.6119058606368251,670,0.4624942475839853,654,0.45124195032198716,1131,0.8142548596112311,1056,0.760806916426513
Centro Norte,Irecê,293240,Uibaí,1379,1.2686292548298068,1310,1.2025703794369647,1422,1.3049862343224228,925,0.8029513888888888,1221,1.0586705202312139,1185,1.0256780150028852,1157,1.0023101357204736,892,0.7722943722943723,1085,0.9795365633463737,1132,1.0219681011134516
Centro Norte,Irecê,293360,Xique-Xique,1913,0.6104020421186982,1938,0.6174596431605778,2468,0.7853203224437845,1693,0.5114288591279831,1999,0.6024713682941532,1571,0.47238648892452645,1542,0.46408507223113965,503,0.15117210979763573,734,0.2297099937408721,219,0.06849457881567973
